Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.57,-20.01
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.25,-18.75
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.23,-17.09
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,20.88,-15.90
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.50,-15.08
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED96    ,22.01,-14.26
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEF62    ,23.69,-10.38
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6E    ,24.00,-9.90
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF7B    ,24.18,-9.48
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF8A    ,24.35,-9.09
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF9B    ,24.61,-8.78
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAE    ,24.65,-8.47
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC3    ,24.83,-8.22
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFDB    ,24.91,-8.11
7,2 1,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB6A    ,18.42,-19.53
7,2 1,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB77    ,19.22,-18.20
7,2 1,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.22,-16.72
7,2 1,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,20.87,-15.65
7,2 1,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.46,-14.55
7,2 1,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED95    ,22.01,-13.68
7,2 1,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEF61    ,23.77,-9.89
7,2 1,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6D    ,23.96,-9.44
7,2 1,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF7A    ,24.18,-8.80
7,2 1,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF89    ,24.36,-8.68
7,2 1,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF9A    ,24.52,-8.23
7,2 1,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAD    ,24.79,-7.72
7,2 1,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC2    ,24.69,-7.92
7,2 1,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD9    ,25.05,-7.42
7,2 2,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB6A    ,18.51,-19.75
7,2 2,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB77    ,19.29,-18.39
7,2 2,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.31,-16.83
7,2 2,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED76    ,20.98,-15.71
7,2 2,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.57,-14.73
7,2 2,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED95    ,22.08,-13.72
7,2 2,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEF60    ,23.84,-10.04
7,2 2,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6C    ,24.08,-9.51
7,2 2,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF79    ,24.27,-9.03
7,2 2,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF88    ,24.50,-8.48
7,2 2,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF99    ,24.62,-8.20
7,2 2,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAB    ,24.73,-8.02
7,2 2,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC0    ,24.73,-7.83
7,2 2,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD8    ,25.07,-7.61
