Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.66,-21.57
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.49,-20.05
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.43,-18.47
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,21.13,-17.25
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.75,-16.19
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED95    ,22.28,-15.21
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA7    ,22.81,-14.29
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEDBC    ,23.25,-13.52
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEDD3    ,23.67,-12.72
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF85    ,25.02,-9.50
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF96    ,25.18,-9.06
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFA8    ,25.32,-8.63
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFBC    ,25.43,-8.27
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD3    ,25.53,-8.07
7,2 0,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD3    ,25.52,-8.06
7,2 0,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD3    ,25.52,-8.04
7,2 0,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD3    ,25.51,-8.07
Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB68    ,17.98,-22.69
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB75    ,18.76,-21.17
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,19.80,-19.50
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,20.50,-18.17
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.15,-17.08
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED96    ,21.78,-15.96
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA8    ,22.33,-15.01
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEDBD    ,22.85,-14.09
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEDD4    ,23.29,-13.29
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF87    ,24.65,-10.12
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF97    ,24.84,-9.61
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAA    ,25.03,-9.11
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFBF    ,25.17,-8.68
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.30,-8.31
7,2 0,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.30,-8.31
7,2 0,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.29,-8.34
7,2 0,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.29,-8.26
