Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB6A    ,18.59,-20.26
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB77    ,19.29,-18.98
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6B    ,20.23,-17.38
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED78    ,20.90,-16.27
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED87    ,21.49,-15.31
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED98    ,22.05,-14.44
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEF62    ,23.82,-10.85
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6E    ,23.95,-10.35
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF7C    ,24.20,-9.94
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF8B    ,24.33,-9.58
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF9C    ,24.55,-9.23
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAF    ,24.71,-8.89
