Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.62,-19.96
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.33,-18.74
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.35,-17.00
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,20.97,-16.04
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.53,-15.00
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED96    ,22.08,-14.16
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA8    ,22.54,-13.37
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6E    ,23.97,-9.86
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF7B    ,24.17,-9.42
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF8A    ,24.42,-9.06
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF9B    ,24.47,-8.73
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAE    ,24.67,-8.47
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC3    ,24.76,-8.28
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFDB    ,24.84,-8.05
7,2 0,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFDB    ,24.80,-8.01
7,2 0,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFDB    ,24.86,-7.99
7,2 0,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFDB    ,24.82,-8.10
7,2 1,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.51,-19.75
7,2 1,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.31,-18.40
7,2 1,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED69    ,20.30,-16.84
7,2 1,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED76    ,20.94,-15.85
7,2 1,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED84    ,21.55,-14.79
7,2 1,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED94    ,22.10,-13.89
7,2 1,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA6    ,22.56,-12.90
7,2 1,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6C    ,24.09,-9.37
7,2 1,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF79    ,24.27,-8.88
7,2 1,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF88    ,24.43,-8.41
7,2 1,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF98    ,24.55,-8.32
7,2 1,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAB    ,24.65,-8.05
7,2 1,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC0    ,24.73,-7.50
7,2 1,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD7    ,24.82,-7.54
7,2 1,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD7    ,24.85,-7.56
7,2 1,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD7    ,24.82,-7.41
7,2 1,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD7    ,24.83,-7.53
7,2 2,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.46,-19.80
7,2 2,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.25,-18.37
7,2 2,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED69    ,20.25,-16.76
7,2 2,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED76    ,20.91,-15.76
7,2 2,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED84    ,21.51,-14.85
7,2 2,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED94    ,22.06,-13.93
7,2 2,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA6    ,22.54,-13.07
7,2 2,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEF6C    ,24.11,-9.50
7,2 2,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEF79    ,24.26,-9.05
7,2 2,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF88    ,24.38,-8.44
7,2 2,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF99    ,24.56,-8.42
7,2 2,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAC    ,24.68,-8.02
7,2 2,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFC1    ,24.64,-7.81
7,2 2,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD8    ,25.09,-7.68
7,2 2,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD8    ,24.76,-7.59
7,2 2,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD8    ,25.08,-7.54
7,2 2,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD8    ,24.87,-7.73
