Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB69    ,18.25,-22.40
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB76    ,19.04,-20.84
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,19.97,-19.45
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,20.66,-18.11
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.30,-17.04
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED96    ,21.92,-15.90
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA8    ,22.47,-14.94
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEDBC    ,22.95,-14.11
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEDD3    ,23.40,-13.26
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF86    ,24.73,-10.10
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF97    ,24.94,-9.57
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFA9    ,25.12,-9.08
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFBE    ,25.27,-8.64
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD5    ,25.40,-8.33
7,2 0,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD5    ,25.39,-8.34
7,2 0,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD5    ,25.38,-8.32
7,2 0,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD5    ,25.37,-8.32
Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,2 0,0 0,2000,18,r 403422c8  [0x403422C8] = 0xD0FFEB68    ,18.68,-21.65
7,2 0,0 0,2000,19,r 403422c8  [0x403422C8] = 0xD0FFEB75    ,19.41,-20.31
7,2 0,0 0,2000,20,r 403422c8  [0x403422C8] = 0xD8FFED6A    ,20.40,-18.54
7,2 0,0 0,2000,21,r 403422c8  [0x403422C8] = 0xD8FFED77    ,21.10,-17.31
7,2 0,0 0,2000,22,r 403422c8  [0x403422C8] = 0xD8FFED85    ,21.69,-16.30
7,2 0,0 0,2000,23,r 403422c8  [0x403422C8] = 0xD8FFED96    ,22.27,-15.25
7,2 0,0 0,2000,24,r 403422c8  [0x403422C8] = 0xD8FFEDA8    ,22.79,-14.41
7,2 0,0 0,2000,25,r 403422c8  [0x403422C8] = 0xD8FFEDBC    ,23.26,-13.52
7,2 0,0 0,2000,26,r 403422c8  [0x403422C8] = 0xD8FFEDD3    ,23.68,-12.77
7,2 0,0 0,2000,27,r 403422c8  [0x403422C8] = 0xD8FFEF87    ,25.07,-9.45
7,2 0,0 0,2000,28,r 403422c8  [0x403422C8] = 0xD8FFEF97    ,25.23,-8.97
7,2 0,0 0,2000,29,r 403422c8  [0x403422C8] = 0xD8FFEFAA    ,25.37,-8.58
7,2 0,0 0,2000,30,r 403422c8  [0x403422C8] = 0xD8FFEFBF    ,25.48,-8.28
7,2 0,0 0,2000,31,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.58,-7.93
7,2 0,0 0,2000,32,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.58,-7.97
7,2 0,0 0,2000,33,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.57,-7.98
7,2 0,0 0,2000,34,r 403422c8  [0x403422C8] = 0xD8FFEFD6    ,25.57,-8.01
