ant, ch, pwr_dig, pwr_dig_dbm, pwr_cmp180_dbm
0,7,32,-42.14,-9.31
0,7,96,-32.60,-0.15
0,7,160,-28.16,4.22
0,7,224,-25.24,7.13
0,7,288,-23.06,9.23
0,7,352,-21.32,11.03
0,7,416,-19.87,12.50
0,7,480,-18.62,13.72
0,7,544,-17.54,14.84
0,7,608,-16.57,15.78
0,7,672,-15.70,16.66
0,7,736,-14.91,17.43
0,7,800,-14.19,18.21
0,7,864,-13.52,18.87
0,7,928,-12.90,19.39
0,7,992,-12.32,19.97
0,7,1056,-11.77,20.54
0,7,1120,-11.26,21.05
0,7,1184,-10.78,21.44
0,7,1248,-10.32,22.00
0,7,1312,-9.89,22.49
0,7,1376,-9.47,22.92
0,7,1440,-9.08,23.31
0,7,1504,-8.70,23.64
0,7,1568,-8.34,24.08
0,7,1632,-7.99,24.46
0,7,1696,-7.66,24.78
0,7,1760,-7.34,25.06
0,7,1824,-7.03,25.41
0,7,1888,-6.73,25.71
0,7,1952,-6.44,25.96
0,7,2016,-6.16,26.30
0,7,2080,-5.89,26.41
0,7,2144,-5.62,26.50
0,7,2208,-5.37,26.56
0,7,2272,-5.12,26.59
0,7,2336,-4.88,26.61
0,7,2400,-4.64,26.62
0,7,2464,-4.41,26.62
0,7,2528,-4.19,26.62
0,7,2592,-3.97,26.61
0,7,2656,-3.76,26.61
0,7,2720,-3.56,26.62
0,7,2784,-3.35,26.61
0,7,2848,-3.16,26.61
0,7,2912,-2.96,26.61
0,7,2976,-2.77,26.61
0,7,3040,-2.59,26.61
0,7,3104,-2.41,26.61
0,7,3168,-2.23,26.61
0,7,3232,-2.06,26.61
0,7,3296,-1.89,26.61
0,7,3360,-1.72,26.61
0,7,3424,-1.56,26.61
0,7,3488,-1.40,26.61
0,7,3552,-1.24,26.60
0,7,3616,-1.08,26.61
0,7,3680,-0.93,26.60
0,7,3744,-0.78,26.60
0,7,3808,-0.63,26.60
0,7,3872,-0.49,26.60
0,7,3936,-0.35,26.60
0,7,4000,-0.21,26.60
0,7,4064,-0.07,26.60
