ant, ch, pwr_dig, pwr_dig_dbm, pwr_cmp180_dbm
0,7,1786,-7.21,20.97
0,7,1788,-7.20,20.98
0,7,1790,-7.19,20.99
0,7,1792,-7.18,21.00
0,7,1794,-7.17,21.01
0,7,1796,-7.16,21.01
0,7,1798,-7.15,21.02
0,7,1800,-7.14,21.03
0,7,1802,-7.13,21.04
0,7,1804,-7.12,21.04
0,7,1806,-7.11,21.05
0,7,1808,-7.10,21.07
0,7,1810,-7.09,21.08
0,7,1812,-7.08,21.09
0,7,1814,-7.07,21.09
0,7,1816,-7.06,21.10
0,7,1818,-7.06,21.12
0,7,1820,-7.05,21.12
0,7,1822,-7.04,21.14
0,7,1824,-7.03,21.15
0,7,1826,-7.02,21.15
0,7,1828,-7.01,21.17
0,7,1830,-7.00,21.17
0,7,1832,-6.99,21.18
0,7,1834,-6.98,21.19
0,7,1836,-6.97,21.20
0,7,1838,-6.96,21.20
0,7,1840,-6.95,21.22
0,7,1842,-6.94,21.22
0,7,1844,-6.93,21.24
0,7,1846,-6.92,21.25
0,7,1848,-6.91,21.26
0,7,1850,-6.90,21.27
0,7,1852,-6.89,21.28
0,7,1854,-6.89,21.28
0,7,1856,-6.88,21.29
0,7,1858,-6.87,21.30
0,7,1860,-6.86,21.33
0,7,1862,-6.85,21.33
0,7,1864,-6.84,21.34
0,7,1866,-6.83,21.34
0,7,1868,-6.82,21.35
0,7,1870,-6.81,21.37
0,7,1872,-6.80,21.37
0,7,1874,-6.79,21.38
0,7,1876,-6.78,21.40
0,7,1878,-6.77,21.40
0,7,1880,-6.76,21.40
0,7,1882,-6.75,21.42
0,7,1884,-6.75,21.43
0,7,1886,-6.74,21.43
0,7,1888,-6.73,21.44
0,7,1890,-6.72,21.46
0,7,1892,-6.71,21.47
0,7,1894,-6.70,21.48
0,7,1896,-6.69,21.49
0,7,1898,-6.68,21.49
0,7,1900,-6.67,21.50
0,7,1902,-6.66,21.51
0,7,1904,-6.65,21.52
0,7,1906,-6.64,21.53
0,7,1908,-6.64,21.54
0,7,1910,-6.63,21.56
0,7,1912,-6.62,21.56
0,7,1914,-6.61,21.58
0,7,1916,-6.60,21.58
0,7,1918,-6.59,21.59
0,7,1920,-6.58,21.60
0,7,1922,-6.57,21.61
0,7,1924,-6.56,21.61
0,7,1926,-6.55,21.63
0,7,1928,-6.55,21.64
0,7,1930,-6.54,21.64
0,7,1932,-6.53,21.65
0,7,1934,-6.52,21.67
0,7,1936,-6.51,21.67
0,7,1938,-6.50,21.68
0,7,1940,-6.49,21.69
0,7,1942,-6.48,21.70
0,7,1944,-6.47,21.69
0,7,1946,-6.46,21.71
0,7,1948,-6.46,21.72
0,7,1950,-6.45,21.73
0,7,1952,-6.44,21.74
0,7,1954,-6.43,21.76
0,7,1956,-6.42,21.77
0,7,1958,-6.41,21.79
0,7,1960,-6.40,21.78
0,7,1962,-6.39,21.79
0,7,1964,-6.38,21.80
0,7,1966,-6.38,21.80
0,7,1968,-6.37,21.82
0,7,1970,-6.36,21.83
0,7,1972,-6.35,21.83
0,7,1974,-6.34,21.84
0,7,1976,-6.33,21.86
0,7,1978,-6.32,21.86
0,7,1980,-6.31,21.86
0,7,1982,-6.31,21.88
0,7,1984,-6.30,21.89
0,7,1986,-6.29,21.90
0,7,1988,-6.28,21.91
0,7,1990,-6.27,21.91
0,7,1992,-6.26,21.92
0,7,1994,-6.25,21.93
0,7,1996,-6.24,21.95
0,7,1998,-6.24,21.99
0,7,2000,-6.23,21.99
0,7,2002,-6.22,22.00
0,7,2004,-6.21,22.01
0,7,2006,-6.20,22.02
0,7,2008,-6.19,22.03
0,7,2010,-6.18,22.04
0,7,2012,-6.17,22.05
0,7,2014,-6.17,22.06
0,7,2016,-6.16,22.07
0,7,2018,-6.15,22.08
0,7,2020,-6.14,22.08
0,7,2022,-6.13,22.10
0,7,2024,-6.12,22.11
0,7,2026,-6.11,22.11
0,7,2028,-6.11,22.13
0,7,2030,-6.10,22.14
0,7,2032,-6.09,22.14
0,7,2034,-6.08,22.16
0,7,2036,-6.07,22.17
0,7,2038,-6.06,22.17
0,7,2040,-6.05,22.19
0,7,2042,-6.05,22.19
0,7,2044,-6.04,22.21
0,7,2046,-6.03,22.22
0,7,2048,-6.02,22.22
0,7,2050,-6.01,22.22
0,7,2052,-6.00,22.24
0,7,2054,-6.00,22.25
0,7,2056,-5.99,22.26
0,7,2058,-5.98,22.27
0,7,2060,-5.97,22.28
0,7,2062,-5.96,22.30
0,7,2064,-5.95,22.30
0,7,2066,-5.94,22.31
0,7,2068,-5.94,22.33
0,7,2070,-5.93,22.33
0,7,2072,-5.92,22.34
0,7,2074,-5.91,22.35
0,7,2076,-5.90,22.35
0,7,2078,-5.89,22.36
0,7,2080,-5.89,22.37
0,7,2082,-5.88,22.39
0,7,2084,-5.87,22.39
0,7,2086,-5.86,22.40
0,7,2088,-5.85,22.40
0,7,2090,-5.84,22.42
0,7,2092,-5.84,22.42
0,7,2094,-5.83,22.44
0,7,2096,-5.82,22.44
0,7,2098,-5.81,22.44
0,7,2100,-5.80,22.47
0,7,2102,-5.79,22.47
0,7,2104,-5.79,22.47
0,7,2106,-5.78,22.49
0,7,2108,-5.77,22.50
0,7,2110,-5.76,22.50
0,7,2112,-5.75,22.51
0,7,2114,-5.75,22.52
0,7,2116,-5.74,22.52
0,7,2118,-5.73,22.53
0,7,2120,-5.72,22.55
0,7,2122,-5.71,22.56
0,7,2124,-5.70,22.57
0,7,2126,-5.70,22.58
0,7,2128,-5.69,22.59
0,7,2130,-5.68,22.59
0,7,2132,-5.67,22.59
0,7,2134,-5.66,22.60
0,7,2136,-5.66,22.61
0,7,2138,-5.65,22.63
0,7,2140,-5.64,22.63
0,7,2142,-5.63,22.64
0,7,2144,-5.62,22.65
0,7,2146,-5.61,22.66
0,7,2148,-5.61,22.67
0,7,2150,-5.60,22.68
0,7,2152,-5.59,22.69
0,7,2154,-5.58,22.69
0,7,2156,-5.57,22.70
0,7,2158,-5.57,22.71
0,7,2160,-5.56,22.72
0,7,2162,-5.55,22.73
0,7,2164,-5.54,22.73
0,7,2166,-5.53,22.74
0,7,2168,-5.53,22.75
0,7,2170,-5.52,22.77
0,7,2172,-5.51,22.76
0,7,2174,-5.50,22.77
0,7,2176,-5.49,22.78
0,7,2178,-5.49,22.79
0,7,2180,-5.48,22.80
0,7,2182,-5.47,22.81
0,7,2184,-5.46,22.82
0,7,2186,-5.45,22.82
0,7,2188,-5.45,22.83
0,7,2190,-5.44,22.84
0,7,2192,-5.43,22.85
0,7,2194,-5.42,22.86
0,7,2196,-5.41,22.86
0,7,2198,-5.41,22.87
0,7,2200,-5.40,22.88
0,7,2202,-5.39,22.89
0,7,2204,-5.38,22.90
0,7,2206,-5.38,22.90
0,7,2208,-5.37,22.91
0,7,2210,-5.36,22.91
0,7,2212,-5.35,22.93
0,7,2214,-5.34,22.94
0,7,2216,-5.34,22.94
0,7,2218,-5.33,22.95
0,7,2220,-5.32,22.96
0,7,2222,-5.31,22.96
0,7,2224,-5.30,22.98
0,7,2226,-5.30,22.99
0,7,2228,-5.29,22.99
0,7,2230,-5.28,23.01
0,7,2232,-5.27,23.01
0,7,2234,-5.27,23.02
0,7,2236,-5.26,23.03
0,7,2238,-5.25,23.03
0,7,2240,-5.24,23.04
0,7,2242,-5.23,23.05
0,7,2244,-5.23,23.06
0,7,2246,-5.22,23.06
0,7,2248,-5.21,23.06
0,7,2250,-5.20,23.08
0,7,2252,-5.20,23.08
0,7,2254,-5.19,23.10
0,7,2256,-5.18,23.10
0,7,2258,-5.17,23.11
0,7,2260,-5.17,23.11
0,7,2262,-5.16,23.12
0,7,2264,-5.15,23.13
0,7,2266,-5.14,23.13
0,7,2268,-5.13,23.13
0,7,2270,-5.13,23.14
0,7,2272,-5.12,23.14
0,7,2274,-5.11,23.16
0,7,2276,-5.10,23.17
0,7,2278,-5.10,23.17
0,7,2280,-5.09,23.18
0,7,2282,-5.08,23.18
0,7,2284,-5.07,23.20
0,7,2286,-5.07,23.20
0,7,2288,-5.06,23.21
0,7,2290,-5.05,23.22
0,7,2292,-5.04,23.22
0,7,2294,-5.04,23.24
0,7,2296,-5.03,23.24
0,7,2298,-5.02,23.25
0,7,2300,-5.01,23.26
0,7,2302,-5.01,23.27
0,7,2304,-5.00,23.27
0,7,2306,-4.99,23.28
0,7,2308,-4.98,23.29
0,7,2310,-4.97,23.30
0,7,2312,-4.97,23.30
0,7,2314,-4.96,23.31
0,7,2316,-4.95,23.32
0,7,2318,-4.94,23.34
0,7,2320,-4.94,23.34
0,7,2322,-4.93,23.35
0,7,2324,-4.92,23.36
0,7,2326,-4.92,23.36
0,7,2328,-4.91,23.37
0,7,2330,-4.90,23.38
0,7,2332,-4.89,23.38
0,7,2334,-4.89,23.39
0,7,2336,-4.88,23.40
0,7,2338,-4.87,23.41
0,7,2340,-4.86,23.42
0,7,2342,-4.86,23.42
0,7,2344,-4.85,23.43
0,7,2346,-4.84,23.44
0,7,2348,-4.83,23.45
0,7,2350,-4.83,23.45
0,7,2352,-4.82,23.46
0,7,2354,-4.81,23.47
0,7,2356,-4.80,23.48
0,7,2358,-4.80,23.49
0,7,2360,-4.79,23.49
0,7,2362,-4.78,23.50
0,7,2364,-4.77,23.51
0,7,2366,-4.77,23.51
0,7,2368,-4.76,23.52
0,7,2370,-4.75,23.52
0,7,2372,-4.74,23.53
0,7,2374,-4.74,23.55
0,7,2376,-4.73,23.56
0,7,2378,-4.72,23.56
0,7,2380,-4.72,23.57
0,7,2382,-4.71,23.58
0,7,2384,-4.70,23.57
0,7,2386,-4.69,23.58
0,7,2388,-4.69,23.60
0,7,2390,-4.68,23.60
0,7,2392,-4.67,23.61
0,7,2394,-4.66,23.61
0,7,2396,-4.66,23.62
0,7,2398,-4.65,23.64
0,7,2400,-4.64,23.64
0,7,2402,-4.64,23.65
0,7,2404,-4.63,23.65
0,7,2406,-4.62,23.66
0,7,2408,-4.61,23.66
0,7,2410,-4.61,23.68
0,7,2412,-4.60,23.68
0,7,2414,-4.59,23.69
0,7,2416,-4.59,23.69
0,7,2418,-4.58,23.71
0,7,2420,-4.57,23.71
0,7,2422,-4.56,23.71
0,7,2424,-4.56,23.72
0,7,2426,-4.55,23.73
0,7,2428,-4.54,23.74
0,7,2430,-4.54,23.74
0,7,2432,-4.53,23.75
0,7,2434,-4.52,23.75
0,7,2436,-4.51,23.76
0,7,2438,-4.51,23.77
0,7,2440,-4.50,23.77
0,7,2442,-4.49,23.78
0,7,2444,-4.49,23.79
0,7,2446,-4.48,23.80
0,7,2448,-4.47,23.81
0,7,2450,-4.46,23.80
0,7,2452,-4.46,23.81
0,7,2454,-4.45,23.82
0,7,2456,-4.44,23.83
0,7,2458,-4.44,23.84
0,7,2460,-4.43,23.84
0,7,2462,-4.42,23.86
0,7,2464,-4.41,23.85
0,7,2466,-4.41,23.87
0,7,2468,-4.40,23.87
0,7,2470,-4.39,23.88
0,7,2472,-4.39,23.88
0,7,2474,-4.38,23.89
0,7,2476,-4.37,23.90
0,7,2478,-4.37,23.90
0,7,2480,-4.36,23.91
0,7,2482,-4.35,23.92
0,7,2484,-4.34,23.93
0,7,2486,-4.34,23.93
0,7,2488,-4.33,23.94
0,7,2490,-4.32,23.95
0,7,2492,-4.32,23.95
0,7,2494,-4.31,23.96
0,7,2496,-4.30,23.96
0,7,2498,-4.30,23.96
0,7,2500,-4.29,23.98
0,7,2502,-4.28,24.01
0,7,2504,-4.27,24.01
0,7,2506,-4.27,24.01
0,7,2508,-4.26,24.02
0,7,2510,-4.25,24.03
0,7,2512,-4.25,24.04
0,7,2514,-4.24,24.04
0,7,2516,-4.23,24.05
0,7,2518,-4.23,24.06
0,7,2520,-4.22,24.06
0,7,2522,-4.21,24.07
0,7,2524,-4.21,24.08
0,7,2526,-4.20,24.08
0,7,2528,-4.19,24.09
0,7,2530,-4.18,24.10
0,7,2532,-4.18,24.10
0,7,2534,-4.17,24.12
0,7,2536,-4.16,24.14
0,7,2538,-4.16,24.15
0,7,2540,-4.15,24.15
0,7,2542,-4.14,24.16
0,7,2544,-4.14,24.16
0,7,2546,-4.13,24.17
0,7,2548,-4.12,24.17
0,7,2550,-4.12,24.17
0,7,2552,-4.11,24.18
0,7,2554,-4.10,24.18
0,7,2556,-4.10,24.19
0,7,2558,-4.09,24.19
0,7,2560,-4.08,24.20
0,7,2562,-4.08,24.21
0,7,2564,-4.07,24.22
0,7,2566,-4.06,24.23
0,7,2568,-4.06,24.23
0,7,2570,-4.05,24.23
0,7,2572,-4.04,24.25
0,7,2574,-4.04,24.25
0,7,2576,-4.03,24.26
0,7,2578,-4.02,24.26
0,7,2580,-4.01,24.27
0,7,2582,-4.01,24.28
0,7,2584,-4.00,24.28
0,7,2586,-3.99,24.29
0,7,2588,-3.99,24.30
0,7,2590,-3.98,24.31
0,7,2592,-3.97,24.31
0,7,2594,-3.97,24.32
0,7,2596,-3.96,24.32
0,7,2598,-3.95,24.32
0,7,2600,-3.95,24.34
0,7,2602,-3.94,24.34
0,7,2604,-3.93,24.35
0,7,2606,-3.93,24.35
0,7,2608,-3.92,24.36
0,7,2610,-3.91,24.37
0,7,2612,-3.91,24.38
0,7,2614,-3.90,24.38
0,7,2616,-3.89,24.39
0,7,2618,-3.89,24.39
0,7,2620,-3.88,24.40
0,7,2622,-3.87,24.41
0,7,2624,-3.87,24.41
0,7,2626,-3.86,24.41
0,7,2628,-3.85,24.42
0,7,2630,-3.85,24.42
0,7,2632,-3.84,24.43
0,7,2634,-3.83,24.44
0,7,2636,-3.83,24.45
0,7,2638,-3.82,24.46
0,7,2640,-3.82,24.46
0,7,2642,-3.81,24.46
0,7,2644,-3.80,24.47
0,7,2646,-3.80,24.47
0,7,2648,-3.79,24.48
0,7,2650,-3.78,24.49
0,7,2652,-3.78,24.50
0,7,2654,-3.77,24.51
0,7,2656,-3.76,24.51
0,7,2658,-3.76,24.51
0,7,2660,-3.75,24.51
0,7,2662,-3.74,24.52
0,7,2664,-3.74,24.53
0,7,2666,-3.73,24.53
0,7,2668,-3.72,24.54
0,7,2670,-3.72,24.55
0,7,2672,-3.71,24.55
0,7,2674,-3.70,24.56
0,7,2676,-3.70,24.56
0,7,2678,-3.69,24.57
0,7,2680,-3.68,24.56
0,7,2682,-3.68,24.57
0,7,2684,-3.67,24.58
0,7,2686,-3.67,24.59
0,7,2688,-3.66,24.59
0,7,2690,-3.65,24.60
0,7,2692,-3.65,24.61
0,7,2694,-3.64,24.61
0,7,2696,-3.63,24.61
0,7,2698,-3.63,24.62
0,7,2700,-3.62,24.63
0,7,2702,-3.61,24.63
0,7,2704,-3.61,24.64
0,7,2706,-3.60,24.64
0,7,2708,-3.59,24.65
0,7,2710,-3.59,24.65
0,7,2712,-3.58,24.65
0,7,2714,-3.58,24.66
0,7,2716,-3.57,24.67
0,7,2718,-3.56,24.67
0,7,2720,-3.56,24.68
0,7,2722,-3.55,24.68
0,7,2724,-3.54,24.68
0,7,2726,-3.54,24.69
0,7,2728,-3.53,24.69
0,7,2730,-3.52,24.70
0,7,2732,-3.52,24.71
0,7,2734,-3.51,24.72
0,7,2736,-3.50,24.72
0,7,2738,-3.50,24.72
0,7,2740,-3.49,24.73
0,7,2742,-3.49,24.73
0,7,2744,-3.48,24.74
0,7,2746,-3.47,24.74
0,7,2748,-3.47,24.75
0,7,2750,-3.46,24.75
0,7,2752,-3.45,24.75
0,7,2754,-3.45,24.76
0,7,2756,-3.44,24.77
0,7,2758,-3.44,24.77
0,7,2760,-3.43,24.78
0,7,2762,-3.42,24.78
0,7,2764,-3.42,24.78
0,7,2766,-3.41,24.79
0,7,2768,-3.40,24.79
0,7,2770,-3.40,24.80
0,7,2772,-3.39,24.80
0,7,2774,-3.39,24.81
0,7,2776,-3.38,24.81
0,7,2778,-3.37,24.81
0,7,2780,-3.37,24.82
0,7,2782,-3.36,24.83
0,7,2784,-3.35,24.83
0,7,2786,-3.35,24.83
0,7,2788,-3.34,24.84
0,7,2790,-3.34,24.84
0,7,2792,-3.33,24.84
0,7,2794,-3.32,24.86
0,7,2796,-3.32,24.86
0,7,2798,-3.31,24.86
0,7,2800,-3.30,24.90
0,7,2802,-3.30,24.98
0,7,2804,-3.29,24.98
0,7,2806,-3.29,24.99
0,7,2808,-3.28,24.99
0,7,2810,-3.27,25.00
0,7,2812,-3.27,24.99
0,7,2814,-3.26,24.99
0,7,2816,-3.25,25.00
0,7,2818,-3.25,25.01
0,7,2820,-3.24,25.00
0,7,2822,-3.24,25.00
0,7,2824,-3.23,25.00
0,7,2826,-3.22,25.01
0,7,2828,-3.22,25.01
0,7,2830,-3.21,25.01
0,7,2832,-3.21,25.02
0,7,2834,-3.20,25.02
0,7,2836,-3.19,25.02
0,7,2838,-3.19,25.02
0,7,2840,-3.18,25.02
0,7,2842,-3.17,25.03
0,7,2844,-3.17,25.03
0,7,2846,-3.16,25.04
0,7,2848,-3.16,25.04
0,7,2850,-3.15,25.04
0,7,2852,-3.14,25.04
0,7,2854,-3.14,25.04
0,7,2856,-3.13,25.05
0,7,2858,-3.13,25.05
0,7,2860,-3.12,25.05
0,7,2862,-3.11,25.05
0,7,2864,-3.11,25.05
0,7,2866,-3.10,25.06
0,7,2868,-3.10,25.06
0,7,2870,-3.09,25.06
0,7,2872,-3.08,25.06
0,7,2874,-3.08,25.08
0,7,2876,-3.07,25.07
0,7,2878,-3.07,25.07
0,7,2880,-3.06,25.07
0,7,2882,-3.05,25.08
0,7,2884,-3.05,25.08
0,7,2886,-3.04,25.08
0,7,2888,-3.04,25.08
0,7,2890,-3.03,25.09
0,7,2892,-3.02,25.09
0,7,2894,-3.02,25.10
0,7,2896,-3.01,25.09
0,7,2898,-3.01,25.10
0,7,2900,-3.00,25.10
0,7,2902,-2.99,25.10
0,7,2904,-2.99,25.10
0,7,2906,-2.98,25.10
0,7,2908,-2.98,25.11
0,7,2910,-2.97,25.11
0,7,2912,-2.96,25.11
0,7,2914,-2.96,25.11
0,7,2916,-2.95,25.11
0,7,2918,-2.95,25.11
0,7,2920,-2.94,25.12
0,7,2922,-2.93,25.12
0,7,2924,-2.93,25.12
0,7,2926,-2.92,25.12
0,7,2928,-2.92,25.12
0,7,2930,-2.91,25.13
0,7,2932,-2.90,25.13
0,7,2934,-2.90,25.12
0,7,2936,-2.89,25.13
0,7,2938,-2.89,25.13
0,7,2940,-2.88,25.13
0,7,2942,-2.87,25.13
0,7,2944,-2.87,25.13
0,7,2946,-2.86,25.13
0,7,2948,-2.86,25.13
0,7,2950,-2.85,25.13
0,7,2952,-2.84,25.13
0,7,2954,-2.84,25.13
0,7,2956,-2.83,25.13
0,7,2958,-2.83,25.13
0,7,2960,-2.82,25.13
0,7,2962,-2.82,25.13
0,7,2964,-2.81,25.13
0,7,2966,-2.80,25.13
0,7,2968,-2.80,25.14
0,7,2970,-2.79,25.13
0,7,2972,-2.79,25.14
0,7,2974,-2.78,25.13
0,7,2976,-2.77,25.13
0,7,2978,-2.77,25.13
0,7,2980,-2.76,25.13
0,7,2982,-2.76,25.13
0,7,2984,-2.75,25.14
0,7,2986,-2.75,25.13
0,7,2988,-2.74,25.13
0,7,2990,-2.73,25.13
0,7,2992,-2.73,25.13
0,7,2994,-2.72,25.13
0,7,2996,-2.72,25.13
0,7,2998,-2.71,25.13
0,7,3000,-2.70,25.13
0,7,3002,-2.70,25.13
0,7,3004,-2.69,25.13
0,7,3006,-2.69,25.14
0,7,3008,-2.68,25.13
0,7,3010,-2.68,25.13
0,7,3012,-2.67,25.13
0,7,3014,-2.66,25.13
0,7,3016,-2.66,25.13
0,7,3018,-2.65,25.13
0,7,3020,-2.65,25.13
0,7,3022,-2.64,25.13
0,7,3024,-2.64,25.13
0,7,3026,-2.63,25.13
0,7,3028,-2.62,25.13
0,7,3030,-2.62,25.13
0,7,3032,-2.61,25.13
0,7,3034,-2.61,25.13
0,7,3036,-2.60,25.12
0,7,3038,-2.60,25.13
0,7,3040,-2.59,25.13
0,7,3042,-2.58,25.13
0,7,3044,-2.58,25.13
0,7,3046,-2.57,25.13
0,7,3048,-2.57,25.13
0,7,3050,-2.56,25.13
0,7,3052,-2.56,25.13
0,7,3054,-2.55,25.13
0,7,3056,-2.54,25.12
0,7,3058,-2.54,25.12
0,7,3060,-2.53,25.13
0,7,3062,-2.53,25.13
0,7,3064,-2.52,25.13
0,7,3066,-2.52,25.13
0,7,3068,-2.51,25.13
0,7,3070,-2.50,25.12
0,7,3072,-2.50,25.13
0,7,3074,-2.49,25.13
0,7,3076,-2.49,25.12
0,7,3078,-2.48,25.13
0,7,3080,-2.48,25.13
0,7,3082,-2.47,25.13
0,7,3084,-2.46,25.13
0,7,3086,-2.46,25.13
0,7,3088,-2.45,25.13
0,7,3090,-2.45,25.13
0,7,3092,-2.44,25.13
0,7,3094,-2.44,25.13
0,7,3096,-2.43,25.13
0,7,3098,-2.43,25.13
0,7,3100,-2.42,25.13
0,7,3102,-2.41,25.13
0,7,3104,-2.41,25.13
0,7,3106,-2.40,25.13
0,7,3108,-2.40,25.13
0,7,3110,-2.39,25.13
0,7,3112,-2.39,25.13
0,7,3114,-2.38,25.12
0,7,3116,-2.38,25.12
0,7,3118,-2.37,25.13
0,7,3120,-2.36,25.12
0,7,3122,-2.36,25.13
0,7,3124,-2.35,25.12
