ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,138,960,59.65,10.82,10.51,12.07,11.23
1,138,1024,60.21,11.55,11.16,14.28,13.05
1,138,1088,60.73,12.01,11.68,15.87,14.73
1,138,1152,61.23,12.52,12.18,17.86,16.52
1,138,1216,61.70,12.99,12.67,19.93,18.47
1,138,1280,62.14,13.47,13.11,22.25,20.47
1,138,1344,62.57,13.81,13.49,24.06,22.35
1,138,1408,62.97,14.24,13.90,26.53,24.55
1,138,1472,63.36,14.64,14.29,29.12,26.82
1,138,1536,63.73,15.03,14.64,31.85,29.12
1,138,1600,64.08,15.33,14.99,34.14,31.58
1,138,1664,64.42,15.66,15.32,36.79,34.04
1,138,1728,64.75,16.03,15.65,40.04,36.71
1,138,1792,65.07,16.33,15.94,42.99,39.23
1,138,1856,65.37,16.62,16.25,45.95,42.18
1,138,1920,65.67,16.89,16.55,48.86,45.23
1,138,1984,65.95,17.17,16.82,52.11,48.09
1,138,2048,66.23,17.45,17.07,55.54,50.88
1,138,2112,66.49,17.64,17.29,58.09,53.57
1,138,2176,66.75,17.93,17.51,62.04,56.38
1,138,2240,67.00,18.14,17.75,65.10,59.56
1,138,2304,67.25,18.37,17.99,68.68,62.91
1,138,2368,67.49,18.62,18.24,72.78,66.72
1,138,2432,67.72,18.85,18.47,76.72,70.28
1,138,2496,67.94,19.04,18.69,80.19,73.92
1,138,2560,68.16,19.25,18.91,84.14,77.82
1,138,2624,68.38,19.43,19.12,87.65,81.62
1,138,2688,68.59,19.64,19.31,92.08,85.30
1,138,2752,68.79,19.82,19.50,95.95,89.03
1,138,2816,68.99,19.99,19.68,99.79,92.83
1,138,2880,69.19,20.17,19.85,103.92,96.69
1,138,2944,69.38,20.32,20.01,107.69,100.33
1,138,3008,69.57,20.47,20.10,111.41,102.34
1,138,3072,69.75,20.63,20.25,115.51,105.87
1,138,3136,69.93,20.78,20.41,119.64,110.01
1,138,3200,70.10,20.92,20.57,123.63,113.91
1,138,3264,70.28,21.09,20.73,128.65,118.33
1,138,3328,70.44,21.24,20.88,133.15,122.50
1,138,3392,70.61,21.37,21.05,137.17,127.44
1,138,3456,70.77,21.53,21.21,142.23,132.12
1,138,3520,70.93,21.60,21.30,144.44,134.99
1,138,3584,71.09,21.61,21.30,144.81,135.03
1,138,3648,71.24,21.60,21.29,144.52,134.67
1,138,3712,71.39,21.59,21.29,144.33,134.45
1,138,3776,71.54,21.60,21.30,144.63,134.84
1,138,3840,71.69,21.60,21.29,144.59,134.60
1,138,3904,71.83,21.58,21.29,143.82,134.58
1,138,3968,71.97,21.58,21.29,144.00,134.69
1,138,4032,72.11,21.60,21.30,144.44,134.80
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,155,640,56.12,7.31,7.20,5.39,5.24
0,155,704,56.95,8.32,8.01,6.79,6.32
0,155,768,57.71,9.08,8.82,8.08,7.62
0,155,832,58.40,9.92,9.55,9.82,9.02
0,155,896,59.05,10.50,10.19,11.22,10.44
0,155,960,59.65,11.19,10.80,13.14,12.01
0,155,1024,60.21,11.80,11.42,15.13,13.87
0,155,1088,60.73,12.28,11.95,16.90,15.67
0,155,1152,61.23,12.79,12.49,19.01,17.74
0,155,1216,61.70,13.22,12.92,21.00,19.61
0,155,1280,62.14,13.70,13.36,23.43,21.68
0,155,1344,62.57,14.12,13.75,25.80,23.73
0,155,1408,62.97,14.47,14.18,28.01,26.15
0,155,1472,63.36,14.91,14.54,31.00,28.43
0,155,1536,63.73,15.21,14.88,33.21,30.74
0,155,1600,64.08,15.53,15.21,35.69,33.18
0,155,1664,64.42,15.94,15.54,39.27,35.84
0,155,1728,64.75,16.19,15.86,41.55,38.51
0,155,1792,65.07,16.49,16.20,44.54,41.69
0,155,1856,65.37,16.83,16.51,48.20,44.80
0,155,1920,65.67,17.15,16.82,51.92,48.07
0,155,1984,65.95,17.44,17.09,55.50,51.18
0,155,2048,66.23,17.73,17.35,59.23,54.33
0,155,2112,66.49,17.86,17.55,61.04,56.85
0,155,2176,66.75,18.11,17.79,64.69,60.13
0,155,2240,67.00,18.31,18.03,67.76,63.48
0,155,2304,67.25,18.50,18.21,70.86,66.23
0,155,2368,67.49,18.80,18.44,75.80,69.89
0,155,2432,67.72,19.02,18.67,79.71,73.61
0,155,2496,67.94,19.24,18.90,83.92,77.62
0,155,2560,68.16,19.44,19.14,87.94,82.00
0,155,2624,68.38,19.66,19.33,92.37,85.69
0,155,2688,68.59,19.84,19.54,96.43,89.97
0,155,2752,68.79,20.05,19.72,101.19,93.76
0,155,2816,68.99,20.17,19.90,104.07,97.69
0,155,2880,69.19,20.36,20.08,108.68,101.92
0,155,2944,69.38,20.51,20.25,112.34,105.98
0,155,3008,69.57,20.65,20.39,116.17,109.51
0,155,3072,69.75,20.81,20.55,120.53,113.61
0,155,3136,69.93,20.95,20.70,124.59,117.42
0,155,3200,70.10,21.09,20.86,128.54,121.89
0,155,3264,70.28,21.26,21.02,133.52,126.40
0,155,3328,70.44,21.32,21.11,135.59,129.26
0,155,3392,70.61,21.47,21.25,140.20,133.43
0,155,3456,70.77,21.62,21.40,145.07,138.17
0,155,3520,70.93,21.75,21.55,149.50,142.97
0,155,3584,71.09,21.74,21.55,149.13,143.00
0,155,3648,71.24,21.73,21.54,148.80,142.64
0,155,3712,71.39,21.74,21.54,149.20,142.70
0,155,3776,71.54,21.72,21.53,148.76,142.22
0,155,3840,71.69,21.73,21.54,149.06,142.56
0,155,3904,71.83,21.73,21.54,148.91,142.68
0,155,3968,71.97,21.72,21.54,148.72,142.53
0,155,4032,72.11,21.74,21.54,149.13,142.42
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,155,640,56.12,7.52,6.95,5.65,4.96
1,155,704,56.95,8.62,7.81,7.27,6.04
1,155,768,57.71,9.13,8.57,8.19,7.19
1,155,832,58.40,9.84,9.23,9.63,8.38
1,155,896,59.05,10.63,9.88,11.55,9.73
1,155,960,59.65,11.15,10.50,13.03,11.23
1,155,1024,60.21,11.78,11.15,15.06,13.03
1,155,1088,60.73,12.33,11.69,17.09,14.76
1,155,1152,61.23,12.86,12.18,19.34,16.54
1,155,1216,61.70,13.37,12.64,21.74,18.35
1,155,1280,62.14,13.74,13.05,23.66,20.17
1,155,1344,62.57,14.18,13.47,26.20,22.21
1,155,1408,62.97,14.56,13.87,28.56,24.38
1,155,1472,63.36,14.91,14.20,30.96,26.31
1,155,1536,63.73,15.30,14.57,33.91,28.64
1,155,1600,64.08,15.64,14.90,36.65,30.92
1,155,1664,64.42,16.00,15.23,39.86,33.32
1,155,1728,64.75,16.26,15.54,42.29,35.80
1,155,1792,65.07,16.57,15.86,45.39,38.56
1,155,1856,65.37,16.92,16.16,49.19,41.26
1,155,1920,65.67,17.21,16.46,52.63,44.25
1,155,1984,65.95,17.47,16.73,55.84,47.12
1,155,2048,66.23,17.74,16.98,59.38,49.94
1,155,2112,66.49,17.95,17.23,62.37,52.89
1,155,2176,66.75,18.19,17.47,65.91,55.79
1,155,2240,67.00,18.45,17.71,69.97,58.97
1,155,2304,67.25,18.65,17.94,73.25,62.16
1,155,2368,67.49,18.87,18.15,77.17,65.38
1,155,2432,67.72,19.11,18.37,81.45,68.71
1,155,2496,67.94,19.30,18.60,85.03,72.49
1,155,2560,68.16,19.53,18.82,89.75,76.16
1,155,2624,68.38,19.74,19.04,94.11,80.17
1,155,2688,68.59,19.92,19.24,98.13,83.96
1,155,2752,68.79,20.09,19.40,102.00,87.12
1,155,2816,68.99,20.25,19.59,105.92,90.97
1,155,2880,69.19,20.44,19.76,110.68,94.65
1,155,2944,69.38,20.58,19.92,114.40,98.12
1,155,3008,69.57,20.74,20.07,118.46,101.67
1,155,3072,69.75,20.88,20.23,122.56,105.45
1,155,3136,69.93,21.04,20.38,126.91,109.24
1,155,3200,70.10,21.19,20.54,131.56,113.23
1,155,3264,70.28,21.34,20.69,136.10,117.29
1,155,3328,70.44,21.49,20.86,140.79,121.78
1,155,3392,70.61,21.64,21.02,145.85,126.45
1,155,3456,70.77,21.74,21.11,149.24,129.14
1,155,3520,70.93,21.81,21.19,151.64,131.61
1,155,3584,71.09,21.78,21.19,150.83,131.44
1,155,3648,71.24,21.80,21.18,151.20,131.17
1,155,3712,71.39,21.80,21.19,151.20,131.61
1,155,3776,71.54,21.78,21.18,150.72,131.27
1,155,3840,71.69,21.79,21.19,151.09,131.48
1,155,3904,71.83,21.77,21.18,150.31,131.18
1,155,3968,71.97,21.77,21.18,150.46,131.33
1,155,4032,72.11,21.79,21.17,150.94,131.06
