ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,58,3904,71.83,22.81,22.19,191.02,165.75
0,58,3968,71.97,22.82,22.20,191.64,165.93
0,58,4032,72.11,22.82,22.20,191.39,165.93
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,58,640,56.12,8.81,8.31,7.60,6.78
1,58,704,56.95,9.67,9.14,9.26,8.21
1,58,768,57.71,10.37,9.92,10.89,9.81
1,58,832,58.40,11.12,10.63,12.95,11.55
1,58,896,59.05,11.73,11.22,14.91,13.24
1,58,960,59.65,12.29,11.84,16.94,15.29
1,58,1024,60.21,12.91,12.42,19.56,17.45
1,58,1088,60.73,13.36,12.94,21.70,19.69
1,58,1152,61.23,13.93,13.46,24.69,22.19
1,58,1216,61.70,14.39,13.91,27.49,24.58
1,58,1280,62.14,14.81,14.36,30.30,27.30
1,58,1344,62.57,15.23,14.75,33.32,29.85
1,58,1408,62.97,15.69,15.20,37.09,33.08
1,58,1472,63.36,16.07,15.56,40.48,35.95
1,58,1536,63.73,16.45,15.92,44.14,39.05
1,58,1600,64.08,16.77,16.24,47.53,42.11
1,58,1664,64.42,17.05,16.57,50.67,45.35
1,58,1728,64.75,17.42,16.89,55.17,48.84
1,58,1792,65.07,17.72,17.24,59.19,52.92
1,58,1856,65.37,18.06,17.55,64.03,56.92
1,58,1920,65.67,18.36,17.82,68.49,60.58
1,58,1984,65.95,18.56,18.11,71.74,64.77
1,58,2048,66.23,18.82,18.33,76.21,68.11
1,58,2112,66.49,19.07,18.58,80.67,72.14
1,58,2176,66.75,19.28,18.81,84.70,76.04
1,58,2240,67.00,19.53,19.04,89.75,80.21
1,58,2304,67.25,19.78,19.30,94.95,85.07
1,58,2368,67.49,19.98,19.51,99.46,89.39
1,58,2432,67.72,20.23,19.76,105.55,94.55
1,58,2496,67.94,20.46,19.99,111.16,99.69
1,58,2560,68.16,20.65,20.20,116.03,104.61
1,58,2624,68.38,20.81,20.40,120.64,109.53
1,58,2688,68.59,21.00,20.58,125.77,114.16
1,58,2752,68.79,21.17,20.76,131.05,119.19
1,58,2816,68.99,21.33,20.94,135.77,124.13
1,58,2880,69.19,21.49,21.08,140.83,128.31
1,58,2944,69.38,21.66,21.26,146.55,133.74
1,58,3008,69.57,21.81,21.43,151.79,139.08
1,58,3072,69.75,22.01,21.64,158.87,145.80
1,58,3136,69.93,22.16,21.80,164.45,151.49
1,58,3200,70.10,22.31,21.95,170.28,156.66
1,58,3264,70.28,22.45,22.08,175.59,161.45
1,58,3328,70.44,22.53,22.20,178.91,166.04
1,58,3392,70.61,22.56,22.25,180.24,167.74
1,58,3456,70.77,22.57,22.25,180.54,167.90
1,58,3520,70.93,22.55,22.24,179.91,167.44
1,58,3584,71.09,22.54,22.25,179.50,167.72
1,58,3648,71.24,22.58,22.25,180.98,167.80
1,58,3712,71.39,22.57,22.24,180.61,167.67
1,58,3776,71.54,22.56,22.24,180.46,167.52
1,58,3840,71.69,22.54,22.23,179.54,167.28
1,58,3904,71.83,22.54,22.24,179.50,167.47
1,58,3968,71.97,22.54,22.24,179.32,167.61
1,58,4032,72.11,22.53,22.23,179.17,167.15
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,106,640,56.12,7.37,7.53,5.46,5.66
0,106,704,56.95,8.32,8.33,6.79,6.82
0,106,768,57.71,9.17,9.08,8.27,8.09
0,106,832,58.40,9.68,9.78,9.30,9.51
0,106,896,59.05,10.43,10.45,11.03,11.10
0,106,960,59.65,10.96,11.06,12.47,12.78
0,106,1024,60.21,11.54,11.65,14.25,14.64
0,106,1088,60.73,12.04,12.20,15.98,16.58
0,106,1152,61.23,12.52,12.68,17.86,18.53
0,106,1216,61.70,13.11,13.20,20.48,20.88
0,106,1280,62.14,13.50,13.62,22.36,23.03
0,106,1344,62.57,14.00,14.04,25.13,25.33
0,106,1408,62.97,14.39,14.44,27.46,27.78
0,106,1472,63.36,14.67,14.78,29.30,30.08
0,106,1536,63.73,15.06,15.16,32.03,32.79
0,106,1600,64.08,15.39,15.48,34.58,35.34
0,106,1664,64.42,15.75,15.84,37.57,38.41
0,106,1728,64.75,16.04,16.17,40.15,41.36
0,106,1792,65.07,16.37,16.48,43.33,44.46
0,106,1856,65.37,16.64,16.80,46.17,47.86
0,106,1920,65.67,16.98,17.09,49.93,51.12
0,106,1984,65.95,17.22,17.35,52.74,54.36
0,106,2048,66.23,17.45,17.60,55.58,57.51
0,106,2112,66.49,17.66,17.81,58.35,60.38
0,106,2176,66.75,17.86,18.05,61.15,63.88
0,106,2240,67.00,18.15,18.28,65.25,67.34
0,106,2304,67.25,18.40,18.53,69.16,71.34
0,106,2368,67.49,18.60,18.79,72.41,75.65
0,106,2432,67.72,18.87,19.01,77.02,79.58
0,106,2496,67.94,19.11,19.25,81.48,84.21
0,106,2560,68.16,19.32,19.46,85.47,88.31
0,106,2624,68.38,19.50,19.66,89.05,92.56
0,106,2688,68.59,19.69,19.85,93.15,96.50
0,106,2752,68.79,19.85,20.02,96.62,100.35
0,106,2816,68.99,20.01,20.19,100.16,104.55
0,106,2880,69.19,20.18,20.36,104.18,108.55
0,106,2944,69.38,20.31,20.51,107.46,112.40
0,106,3008,69.57,20.48,20.67,111.60,116.75
0,106,3072,69.75,20.60,20.84,114.77,121.43
0,106,3136,69.93,20.78,21.00,119.57,125.90
0,106,3200,70.10,20.96,21.12,124.63,129.54
0,106,3264,70.28,21.10,21.30,128.80,134.78
0,106,3328,70.44,21.25,21.44,133.45,139.32
0,106,3392,70.61,21.42,21.62,138.58,145.22
0,106,3456,70.77,21.55,21.78,142.97,150.56
0,106,3520,70.93,21.58,21.80,143.85,151.30
0,106,3584,71.09,21.59,21.80,144.26,151.35
0,106,3648,71.24,21.56,21.79,143.23,150.90
0,106,3712,71.39,21.57,21.79,143.41,150.97
0,106,3776,71.54,21.57,21.79,143.70,150.90
0,106,3840,71.69,21.57,21.79,143.52,150.90
0,106,3904,71.83,21.55,21.78,142.86,150.80
0,106,3968,71.97,21.55,21.78,143.04,150.70
0,106,4032,72.11,21.54,21.77,142.41,150.43
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,106,640,56.12,7.19,7.75,5.24,5.96
1,106,704,56.95,7.71,8.59,5.90,7.22
1,106,768,57.71,8.72,9.36,7.45,8.63
1,106,832,58.40,9.44,10.04,8.78,10.09
1,106,896,59.05,10.06,10.71,10.15,11.77
1,106,960,59.65,10.68,11.31,11.70,13.53
1,106,1024,60.21,11.41,11.91,13.84,15.53
1,106,1088,60.73,11.86,12.42,15.35,17.46
1,106,1152,61.23,12.35,12.92,17.20,19.59
1,106,1216,61.70,12.86,13.41,19.34,21.94
1,106,1280,62.14,13.31,13.84,21.40,24.22
1,106,1344,62.57,13.63,14.26,23.07,26.68
1,106,1408,62.97,14.11,14.67,25.76,29.28
1,106,1472,63.36,14.47,15.05,27.97,32.00
1,106,1536,63.73,14.83,15.40,30.41,34.68
1,106,1600,64.08,15.15,15.73,32.70,37.43
1,106,1664,64.42,15.47,16.08,35.24,40.56
1,106,1728,64.75,15.77,16.39,37.72,43.50
1,106,1792,65.07,16.08,16.69,40.59,46.66
1,106,1856,65.37,16.39,16.97,43.58,49.78
1,106,1920,65.67,16.69,17.26,46.68,53.18
1,106,1984,65.95,16.94,17.52,49.41,56.49
1,106,2048,66.23,17.21,17.78,52.66,59.94
1,106,2112,66.49,17.49,18.06,56.17,63.93
1,106,2176,66.75,17.73,18.30,59.27,67.59
1,106,2240,67.00,17.93,18.54,62.04,71.38
1,106,2304,67.25,18.14,18.78,65.10,75.46
1,106,2368,67.49,18.42,19.00,69.45,79.37
1,106,2432,67.72,18.53,19.18,71.30,82.85
1,106,2496,67.94,18.71,19.39,74.29,86.93
1,106,2560,68.16,18.91,19.59,77.76,91.06
1,106,2624,68.38,19.10,19.79,81.37,95.36
1,106,2688,68.59,19.30,19.97,85.21,99.38
1,106,2752,68.79,19.49,20.17,89.01,103.94
1,106,2816,68.99,19.67,20.36,92.59,108.73
1,106,2880,69.19,19.87,20.54,96.98,113.37
1,106,2944,69.38,20.01,20.72,100.27,117.91
1,106,3008,69.57,20.17,20.87,104.03,122.31
1,106,3072,69.75,20.33,21.07,107.87,128.01
1,106,3136,69.93,20.47,21.23,111.45,132.70
1,106,3200,70.10,20.61,21.39,115.07,137.76
1,106,3264,70.28,20.77,21.54,119.31,142.70
1,106,3328,70.44,20.92,21.69,123.52,147.51
1,106,3392,70.61,21.08,21.83,128.28,152.50
1,106,3456,70.77,21.16,21.96,130.49,157.22
1,106,3520,70.93,21.23,22.05,132.78,160.17
1,106,3584,71.09,21.21,22.04,132.23,159.97
1,106,3648,71.24,21.23,22.04,132.63,159.96
1,106,3712,71.39,21.23,22.03,132.63,159.65
1,106,3776,71.54,21.20,22.03,131.67,159.54
1,106,3840,71.69,21.22,22.04,132.56,159.78
1,106,3904,71.83,21.24,22.03,132.97,159.65
1,106,3968,71.97,21.21,22.03,132.23,159.57
1,106,4032,72.11,21.23,22.03,132.86,159.55
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,122,640,56.12,7.01,8.12,5.02,6.49
0,122,704,56.95,8.48,8.91,7.05,7.78
0,122,768,57.71,9.06,9.65,8.05,9.23
0,122,832,58.40,9.65,10.32,9.23,10.77
0,122,896,59.05,10.25,10.97,10.59,12.52
0,122,960,59.65,10.90,11.57,12.29,14.36
0,122,1024,60.21,11.51,12.19,14.17,16.55
0,122,1088,60.73,12.10,12.73,16.20,18.76
0,122,1152,61.23,12.60,13.23,18.19,21.03
0,122,1216,61.70,13.13,13.73,20.56,23.60
0,122,1280,62.14,13.52,14.22,22.47,26.40
0,122,1344,62.57,13.96,14.63,24.87,29.04
0,122,1408,62.97,14.31,14.99,26.98,31.56
0,122,1472,63.36,14.74,15.36,29.78,34.37
0,122,1536,63.73,15.07,15.71,32.11,37.24
0,122,1600,64.08,15.42,16.07,34.84,40.46
0,122,1664,64.42,15.79,16.43,37.90,43.98
0,122,1728,64.75,16.14,16.76,41.11,47.37
0,122,1792,65.07,16.45,17.04,44.14,50.61
0,122,1856,65.37,16.75,17.36,47.35,54.45
0,122,1920,65.67,17.01,17.62,50.26,57.81
0,122,1984,65.95,17.25,17.89,53.07,61.55
0,122,2048,66.23,17.45,18.10,55.61,64.50
0,122,2112,66.49,17.73,18.35,59.27,68.44
0,122,2176,66.75,17.99,18.59,62.96,72.20
0,122,2240,67.00,18.23,18.83,66.50,76.47
0,122,2304,67.25,18.50,19.10,70.78,81.20
0,122,2368,67.49,18.70,19.33,74.18,85.63
0,122,2432,67.72,18.94,19.56,78.31,90.41
0,122,2496,67.94,19.19,19.78,82.92,94.99
0,122,2560,68.16,19.41,20.00,87.35,100.07
0,122,2624,68.38,19.60,20.23,91.12,105.39
0,122,2688,68.59,19.76,20.38,94.62,109.06
0,122,2752,68.79,19.93,20.56,98.46,113.76
0,122,2816,68.99,20.08,20.73,101.93,118.43
0,122,2880,69.19,20.26,20.90,106.28,123.04
0,122,2944,69.38,20.48,21.07,111.78,128.02
0,122,3008,69.57,20.65,21.24,116.03,132.93
0,122,3072,69.75,20.82,21.41,120.71,138.31
0,122,3136,69.93,21.00,21.59,125.77,144.06
0,122,3200,70.10,21.16,21.76,130.60,149.81
0,122,3264,70.28,21.33,21.91,135.70,155.39
0,122,3328,70.44,21.47,22.09,140.13,161.95
0,122,3392,70.61,21.60,22.24,144.48,167.50
0,122,3456,70.77,21.67,22.31,146.95,170.25
0,122,3520,70.93,21.66,22.30,146.47,169.92
0,122,3584,71.09,21.64,22.30,145.81,169.97
0,122,3648,71.24,21.64,22.30,145.99,169.89
0,122,3712,71.39,21.66,22.30,146.66,169.88
0,122,3776,71.54,21.67,22.30,146.88,169.82
0,122,3840,71.69,21.67,22.30,146.77,169.63
0,122,3904,71.83,21.67,22.30,147.03,169.85
0,122,3968,71.97,21.67,22.31,146.88,170.19
0,122,4032,72.11,21.66,22.30,146.58,169.73
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,122,640,56.12,8.25,8.47,6.68,7.03
1,122,704,56.95,8.93,9.28,7.82,8.47
1,122,768,57.71,9.77,10.02,9.48,10.05
1,122,832,58.40,10.35,10.73,10.85,11.84
1,122,896,59.05,10.76,11.40,11.92,13.79
1,122,960,59.65,11.55,12.01,14.28,15.88
1,122,1024,60.21,12.12,12.62,16.31,18.30
1,122,1088,60.73,12.54,13.11,17.94,20.48
1,122,1152,61.23,13.15,13.56,20.67,22.71
1,122,1216,61.70,13.47,13.97,22.25,24.96
1,122,1280,62.14,13.97,14.39,24.95,27.51
1,122,1344,62.57,14.36,14.82,27.27,30.37
1,122,1408,62.97,14.82,15.32,30.37,34.01
1,122,1472,63.36,15.26,15.71,33.58,37.20
1,122,1536,63.73,15.60,16.06,36.28,40.34
1,122,1600,64.08,15.96,16.40,39.41,43.65
1,122,1664,64.42,16.20,16.65,41.70,46.28
1,122,1728,64.75,16.50,16.96,44.69,49.60
1,122,1792,65.07,16.77,17.26,47.50,53.27
1,122,1856,65.37,17.16,17.64,52.00,58.09
1,122,1920,65.67,17.45,17.91,55.61,61.76
1,122,1984,65.95,17.74,18.21,59.49,66.15
1,122,2048,66.23,17.97,18.46,62.70,70.11
1,122,2112,66.49,18.21,18.70,66.17,74.13
1,122,2176,66.75,18.46,18.94,70.12,78.26
1,122,2240,67.00,18.63,19.13,72.89,81.84
1,122,2304,67.25,18.86,19.32,76.83,85.51
1,122,2368,67.49,19.06,19.55,80.52,90.13
1,122,2432,67.72,19.24,19.77,83.92,94.79
1,122,2496,67.94,19.48,20.00,88.68,100.09
1,122,2560,68.16,19.68,20.20,92.85,104.76
1,122,2624,68.38,19.88,20.40,97.28,109.75
1,122,2688,68.59,20.08,20.61,101.97,115.13
1,122,2752,68.79,20.27,20.81,106.32,120.50
1,122,2816,68.99,20.44,21.00,110.64,125.88
1,122,2880,69.19,20.58,21.15,114.33,130.43
1,122,2944,69.38,20.71,21.30,117.76,134.95
1,122,3008,69.57,20.86,21.44,121.78,139.26
1,122,3072,69.75,20.99,21.60,125.55,144.39
1,122,3136,69.93,21.16,21.75,130.64,149.66
1,122,3200,70.10,21.25,21.89,133.45,154.47
1,122,3264,70.28,21.41,22.04,138.46,159.85
1,122,3328,70.44,21.52,22.16,142.04,164.60
1,122,3392,70.61,21.64,22.29,145.92,169.28
1,122,3456,70.77,21.74,22.40,149.13,173.67
1,122,3520,70.93,21.72,22.39,148.76,173.39
1,122,3584,71.09,21.73,22.38,149.09,173.15
1,122,3648,71.24,21.72,22.38,148.58,173.01
1,122,3712,71.39,21.70,22.38,148.02,173.08
1,122,3776,71.54,21.70,22.39,148.06,173.23
1,122,3840,71.69,21.71,22.39,148.21,173.27
1,122,3904,71.83,21.71,22.38,148.10,172.86
1,122,3968,71.97,21.69,22.38,147.58,173.17
1,122,4032,72.11,21.70,22.37,147.91,172.50
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,138,640,56.12,7.13,7.96,5.17,6.25
0,138,704,56.95,7.95,8.76,6.24,7.52
0,138,768,57.71,8.77,9.52,7.53,8.96
0,138,832,58.40,9.56,10.21,9.04,10.49
0,138,896,59.05,10.05,10.90,10.11,12.30
0,138,960,59.65,10.68,11.47,11.70,14.04
0,138,1024,60.21,11.38,12.13,13.73,16.33
0,138,1088,60.73,11.92,12.66,15.57,18.45
0,138,1152,61.23,12.29,13.16,16.94,20.70
0,138,1216,61.70,12.84,13.56,19.23,22.70
0,138,1280,62.14,13.19,14.02,20.85,25.24
0,138,1344,62.57,13.73,14.43,23.58,27.73
0,138,1408,62.97,14.07,14.87,25.50,30.68
0,138,1472,63.36,14.54,15.25,28.45,33.51
0,138,1536,63.73,14.84,15.60,30.48,36.35
0,138,1600,64.08,15.26,15.95,33.58,39.33
0,138,1664,64.42,15.48,16.22,35.32,41.85
0,138,1728,64.75,15.81,16.56,38.09,45.32
0,138,1792,65.07,16.14,16.86,41.15,48.54
0,138,1856,65.37,16.54,17.25,45.06,53.04
0,138,1920,65.67,16.75,17.54,47.27,56.69
0,138,1984,65.95,17.07,17.80,50.93,60.30
0,138,2048,66.23,17.29,18.05,53.62,63.87
0,138,2112,66.49,17.52,18.26,56.50,67.01
0,138,2176,66.75,17.73,18.50,59.34,70.77
0,138,2240,67.00,17.98,18.71,62.85,74.26
0,138,2304,67.25,18.18,18.94,65.84,78.26
0,138,2368,67.49,18.39,19.18,68.97,82.71
0,138,2432,67.72,18.65,19.38,73.29,86.76
0,138,2496,67.94,18.88,19.64,77.24,92.02
0,138,2560,68.16,19.10,19.86,81.30,96.89
0,138,2624,68.38,19.27,20.07,84.58,101.62
0,138,2688,68.59,19.48,20.25,88.68,106.02
0,138,2752,68.79,19.68,20.44,92.89,110.72
0,138,2816,68.99,19.84,20.61,96.39,115.02
0,138,2880,69.19,19.99,20.77,99.68,119.40
0,138,2944,69.38,20.11,20.91,102.48,123.40
0,138,3008,69.57,20.26,21.08,106.10,128.10
0,138,3072,69.75,20.39,21.22,109.31,132.55
0,138,3136,69.93,20.52,21.35,112.67,136.57
0,138,3200,70.10,20.64,21.51,115.88,141.71
0,138,3264,70.28,20.80,21.67,120.23,146.92
0,138,3328,70.44,20.95,21.80,124.37,151.50
0,138,3392,70.61,21.05,21.95,127.43,156.63
0,138,3456,70.77,21.16,22.06,130.75,160.57
0,138,3520,70.93,21.16,22.06,130.53,160.71
0,138,3584,71.09,21.16,22.05,130.68,160.48
0,138,3648,71.24,21.14,22.05,129.98,160.29
0,138,3712,71.39,21.14,22.05,130.16,160.26
0,138,3776,71.54,21.14,22.05,130.01,160.32
0,138,3840,71.69,21.12,22.03,129.50,159.72
0,138,3904,71.83,21.14,22.04,130.12,159.88
0,138,3968,71.97,21.15,22.03,130.31,159.76
0,138,4032,72.11,21.14,22.03,130.09,159.61
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,138,640,56.12,7.16,8.30,5.20,6.76
1,138,704,56.95,7.98,9.12,6.27,8.16
1,138,768,57.71,8.66,9.87,7.34,9.70
1,138,832,58.40,9.51,10.58,8.93,11.43
1,138,896,59.05,10.17,11.24,10.41,13.31
