ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,138,3712,71.39,21.54,21.49,142.41,141.04
0,138,3776,71.54,21.55,21.50,142.82,141.33
0,138,3840,71.69,21.53,21.49,142.19,140.93
0,138,3904,71.83,21.55,21.49,143.04,140.83
0,138,3968,71.97,21.53,21.48,142.23,140.65
0,138,4032,72.11,21.53,21.48,142.23,140.46
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,138,640,56.12,4.70,6.19,2.95,4.16
1,138,704,56.95,5.31,6.98,3.40,4.99
1,138,768,57.71,6.16,7.72,4.13,5.92
1,138,832,58.40,6.81,8.43,4.80,6.96
1,138,896,59.05,7.92,9.07,6.20,8.07
1,138,960,59.65,8.32,9.68,6.79,9.29
1,138,1024,60.21,8.87,10.34,7.71,10.80
1,138,1088,60.73,9.44,10.88,8.78,12.26
1,138,1152,61.23,10.03,11.38,10.07,13.73
1,138,1216,61.70,10.53,11.85,11.29,15.30
1,138,1280,62.14,11.01,12.26,12.62,16.81
1,138,1344,62.57,11.46,12.69,13.99,18.59
1,138,1408,62.97,11.88,13.09,15.43,20.38
1,138,1472,63.36,12.19,13.44,16.57,22.06
1,138,1536,63.73,12.64,13.80,18.38,24.01
1,138,1600,64.08,13.02,14.17,20.04,26.11
1,138,1664,64.42,13.33,14.50,21.55,28.21
1,138,1728,64.75,13.62,14.80,23.03,30.18
1,138,1792,65.07,14.03,15.14,25.32,32.67
1,138,1856,65.37,14.35,15.47,27.24,35.25
1,138,1920,65.67,14.67,15.76,29.30,37.63
1,138,1984,65.95,14.90,16.02,30.89,39.98
1,138,2048,66.23,15.16,16.26,32.81,42.28
1,138,2112,66.49,15.45,16.49,35.10,44.61
1,138,2176,66.75,15.66,16.73,36.83,47.13
1,138,2240,67.00,15.92,16.96,39.04,49.67
1,138,2304,67.25,16.10,17.17,40.71,52.11
1,138,2368,67.49,16.36,17.39,43.21,54.77
1,138,2432,67.72,16.60,17.62,45.72,57.82
1,138,2496,67.94,16.84,17.88,48.34,61.32
1,138,2560,68.16,17.10,18.11,51.33,64.65
1,138,2624,68.38,17.27,18.32,53.36,67.89
1,138,2688,68.59,17.51,18.53,56.35,71.22
1,138,2752,68.79,17.69,18.69,58.75,74.03
1,138,2816,68.99,17.85,18.87,60.89,77.14
1,138,2880,69.19,18.04,19.03,63.73,80.02
1,138,2944,69.38,18.22,19.23,66.35,83.73
1,138,3008,69.57,18.39,19.37,69.05,86.55
1,138,3072,69.75,18.51,19.53,70.89,89.84
1,138,3136,69.93,18.65,19.65,73.33,92.26
1,138,3200,70.10,18.82,19.80,76.28,95.60
1,138,3264,70.28,18.99,19.96,79.27,99.03
1,138,3328,70.44,19.13,20.04,81.78,100.99
1,138,3392,70.61,19.30,20.19,85.14,104.46
1,138,3456,70.77,19.44,20.33,87.94,107.92
1,138,3520,70.93,19.41,20.33,87.35,107.83
1,138,3584,71.09,19.41,20.33,87.39,107.94
1,138,3648,71.24,19.41,20.32,87.32,107.70
1,138,3712,71.39,19.45,20.32,88.16,107.62
1,138,3776,71.54,19.40,20.33,87.02,107.85
1,138,3840,71.69,19.42,20.32,87.46,107.55
1,138,3904,71.83,19.41,20.32,87.32,107.57
1,138,3968,71.97,19.39,20.32,86.84,107.68
1,138,4032,72.11,19.41,20.31,87.28,107.52
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,155,640,56.12,7.92,7.66,6.20,5.83
0,155,704,56.95,8.83,8.56,7.64,7.18
0,155,768,57.71,9.58,9.33,9.08,8.57
0,155,832,58.40,10.13,10.02,10.30,10.05
0,155,896,59.05,10.91,10.64,12.33,11.59
0,155,960,59.65,11.39,11.20,13.77,13.17
0,155,1024,60.21,12.03,11.80,15.94,15.12
0,155,1088,60.73,12.55,12.34,17.97,17.15
0,155,1152,61.23,13.07,12.85,20.26,19.27
0,155,1216,61.70,13.59,13.30,22.88,21.37
0,155,1280,62.14,13.91,13.75,24.58,23.69
0,155,1344,62.57,14.43,14.15,27.72,26.02
0,155,1408,62.97,14.77,14.56,30.00,28.59
0,155,1472,63.36,15.06,14.90,32.07,30.90
0,155,1536,63.73,15.42,15.28,34.84,33.76
0,155,1600,64.08,15.78,15.62,37.83,36.48
0,155,1664,64.42,16.08,15.98,40.52,39.64
0,155,1728,64.75,16.38,16.33,43.47,42.98
0,155,1792,65.07,16.70,16.63,46.72,45.99
0,155,1856,65.37,17.03,16.92,50.48,49.26
0,155,1920,65.67,17.26,17.21,53.22,52.65
0,155,1984,65.95,17.56,17.48,57.05,55.98
0,155,2048,66.23,17.77,17.72,59.86,59.12
0,155,2112,66.49,17.96,17.94,62.48,62.27
0,155,2176,66.75,18.24,18.15,66.65,65.35
0,155,2240,67.00,18.43,18.37,69.60,68.73
0,155,2304,67.25,18.68,18.60,73.77,72.37
0,155,2368,67.49,18.85,18.83,76.72,76.45
0,155,2432,67.72,19.04,19.06,80.16,80.60
0,155,2496,67.94,19.30,19.30,85.03,85.12
0,155,2560,68.16,19.50,19.52,89.20,89.45
0,155,2624,68.38,19.67,19.70,92.67,93.35
0,155,2688,68.59,19.84,19.89,96.32,97.46
0,155,2752,68.79,19.99,20.07,99.86,101.52
0,155,2816,68.99,20.15,20.23,103.52,105.49
0,155,2880,69.19,20.31,20.40,107.46,109.74
0,155,2944,69.38,20.44,20.56,110.79,113.76
0,155,3008,69.57,20.62,20.73,115.25,118.27
0,155,3072,69.75,20.77,20.88,119.53,122.55
0,155,3136,69.93,20.89,21.04,122.82,127.00
0,155,3200,70.10,20.98,21.12,125.22,129.55
0,155,3264,70.28,21.12,21.28,129.50,134.39
0,155,3328,70.44,21.29,21.45,134.48,139.58
0,155,3392,70.61,21.43,21.59,139.05,144.14
0,155,3456,70.77,21.52,21.74,141.90,149.39
0,155,3520,70.93,21.57,21.76,143.63,150.10
0,155,3584,71.09,21.57,21.77,143.48,150.16
0,155,3648,71.24,21.57,21.77,143.41,150.19
0,155,3712,71.39,21.54,21.76,142.45,149.83
0,155,3776,71.54,21.54,21.75,142.56,149.69
0,155,3840,71.69,21.52,21.76,141.82,149.87
0,155,3904,71.83,21.53,21.75,142.30,149.68
0,155,3968,71.97,21.54,21.75,142.71,149.79
0,155,4032,72.11,21.53,21.74,142.38,149.37
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,155,640,56.12,5.16,6.22,3.28,4.19
1,155,704,56.95,5.49,7.13,3.54,5.17
1,155,768,57.71,6.84,7.89,4.83,6.15
1,155,832,58.40,7.43,8.56,5.54,7.18
1,155,896,59.05,8.05,9.21,6.38,8.33
1,155,960,59.65,8.66,9.79,7.34,9.53
1,155,1024,60.21,9.34,10.35,8.60,10.84
1,155,1088,60.73,9.98,10.89,9.96,12.27
1,155,1152,61.23,10.29,11.43,10.70,13.90
1,155,1216,61.70,10.68,11.92,11.70,15.57
1,155,1280,62.14,11.21,12.35,13.21,17.19
1,155,1344,62.57,11.75,12.78,14.95,18.98
1,155,1408,62.97,12.20,13.15,16.61,20.63
1,155,1472,63.36,12.54,13.52,17.94,22.50
1,155,1536,63.73,13.02,13.89,20.04,24.51
1,155,1600,64.08,13.34,14.21,21.59,26.39
1,155,1664,64.42,13.64,14.56,23.14,28.57
1,155,1728,64.75,14.08,14.87,25.57,30.67
1,155,1792,65.07,14.27,15.17,26.76,32.91
1,155,1856,65.37,14.62,15.49,28.97,35.41
1,155,1920,65.67,14.89,15.77,30.81,37.72
1,155,1984,65.95,15.19,16.03,33.03,40.06
1,155,2048,66.23,15.47,16.28,35.24,42.51
1,155,2112,66.49,15.74,16.52,37.53,44.87
1,155,2176,66.75,16.04,16.77,40.19,47.52
1,155,2240,67.00,16.26,17.01,42.29,50.27
1,155,2304,67.25,16.49,17.25,44.54,53.14
1,155,2368,67.49,16.71,17.47,46.87,55.82
1,155,2432,67.72,16.98,17.68,49.89,58.65
1,155,2496,67.94,17.24,17.92,52.92,61.95
1,155,2560,68.16,17.37,18.15,54.54,65.26
1,155,2624,68.38,17.59,18.33,57.42,68.08
1,155,2688,68.59,17.79,18.52,60.15,71.14
1,155,2752,68.79,17.95,18.68,62.33,73.79
1,155,2816,68.99,18.14,18.86,65.21,76.91
1,155,2880,69.19,18.31,19.05,67.76,80.33
1,155,2944,69.38,18.53,19.23,71.23,83.67
1,155,3008,69.57,18.68,19.40,73.85,87.10
1,155,3072,69.75,18.84,19.55,76.58,90.12
1,155,3136,69.93,18.99,19.69,79.23,93.09
1,155,3200,70.10,19.14,19.87,82.04,97.12
1,155,3264,70.28,19.30,20.02,85.10,100.43
1,155,3328,70.44,19.44,20.17,87.94,104.08
1,155,3392,70.61,19.60,20.33,91.23,107.86
1,155,3456,70.77,19.76,20.45,94.59,111.05
1,155,3520,70.93,19.72,20.46,93.81,111.12
1,155,3584,71.09,19.72,20.45,93.70,110.94
1,155,3648,71.24,19.72,20.45,93.74,110.80
1,155,3712,71.39,19.73,20.45,93.99,110.89
1,155,3776,71.54,19.73,20.45,94.07,110.95
1,155,3840,71.69,19.72,20.43,93.77,110.50
1,155,3904,71.83,19.70,20.44,93.29,110.78
1,155,3968,71.97,19.74,20.43,94.14,110.53
1,155,4032,72.11,19.72,20.44,93.81,110.55
