A3_MCS7_PWR_f6,12.87,13.15,13.2,13.34,13.41,13.61,13.72,13.97,14.13,14.35,14.48,14.61,14.66,14.72
A3_MCS7_EVM_f6,-35.85,-35.95,-35.82,-35.72,-35.77,-35.59,-35.51,-35.27,-35.1,-34.96,-34.81,-34.61,-34.39,-34.25
A3_MCS7_PWR_f6,12.83,13.12,13.17,13.31,13.39,13.6,13.72,13.96,14.13,14.34,14.48,14.6,14.66,14.72
A3_MCS7_EVM_f6,-35.7,-35.79,-35.67,-35.76,-35.59,-35.53,-35.41,-35.28,-35.19,-35.03,-34.83,-34.62,-34.41,-34.26
A3_MCS7_PWR_f8,13.55,13.84,13.89,14.04,14.11,14.31,14.43,14.67,14.84,15.05,15.17,15.28,15.31,15.37
A3_MCS7_EVM_f8,-35.89,-35.58,-35.73,-35.69,-35.71,-35.49,-35.34,-35.11,-34.98,-34.74,-34.54,-34.33,-34.2,-34.02
A3_MCS7_PWR_f8,13.61,13.93,13.97,14.14,14.23,14.44,14.56,14.8,14.97,15.18,15.31,15.42,15.48,15.55
A3_MCS7_EVM_f8,-36.13,-35.89,-35.89,-35.81,-35.68,-35.48,-35.38,-35.16,-35.09,-34.84,-34.66,-34.47,-34.27,-34.09
A3_MCS7_PWR_f8,13.57,13.94,13.99,14.15,14.23,14.45,14.57,14.82,14.99,15.19,15.32,15.44,15.49,15.57
A3_MCS7_EVM_f8,-36.01,-35.79,-35.87,-35.96,-35.87,-35.66,-35.57,-35.37,-35.2,-35.02,-34.83,-34.68,-34.42,-34.22
A3_MCS7_PWR_fb,14.73,15.04,15.09,15.25,15.34,15.55,15.67,15.92,16.08,16.28,16.4,16.52,16.57,16.65
A3_MCS7_EVM_fb,-35.04,-34.91,-34.85,-34.93,-34.91,-34.76,-34.61,-34.32,-34.15,-33.74,-33.51,-33.27,-33.03,-32.79
A3_MCS7_PWR_ff,16.16,16.45,16.51,16.67,16.75,16.96,17.08,17.32,17.47,17.67,17.79,17.89,17.95,18.02
A3_MCS7_EVM_ff,-30.83,-31.07,-31.16,-31.37,-31.33,-31.3,-31.28,-30.79,-30.57,-30.12,-29.86,-29.6,-29.44,-29.13
A3_MCS7_PWR_fd,15.43,15.75,15.81,15.98,16.07,16.28,16.41,16.65,16.81,17.01,17.13,17.24,17.29,17.37
A3_MCS7_EVM_fd,-33.37,-33.27,-33.26,-33.37,-33.35,-33.31,-33.19,-32.82,-32.56,-32.16,-31.88,-31.63,-31.45,-31.15
A3_MCS7_PWR_fd,15.3,15.59,15.66,15.82,15.91,16.13,16.27,16.66,16.88,17.08,17.15,17.21,17.22,17.3
A3_MCS7_EVM_fd,-33.68,-33.54,-33.61,-33.7,-33.55,-33.44,-33.27,-32.25,-31.7,-31.19,-31.01,-30.82,-30.68,-30.34
A3_MCS7_PWR_fd,15.27,15.58,15.66,15.83,15.92,16.14,16.26,16.71,16.99,17.22,17.33,17.42,17.45,17.55
A3_MCS7_EVM_fd,-34.0,-33.81,-33.64,-33.56,-33.3,-33.1,-32.93,-31.72,-31.0,-30.37,-30.05,-29.77,-29.53,-29.16
A3_MCS7_PWR_fd,15.3,15.62,15.68,15.86,15.95,16.17,16.3,16.54,16.71,16.9,17.02,17.13,17.17,17.23
A3_MCS7_EVM_fd,-32.79,-33.13,-33.33,-33.5,-33.31,-33.21,-33.02,-32.58,-32.3,-31.81,-31.48,-31.16,-30.98,-30.71
A3_MCS11_PWR_f0,10.58,10.89,10.96,11.12,11.23,11.45,11.59,11.85,12.03,12.24,12.37,12.49,12.54,12.6
A3_MCS11_EVM_f0,-35.86,-35.87,-35.93,-36.04,-35.99,-35.88,-35.79,-35.66,-35.6,-35.47,-35.38,-35.31,-35.25,-35.17
A3_1.5n_0.5p_0.6P_MCS11_PWR_f0,12.76,13.05,13.1,13.12,13.08,13.06,12.95,12.88,12.75,12.65,12.51,12.41,12.31,12.28
A3_1.5n_0.5p_0.6P_MCS11_EVM_f0,-30.63,-30.44,-30.35,-30.33,-30.31,-30.37,-30.45,-30.57,-30.77,-30.95,-31.17,-31.37,-31.52,-31.57
A3_2n_0.5p_0.6P_MCS11_PWR_f0,12.98,13.16,13.12,13.05,12.9,12.79,12.62,12.48,12.3,12.16,12.01,11.9,11.8,11.77
A3_2n_0.5p_0.6P_MCS11_EVM_f0,-30.7,-30.48,-30.39,-30.4,-30.44,-30.58,-30.71,-30.89,-31.12,-31.32,-31.51,-31.68,-31.76,-31.73
A21_1.5n_0.6p_0.6P_MCS7_PWR_fd,19.66,19.84,19.76,19.72,19.57,19.48,19.29,19.18,18.99,18.84,18.66,18.52,18.37,18.3
A21_1.5n_0.6p_0.6P_MCS7_EVM_fd,-19.33,-19.71,-20.04,-20.65,-21.36,-22.57,-23.61,-24.51,-25.64,-26.5,-27.28,-27.99,-28.55,-28.94
