A1, 42, tmx_c, 0, 8.19, -35.24
A1, 42, tmx_c, 1, 8.94, -35.72
A1, 42, tmx_c, 2, 9.74, -36.25
A1, 42, tmx_c, 3, 10.55, -37.00
A1, 42, tmx_c, 4, 11.41, -38.20
A1, 42, tmx_c, 5, 12.13, -39.41
A1, 42, tmx_c, 6, 12.78, -40.43
A1, 42, tmx_c, 7, 13.32, -41.16
A1, 42, tmx_c, 8, 13.60, -41.95
A1, 42, tmx_c, 9, 13.58, -42.14
A1, 42, tmx_c, 10, 13.24, -41.62
A1, 42, tmx_c, 11, 12.71, -40.87
A1, 42, tmx_c, 12, 11.91, -39.48
A1, 42, tmx_c, 13, 11.20, -38.26
A1, 42, tmx_c, 14, 10.40, -37.16
A1, 42, tmx_c, 15, 9.61, -36.06
A1, 42, tmx_c, 16, 8.73, -35.36
A1, 42, tmx_c, 17, 8.00, -34.90
A1, 42, tmx_c, 18, 7.37, -34.58
A1, 42, tmx_c, 19, 6.67, -34.16
A1, 42, tmx_c, 20, 5.99, -34.00
A1, 42, tmx_c, 21, 5.37, -33.67
A1, 42, tmx_c, 22, 4.82, -33.58
A1, 42, tmx_c, 23, 4.31, -33.36
A1, 42, tmx_c, 24, 3.73, -33.28
A1, 42, tmx_c, 25, 3.25, -33.24
A1, 42, tmx_c, 26, 2.83, -33.24
A1, 42, tmx_c, 27, 2.39, -33.17
A1, 42, tmx_c, 28, 1.95, -33.03
A1, 42, tmx_c, 29, 1.53, -33.17
A1, 42, tmx_c, 30, 1.15, -33.00
A1, 42, tmx_c, 31, 0.82, -33.02
A1, 42, padrv_c, 0, 6.11, -33.76
A1, 42, padrv_c, 1, 6.51, -33.96
A1, 42, padrv_c, 2, 6.80, -33.98
A1, 42, padrv_c, 3, 7.21, -34.12
A1, 42, padrv_c, 4, 7.57, -34.31
A1, 42, padrv_c, 5, 8.04, -34.32
A1, 42, padrv_c, 6, 8.38, -34.60
A1, 42, padrv_c, 7, 8.83, -34.92
A1, 42, padrv_c, 8, 9.07, -35.16
A1, 42, padrv_c, 9, 9.55, -35.30
A1, 42, padrv_c, 10, 9.94, -35.76
A1, 42, padrv_c, 11, 10.45, -36.30
A1, 42, padrv_c, 12, 10.92, -37.05
A1, 42, padrv_c, 13, 11.47, -37.80
A1, 42, padrv_c, 14, 11.85, -38.56
A1, 42, padrv_c, 15, 12.33, -39.48
A1, 42, padrv_c, 16, 13.53, -41.92
A1, 42, padrv_c, 17, 14.05, -42.74
A1, 42, padrv_c, 18, 14.35, -42.57
A1, 42, padrv_c, 19, 14.69, -42.55
A1, 42, padrv_c, 20, 14.91, -41.72
A1, 42, padrv_c, 21, 15.01, -41.15
A1, 42, padrv_c, 22, 14.87, -40.50
A1, 42, padrv_c, 23, 14.77, -39.92
A1, 42, padrv_c, 24, 14.65, -39.50
A1, 42, padrv_c, 25, 14.37, -39.02
A1, 42, padrv_c, 26, 13.92, -38.49
A1, 42, padrv_c, 27, 13.45, -37.86
A1, 42, padrv_c, 28, 12.91, -37.35
A1, 42, padrv_c, 29, 12.41, -36.58
A1, 42, padrv_c, 30, 11.87, -35.97
A1, 42, padrv_c, 31, 11.46, -35.40
A1, 58, tmx_c, 0, 9.06, -36.56
A1, 58, tmx_c, 1, 9.85, -37.49
A1, 58, tmx_c, 2, 10.69, -38.34
A1, 58, tmx_c, 3, 11.52, -39.61
A1, 58, tmx_c, 4, 12.38, -41.23
A1, 58, tmx_c, 5, 13.09, -42.26
A1, 58, tmx_c, 6, 13.54, -42.86
A1, 58, tmx_c, 7, 13.81, -43.26
A1, 58, tmx_c, 8, 13.66, -43.20
A1, 58, tmx_c, 9, 13.31, -42.94
A1, 58, tmx_c, 10, 12.72, -42.25
A1, 58, tmx_c, 11, 11.98, -40.84
A1, 58, tmx_c, 12, 11.05, -39.22
A1, 58, tmx_c, 13, 10.25, -37.91
A1, 58, tmx_c, 14, 9.44, -36.95
A1, 58, tmx_c, 15, 8.69, -36.29
A1, 58, tmx_c, 16, 7.87, -35.48
A1, 58, tmx_c, 17, 7.19, -35.05
A1, 58, tmx_c, 18, 6.53, -34.67
A1, 58, tmx_c, 19, 5.92, -34.45
A1, 58, tmx_c, 20, 5.33, -34.22
A1, 58, tmx_c, 21, 4.78, -33.92
A1, 58, tmx_c, 22, 4.28, -33.80
A1, 58, tmx_c, 23, 3.79, -33.67
A1, 58, tmx_c, 24, 3.23, -33.59
A1, 58, tmx_c, 25, 2.79, -33.44
A1, 58, tmx_c, 26, 2.38, -33.38
A1, 58, tmx_c, 27, 1.99, -33.31
A1, 58, tmx_c, 28, 1.53, -33.27
A1, 58, tmx_c, 29, 1.13, -33.13
A1, 58, tmx_c, 30, 0.78, -33.15
A1, 58, tmx_c, 31, 0.42, -33.04
A1, 58, padrv_c, 0, 7.38, -35.96
A1, 58, padrv_c, 1, 7.77, -35.92
A1, 58, padrv_c, 2, 8.07, -36.19
A1, 58, padrv_c, 3, 8.46, -36.74
A1, 58, padrv_c, 4, 8.86, -37.05
A1, 58, padrv_c, 5, 9.32, -37.38
A1, 58, padrv_c, 6, 9.63, -37.80
A1, 58, padrv_c, 7, 10.14, -38.26
A1, 58, padrv_c, 8, 10.43, -38.77
A1, 58, padrv_c, 9, 10.94, -39.59
A1, 58, padrv_c, 10, 11.34, -39.95
A1, 58, padrv_c, 11, 11.93, -40.84
A1, 58, padrv_c, 12, 12.40, -41.97
A1, 58, padrv_c, 13, 12.96, -42.67
A1, 58, padrv_c, 14, 13.31, -42.87
A1, 58, padrv_c, 15, 13.85, -42.83
A1, 58, padrv_c, 16, 14.98, -40.95
A1, 58, padrv_c, 17, 15.35, -40.22
A1, 58, padrv_c, 18, 15.54, -39.54
A1, 58, padrv_c, 19, 15.76, -38.65
A1, 58, padrv_c, 20, 15.83, -38.29
A1, 58, padrv_c, 21, 15.76, -38.05
A1, 58, padrv_c, 22, 15.48, -37.77
A1, 58, padrv_c, 23, 15.21, -38.24
A1, 58, padrv_c, 24, 15.05, -38.03
A1, 58, padrv_c, 25, 14.66, -38.00
A1, 58, padrv_c, 26, 14.17, -38.41
A1, 58, padrv_c, 27, 13.67, -38.38
A1, 58, padrv_c, 28, 13.15, -37.84
A1, 58, padrv_c, 29, 12.62, -37.65
A1, 58, padrv_c, 30, 12.10, -37.19
A1, 58, padrv_c, 31, 11.58, -36.62
A1, 106, tmx_c, 0, 12.95, -42.20
A1, 106, tmx_c, 1, 13.78, -42.11
A1, 106, tmx_c, 2, 14.40, -42.18
A1, 106, tmx_c, 3, 14.87, -41.54
A1, 106, tmx_c, 4, 14.97, -41.69
A1, 106, tmx_c, 5, 14.75, -42.10
A1, 106, tmx_c, 6, 14.19, -42.81
A1, 106, tmx_c, 7, 13.53, -43.06
A1, 106, tmx_c, 8, 12.56, -42.43
A1, 106, tmx_c, 9, 11.70, -41.58
A1, 106, tmx_c, 10, 10.90, -40.24
A1, 106, tmx_c, 11, 10.07, -39.42
A1, 106, tmx_c, 12, 9.26, -38.22
A1, 106, tmx_c, 13, 8.59, -37.76
A1, 106, tmx_c, 14, 7.80, -37.42
A1, 106, tmx_c, 15, 7.16, -36.90
A1, 106, tmx_c, 16, 6.54, -36.70
A1, 106, tmx_c, 17, 5.98, -36.38
A1, 106, tmx_c, 18, 5.45, -36.13
A1, 106, tmx_c, 19, 4.94, -35.99
A1, 106, tmx_c, 20, 4.41, -35.76
A1, 106, tmx_c, 21, 3.90, -35.91
A1, 106, tmx_c, 22, 3.51, -35.59
A1, 106, tmx_c, 23, 3.09, -35.45
A1, 106, tmx_c, 24, 2.61, -35.61
A1, 106, tmx_c, 25, 2.25, -35.66
A1, 106, tmx_c, 26, 1.96, -35.42
A1, 106, tmx_c, 27, 1.63, -35.26
A1, 106, tmx_c, 28, 1.29, -35.20
A1, 106, tmx_c, 29, 0.92, -35.29
A1, 106, tmx_c, 30, 0.66, -35.29
A1, 106, tmx_c, 31, 0.34, -35.37
A1, 106, padrv_c, 0, 6.07, -36.55
A1, 106, padrv_c, 1, 6.54, -36.55
A1, 106, padrv_c, 2, 6.89, -36.81
A1, 106, padrv_c, 3, 7.33, -37.07
A1, 106, padrv_c, 4, 7.78, -37.03
A1, 106, padrv_c, 5, 8.42, -37.75
A1, 106, padrv_c, 6, 8.78, -37.91
A1, 106, padrv_c, 7, 9.33, -38.33
A1, 106, padrv_c, 8, 9.65, -38.47
A1, 106, padrv_c, 9, 10.22, -39.48
A1, 106, padrv_c, 10, 10.66, -39.94
A1, 106, padrv_c, 11, 11.26, -40.75
A1, 106, padrv_c, 12, 11.74, -41.44
A1, 106, padrv_c, 13, 12.35, -42.34
A1, 106, padrv_c, 14, 12.62, -42.92
A1, 106, padrv_c, 15, 13.11, -43.00
A1, 106, padrv_c, 16, 13.45, -42.69
A1, 106, padrv_c, 17, 13.47, -42.26
A1, 106, padrv_c, 18, 13.31, -42.23
A1, 106, padrv_c, 19, 13.07, -41.85
A1, 106, padrv_c, 20, 12.78, -41.14
A1, 106, padrv_c, 21, 12.36, -40.62
A1, 106, padrv_c, 22, 11.88, -40.10
A1, 106, padrv_c, 23, 11.39, -39.40
A1, 106, padrv_c, 24, 11.13, -38.83
A1, 106, padrv_c, 25, 10.63, -38.19
A1, 106, padrv_c, 26, 10.11, -37.70
A1, 106, padrv_c, 27, 9.59, -37.23
A1, 106, padrv_c, 28, 9.11, -36.84
A1, 106, padrv_c, 29, 8.63, -36.59
A1, 106, padrv_c, 30, 8.17, -36.43
A1, 106, padrv_c, 31, 7.59, -36.18
A1, 122, tmx_c, 0, 16.54, -39.04
A1, 122, tmx_c, 1, 17.31, -37.63
A1, 122, tmx_c, 2, 17.70, -37.08
A1, 122, tmx_c, 3, 17.91, -36.65
A1, 122, tmx_c, 4, 17.62, -37.08
A1, 122, tmx_c, 5, 17.11, -37.36
A1, 122, tmx_c, 6, 16.36, -38.07
A1, 122, tmx_c, 7, 15.54, -38.77
A1, 122, tmx_c, 8, 14.50, -39.67
A1, 122, tmx_c, 9, 13.64, -39.70
A1, 122, tmx_c, 10, 12.82, -39.01
A1, 122, tmx_c, 11, 12.05, -38.39
A1, 122, tmx_c, 12, 11.25, -37.49
A1, 122, tmx_c, 13, 10.61, -36.82
A1, 122, tmx_c, 14, 9.95, -36.19
A1, 122, tmx_c, 15, 9.33, -35.62
A1, 122, tmx_c, 16, 8.68, -35.08
A1, 122, tmx_c, 17, 8.12, -34.78
A1, 122, tmx_c, 18, 7.63, -34.52
A1, 122, tmx_c, 19, 7.15, -34.14
A1, 122, tmx_c, 20, 6.60, -33.98
A1, 122, tmx_c, 21, 6.19, -33.98
A1, 122, tmx_c, 22, 5.74, -33.67
A1, 122, tmx_c, 23, 5.35, -33.65
