A4, 7, padrv_c, 0, 10.36, -29.99
A4, 7, padrv_c, 1, 12.71, -30.48
A4, 7, padrv_c, 2, 15.02, -32.98
A4, 7, padrv_c, 3, 15.70, -39.62
A4, 7, padrv_c, 4, 13.58, -34.92
A4, 7, padrv_c, 5, 11.14, -32.74
A4, 7, padrv_c, 6, 8.89, -30.95
A4, 7, padrv_c, 7, 7.15, -30.23
A4, 7, padrv_c, 8, 5.34, -29.77
A4, 7, padrv_c, 9, 4.01, -29.12
A4, 7, padrv_c, 10, 2.82, -29.09
A4, 7, padrv_c, 11, 1.80, -28.78
A4, 7, padrv_c, 12, 0.71, -28.60
A4, 7, padrv_c, 13, -0.13, -28.79
A4, 7, padrv_c, 14, -0.89, -28.38
A4, 7, padrv_c, 15, -1.55, -28.40
