N0#6,WF_DTMX_dtmx_dvdd_sw,982.0203064202335,129.38606517509714,981.4298394941635,WF_TX_ON
N0#6,WF_DTMX_dtmx_vref_lo,822.7787572957199,823.0739907587549,1214.0,WF_TX_ON
N0#6,WF_DTMX_dtmx_dac_vb,130.23486138132307,487.2090223735408,487.28283073929964,WF_TX_ON
N0#6,WF_DTMX_dtmx_dac_vb_cscd,333.5769090466927,130.19795719844365,333.31857976653686,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_reg,1047.3776142996107,1047.3038059338521,1047.599039396887,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_dvdd_dll,1030.8814445525293,1031.065965466926,1030.7338278210116,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_vbn_mont,582.9015685797665,130.75151994163429,582.8646643968871,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_vbp_mont,395.908073929961,395.908073929961,395.612840466926,WF_TX_ON
N0#6,WF_PA_pa_bias_hb_vl2,323.1699294747083,323.31754620622564,323.2068336575877,WF_TX_hb_ON
N0#6,WF_PA_pa_bias_hb_vl1,316.5271765564202,316.37955982490286,316.305751459144,WF_TX_hb_ON
N0#6,WF_PA_pa_bias_lb_vl,132.92886673151764,330.07101167315165,329.9602991245137,WF_TX_ON
N0#6,WF_PA_pa_bias_vm,476.4330009727628,1114.1003769455253,476.39609678988336,WF_TX_ON
N0#6,WF_PA_pa_bg_v1v,985.78453307393,985.6369163424123,985.7476288910506,WF_TX_ON
N0#6,WF_VCO_vco_reg_buf,803.1088278210116,803.330252918288,803.4778696498054,WF_PLL_ON
N0#6,WF_VCO_vco_reg_core,907.8428988326848,907.8798030155642,908.1381322957199,WF_PLL_ON
N0#6,WF_VCO_vco_avdd13_sw,116.98625972762638,1214.0,1214.0,WF_PLL_ON
N0#6,CM_MDLL_mdll_avdd_logic_dig,815.3610165369649,815.0288788910506,815.2872081712062,WF_PLL_ON
N0#6,CM_MDLL_mdll_avdd_logic,116.94935554474696,820.8966439688716,821.0073565175097,WF_PLL_ON
N0#6,CM_MDLL_mdll_cp_out1,450.08341439688706,116.54340953307398,449.93579766536965,WF_PLL_ON
N0#6,CM_MDLL_mdll_cp_out0,145.58700145914403,450.5262645914397,116.94935554474696,WF_PLL_ON
N0#6,WF_RFPLL_rfpll_cp_outp,347.63740272373536,117.17078064202343,347.9326361867704,WF_PLL_ON
N0#6,WF_RFPLL_rfpll_cp_outn,418.3089129377433,418.5672422178989,117.02316391050579,WF_PLL_ON
N0#6,WF_RFPLL_avdd_pdt,817.8705009727628,1214.0,818.0181177042801,WF_PLL_ON
N0#6,WF_RFPLL_dvdd,818.9407222762646,818.9038180933852,818.9776264591441,WF_PLL_ON
N0#6,BT_DPA_LDO_dpa_ldo,null,null,null,BT_TX_ON
N0#6,BT_DPA_dvdd_dpa_reg,null,null,null,BT_TX_ON
N0#6,IO_USB_usb_refh,13.986685311284099,13.912876945525277,13.912876945525277,USB_ON
N0#6,IO_USB_usb_refl,3.3582806420234355,3.579705739299632,3.468993190661399,USB_ON
N0#6,IO_USB_usb_dp,119.20051070038916,3.7642266536964173,3.2475680933852025,USB_ON
N0#6,IO_USB_usb_dm,3.542801556420221,148.39171935797657,3.542801556420221,USB_ON
N0#6,IO_USB_usb_vcal,3.616609922179043,3.432089007781988,3.2844722762646135,USB_ON
N0#6,IO_USB_usb_avss,3.468993190661399,3.50589737354081,3.690418287937865,USB_ON
N0#6,IO_PCIE_pcie_pll_dvdd,22.068701361867827,22.17941391050579,22.068701361867827,PCIE_ON
N0#6,IO_PCIE_pcie_pll_avdd_vco,22.031797178988416,22.105605544746968,117.57672665369641,PCIE_ON
N0#6,CM_XTAL_xtal_dvdd_clk_buf,724.4660141050584,724.429109922179,724.2076848249028,WF_PLL_ON
N0#6,WF_LNA_5G_lna_5g_reg_out,870.717290856031,870.8649075875487,870.5696741245137,WF_RX_hb_ON
N0#6,WF_LNA_5G_lna_5g_vbn,120.19692363813218,465.32484192607006,465.50936284046685,WF_RX_hb_ON
