N0#6,WF_DTMX_dtmx_dvdd_sw,,1007.1151507782101,-29.412633754863876,1007.0413424124514,1007.0044382295717,1006.8199173151751,1006.9675340466928,WF_TX_ON
N0#6,WF_DTMX_dtmx_vref_lo,,819.7895184824903,820.0478477626459,819.5311892023346,819.8633268482491,-3.9487475680933377,819.7157101167314,WF_TX_ON
N0#6,WF_DTMX_dtmx_dac_vb,,500.31000729571986,499.9778696498054,500.27310311284043,500.1623905642022,500.34691147859934,500.1992947470817,WF_TX_ON
N0#6,WF_DTMX_dtmx_dac_vb_cscd,,328.1150899805448,328.07818579766536,327.85676070038915,327.78295233463035,327.930569066148,328.0043774319065,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_reg,,1066.6785019455253,1067.1951605058364,1067.1582563229572,1067.0844479571986,1067.0106395914397,-25.906736381322933,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_dvdd_dll,,1049.7763861867704,1049.8870987354087,1049.8870987354087,-25.02103599221788,1049.8501945525293,1049.8870987354087,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_vbn_mont,,599.7667801556419,-25.2055569066148,599.7298759727628,599.8774927042801,600.0620136186769,599.8405885214007,WF_TX_ON
N0#6,WF_DTMX_dtmx_logen_vbp_mont,,406.7209995136187,406.5364785992217,406.6102869649805,406.4257660505837,406.3888618677043,406.4995744163423,WF_TX_ON
N0#6,WF_PA_pa_bias_hb_vl2,,347.74811527237364,347.52669017509714,347.7112110894942,347.6743069066148,347.4528818093386,347.785019455253,WF_TX_hb_ON
N0#6,WF_PA_pa_bias_hb_vl1,,338.85420719844365,338.85420719844365,338.7434946498054,338.6327821011672,338.55897373540864,6.974890564202209,WF_TX_hb_ON
N0#6,WF_PA_pa_bias_lb_vl,,355.9039396887159,355.8670355058365,355.5718020428015,-18.93184581712059,355.4610894941635,355.60870622568086,WF_TX_ON
N0#6,WF_PA_pa_bias_vm,,483.9245500972762,-21.21990515564205,484.14597519455265,483.85074173151764,484.07216682879385,484.1828793774318,WF_TX_ON
N0#6,WF_PA_pa_bg_v1v,,992.4641901750972,992.9439445525293,992.7594236381321,992.5379985408559,993.1653696498054,993.3867947470816,WF_TX_ON
