0,0xC83F4266,0.65,-40.86
1,0xC93F435B,1.49,-40.06
2,0xC93F4366,2.51,-40.95
3,0xCA3F445B,3.30,-38.95
4,0xCA3F4466,4.38,-40.19
5,0xCB3F455B,5.33,-40.53
6,0xCB3F4566,6.36,-40.91
7,0xCC3F465B,7.32,-40.41
8,0xCC3F4666,8.40,-40.99
9,0xCD3F475B,9.37,-38.25
10,0xCD3F4766,10.38,-39.00
11,0xCE3F485D,11.29,-39.52
12,0xCE3F4869,12.29,-40.24
13,0xCF3F495B,13.10,-39.83
14,0xCF3F4966,14.17,-40.33
15,0xC8FFCA69,15.84,-33.36
16,0xC8FFCA76,16.75,-32.09
17,0xD9FFCB6D,17.51,-31.15
18,0xD9FFCB7A,18.35,-30.13
19,0xDAFFCC6F,19.22,-29.88
20,0xDAFFCC7C,20.04,-29.48
21,0xDBFFCD85,20.77,-28.97
22,0xDBFFCD95,21.42,-28.39
23,0xDCFFCE6D,22.01,-27.79
24,0xDCFFCE7A,22.57,-27.02
25,0xDDFFCF7A,23.08,-26.02
