32,0xDB3F5C20,4.53,-34.37
36,0xDB3F5C24,5.57,-34.14
40,0xDB3F5C28,6.46,-34.15
44,0xDB3F5C2C,7.28,-34.35
48,0xDB3F5C30,8.03,-34.67
52,0xDB3F5C34,8.71,-35.12
56,0xDB3F5C38,9.36,-35.63
60,0xDB3F5C3C,9.97,-36.36
64,0xDB3F5C40,10.53,-36.91
68,0xDB3F5C44,11.04,-37.49
72,0xDB3F5C48,11.55,-38.00
76,0xDB3F5C4C,12.03,-38.57
80,0xDB3F5C50,12.43,-38.95
84,0xDB3F5C54,12.85,-39.29
88,0xDB3F5C58,13.26,-39.55
92,0xDB3F5C5C,13.62,-39.80
96,0xDB3F5C60,13.98,-39.90
100,0xDB3F5C64,14.35,-39.92
104,0xDB3F5C68,14.68,-40.12
108,0xDB3F5C6C,14.99,-40.09
112,0xDB3F5C70,15.31,-40.09
116,0xDB3F5C74,15.62,-39.99
120,0xDB3F5C78,15.91,-39.94
124,0xDB3F5C7C,16.20,-39.53
128,0xDB3F5C80,16.48,-39.04
132,0xDB3F5C84,16.75,-38.59
136,0xDB3F5C88,16.99,-37.75
140,0xDB3F5C8C,17.24,-37.29
144,0xDB3F5C90,17.49,-36.54
148,0xDB3F5C94,17.71,-35.46
152,0xDB3F5C98,17.93,-34.22
156,0xDB3F5C9C,18.13,-33.67
160,0xDB3F5CA0,18.34,-32.76
164,0xDB3F5CA4,18.54,-32.06
168,0xDB3F5CA8,18.73,-31.59
172,0xDB3F5CAC,18.91,-30.97
176,0xDB3F5CB0,19.10,-30.65
180,0xDB3F5CB4,19.27,-30.39
184,0xDB3F5CB8,19.45,-30.16
188,0xDB3F5CBC,19.61,-30.04
192,0xDB3F5CC0,19.76,-29.96
196,0xDB3F5CC4,19.91,-29.86
200,0xDB3F5CC8,20.05,-29.81
204,0xDB3F5CCC,20.21,-29.76
208,0xDB3F5CD0,20.34,-29.67
212,0xDB3F5CD4,20.48,-29.64
216,0xDB3F5CD8,20.59,-29.56
220,0xDB3F5CDC,20.72,-29.50
224,0xDB3F5CE0,20.83,-29.43
228,0xDB3F5CE4,20.95,-29.40
232,0xDB3F5CE8,21.05,-29.30
236,0xDB3F5CEC,21.15,-29.24
