32,0xC33F5520,-9.64,-34.71
36,0xC33F5524,-8.71,-35.21
40,0xC33F5528,-7.80,-35.66
44,0xC33F552C,-7.00,-36.22
48,0xC33F5530,-6.26,-36.63
52,0xC33F5534,-5.58,-37.17
56,0xC33F5538,-4.93,-37.68
60,0xC33F553C,-4.33,-38.19
64,0xC33F5540,-3.79,-38.56
68,0xC33F5544,-3.25,-39.06
72,0xC33F5548,-2.76,-39.48
76,0xC33F554C,-2.31,-39.59
80,0xC33F5550,-1.86,-39.86
84,0xC33F5554,-1.43,-40.35
88,0xC33F5558,-1.03,-40.55
92,0xC33F555C,-0.64,-40.53
96,0xC33F5560,-0.28,-40.81
100,0xC33F5564,0.07,-41.10
104,0xC33F5568,0.43,-41.10
108,0xC33F556C,0.74,-41.26
112,0xC33F5570,1.05,-41.34
116,0xC33F5574,1.37,-41.44
120,0xC33F5578,1.66,-41.35
124,0xC33F557C,1.95,-41.52
128,0xC33F5580,2.21,-41.57
132,0xC33F5584,2.48,-41.39
136,0xC33F5588,2.74,-41.46
140,0xC33F558C,3.00,-41.44
144,0xC33F5590,3.23,-41.42
148,0xC33F5594,3.48,-41.26
152,0xC33F5598,3.71,-41.12
156,0xC33F559C,3.94,-40.96
160,0xC33F55A0,4.15,-40.82
164,0xC33F55A4,4.37,-40.75
168,0xC33F55A8,4.59,-40.51
172,0xC33F55AC,4.79,-40.32
176,0xC33F55B0,4.98,-40.26
180,0xC33F55B4,5.16,-40.23
184,0xC33F55B8,5.38,-40.11
188,0xC33F55BC,5.56,-39.94
192,0xC33F55C0,5.73,-39.77
196,0xC33F55C4,5.91,-39.65
200,0xC33F55C8,6.08,-39.30
204,0xC33F55CC,6.27,-39.10
208,0xC33F55D0,6.44,-39.24
212,0xC33F55D4,6.59,-38.58
216,0xC33F55D8,6.75,-38.74
220,0xC33F55DC,6.91,-38.00
224,0xC33F55E0,7.07,-37.82
228,0xC33F55E4,7.21,-37.53
232,0xC33F55E8,7.35,-37.31
236,0xC33F55EC,7.51,-36.71
