32,0xCF3F5820,-3.29,-32.86
36,0xCF3F5824,-2.30,-32.70
40,0xCF3F5828,-1.44,-32.59
44,0xCF3F582C,-0.63,-32.81
48,0xCF3F5830,0.09,-33.05
52,0xCF3F5834,0.76,-33.51
56,0xCF3F5838,1.40,-33.97
60,0xCF3F583C,1.99,-34.57
64,0xCF3F5840,2.53,-35.06
68,0xCF3F5844,3.04,-35.67
72,0xCF3F5848,3.51,-36.28
76,0xCF3F584C,3.98,-36.73
80,0xCF3F5850,4.42,-37.06
84,0xCF3F5854,4.85,-37.54
88,0xCF3F5858,5.22,-38.01
92,0xCF3F585C,5.66,-38.30
96,0xCF3F5860,6.02,-38.74
100,0xCF3F5864,6.38,-38.96
104,0xCF3F5868,6.71,-39.31
108,0xCF3F586C,7.03,-39.45
112,0xCF3F5870,7.35,-39.75
116,0xCF3F5874,7.66,-40.04
120,0xCF3F5878,7.95,-40.33
124,0xCF3F587C,8.25,-40.34
128,0xCF3F5880,8.51,-40.73
132,0xCF3F5884,8.77,-40.94
136,0xCF3F5888,9.04,-40.89
140,0xCF3F588C,9.29,-41.25
144,0xCF3F5890,9.54,-41.16
148,0xCF3F5894,9.77,-41.26
152,0xCF3F5898,10.01,-41.21
156,0xCF3F589C,10.23,-41.24
160,0xCF3F58A0,10.45,-41.29
164,0xCF3F58A4,10.68,-41.26
168,0xCF3F58A8,10.87,-41.26
172,0xCF3F58AC,11.07,-41.16
176,0xCF3F58B0,11.29,-41.04
180,0xCF3F58B4,11.48,-41.04
184,0xCF3F58B8,11.66,-40.79
188,0xCF3F58BC,11.85,-40.76
192,0xCF3F58C0,12.02,-40.37
196,0xCF3F58C4,12.20,-40.17
200,0xCF3F58C8,12.37,-39.81
204,0xCF3F58CC,12.54,-39.41
208,0xCF3F58D0,12.71,-39.25
212,0xCF3F58D4,12.87,-38.87
216,0xCF3F58D8,13.04,-38.13
220,0xCF3F58DC,13.19,-37.74
224,0xCF3F58E0,13.34,-36.84
228,0xCF3F58E4,13.49,-36.38
232,0xCF3F58E8,13.63,-35.56
236,0xCF3F58EC,13.78,-34.83
