32,0xDA3F5D20,6.13,-32.82
36,0xDA3F5D24,7.09,-32.55
40,0xDA3F5D28,7.99,-32.39
44,0xDA3F5D2C,8.78,-32.44
48,0xDA3F5D30,9.51,-32.59
52,0xDA3F5D34,10.20,-32.90
56,0xDA3F5D38,10.83,-33.17
60,0xDA3F5D3C,11.42,-33.72
64,0xDA3F5D40,11.96,-34.12
68,0xDA3F5D44,12.45,-34.82
72,0xDA3F5D48,12.95,-35.36
76,0xDA3F5D4C,13.40,-35.95
80,0xDA3F5D50,13.83,-36.43
84,0xDA3F5D54,14.26,-36.88
88,0xDA3F5D58,14.67,-37.33
92,0xDA3F5D5C,15.05,-37.80
96,0xDA3F5D60,15.42,-38.09
100,0xDA3F5D64,15.78,-38.36
104,0xDA3F5D68,16.12,-38.41
108,0xDA3F5D6C,16.44,-38.30
112,0xDA3F5D70,16.74,-38.24
116,0xDA3F5D74,17.05,-37.49
120,0xDA3F5D78,17.33,-37.28
124,0xDA3F5D7C,17.61,-36.45
128,0xDA3F5D80,17.88,-35.51
132,0xDA3F5D84,18.14,-34.54
136,0xDA3F5D88,18.38,-33.57
140,0xDA3F5D8C,18.63,-32.65
144,0xDA3F5D90,18.86,-32.04
148,0xDA3F5D94,19.08,-31.37
152,0xDA3F5D98,19.29,-30.83
156,0xDA3F5D9C,19.49,-30.55
160,0xDA3F5DA0,19.68,-30.27
164,0xDA3F5DA4,19.88,-30.08
168,0xDA3F5DA8,20.05,-29.96
172,0xDA3F5DAC,20.22,-29.88
176,0xDA3F5DB0,20.39,-29.82
180,0xDA3F5DB4,20.54,-29.75
184,0xDA3F5DB8,20.71,-29.68
188,0xDA3F5DBC,20.85,-29.62
192,0xDA3F5DC0,20.99,-29.54
196,0xDA3F5DC4,21.13,-29.47
200,0xDA3F5DC8,21.25,-29.40
204,0xDA3F5DCC,21.38,-29.32
208,0xDA3F5DD0,21.49,-29.24
212,0xDA3F5DD4,21.62,-29.18
216,0xDA3F5DD8,21.72,-29.05
220,0xDA3F5DDC,21.81,-28.98
224,0xDA3F5DE0,21.90,-28.83
228,0xDA3F5DE4,21.99,-28.79
232,0xDA3F5DE8,22.08,-28.69
236,0xDA3F5DEC,22.16,-28.58
