ant, ch, pwr_dig, pwr_dig_dbm, pwr_cmp180_dbm
ant, ch, pwr_dig, pwr_dig_dbm, pwr_cmp180_dbm
0,7,32,-42.14,0
0,7,64,-36.12,-4.28
0,7,96,-32.6,-0.62
0,7,128,-30.1,1.93
0,7,160,-28.16,3.96
0,7,192,-26.58,5.56
0,7,224,-25.24,6.93
0,7,256,-24.08,8.11
0,7,288,-23.06,9.18
0,7,320,-22.14,10.12
0,7,352,-21.32,11
0,7,384,-20.56,11.79
0,7,416,-19.87,12.52
0,7,448,-19.22,13.34
0,7,480,-18.62,13.97
0,7,512,-18.06,14.53
0,7,544,-17.54,15.04
0,7,576,-17.04,15.55
0,7,608,-16.57,16.01
0,7,640,-16.12,16.46
0,7,672,-15.7,16.89
0,7,704,-15.3,17.21
0,7,736,-14.91,17.58
0,7,768,-14.54,17.96
0,7,800,-14.19,18.29
0,7,832,-13.84,18.64
0,7,864,-13.52,18.97
0,7,896,-13.2,19.29
0,7,928,-12.9,19.58
0,7,960,-12.6,19.88
0,7,992,-12.32,20.09
0,7,1024,-12.04,20.38
0,7,1056,-11.77,20.67
0,7,1088,-11.51,20.94
0,7,1120,-11.26,21.2
0,7,1152,-11.02,21.44
0,7,1184,-10.78,21.69
0,7,1216,-10.55,21.91
0,7,1248,-10.32,22.13
0,7,1280,-10.1,22.22
0,7,1312,-9.89,22.48
0,7,1344,-9.68,22.71
0,7,1376,-9.47,22.94
0,7,1408,-9.28,23.16
0,7,1440,-9.08,23.36
0,7,1472,-8.89,23.56
0,7,1504,-8.7,23.74
0,7,1536,-8.52,23.92
0,7,1568,-8.34,23.97
0,7,1600,-8.16,24.2
0,7,1632,-7.99,24.41
0,7,1664,-7.82,24.6
0,7,1696,-7.66,24.78
0,7,1728,-7.5,24.95
0,7,1760,-7.34,25.11
0,7,1792,-7.18,25.26
0,7,1824,-7.03,25.27
0,7,1856,-6.88,25.43
0,7,1888,-6.73,25.63
0,7,1920,-6.58,25.8
0,7,1952,-6.44,25.95
0,7,1984,-6.3,26.08
0,7,2016,-6.16,26.2
0,7,2048,-6.02,26.31
0,7,2080,-5.89,26.4
0,7,2112,-5.75,26.64
0,7,2144,-5.62,26.68
0,7,2176,-5.49,26.7
0,7,2208,-5.37,26.73
0,7,2240,-5.24,26.75
0,7,2272,-5.12,26.75
0,7,2304,-5,26.75
0,7,2336,-4.88,26.75
0,7,2368,-4.76,26.75
0,7,2400,-4.64,26.72
0,7,2432,-4.53,26.74
0,7,2464,-4.41,26.75
0,7,2496,-4.3,26.74
0,7,2528,-4.19,26.75
0,7,2560,-4.08,26.75
0,7,2592,-3.97,26.75
0,7,2624,-3.87,26.74
0,7,2656,-3.76,26.75
0,7,2688,-3.66,26.75
0,7,2720,-3.56,26.75
0,7,2752,-3.45,26.74
0,7,2784,-3.35,26.74
0,7,2816,-3.25,26.74
0,7,2848,-3.16,26.74
0,7,2880,-3.06,26.74
0,7,2912,-2.96,26.75
0,7,2944,-2.87,26.74
0,7,2976,-2.77,26.74
0,7,3008,-2.68,26.74
0,7,3040,-2.59,26.75
0,7,3072,-2.5,26.74
0,7,3104,-2.41,26.75
0,7,3136,-2.32,26.75
0,7,3168,-2.23,26.75
0,7,3200,-2.14,26.74
0,7,3232,-2.06,26.74
0,7,3264,-1.97,26.74
0,7,3296,-1.89,26.75
0,7,3328,-1.8,26.74
0,7,3360,-1.72,26.74
0,7,3392,-1.64,26.75
0,7,3424,-1.56,26.75
0,7,3456,-1.48,26.74
0,7,3488,-1.4,26.75
0,7,3520,-1.32,26.75
0,7,3552,-1.24,26.75
0,7,3584,-1.16,26.75
0,7,3616,-1.08,26.75
0,7,3648,-1.01,26.74
0,7,3680,-0.93,26.75
0,7,3712,-0.86,26.75
0,7,3744,-0.78,26.75
0,7,3776,-0.71,26.75
0,7,3808,-0.63,26.75
0,7,3840,-0.56,26.74
0,7,3872,-0.49,26.74
0,7,3904,-0.42,26.75
0,7,3936,-0.35,26.74
0,7,3968,-0.28,26.74
0,7,4000,-0.21,26.74
0,7,4032,-0.14,26.75
0,7,4064,-0.07,26.75
