ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal,,,,,
155,3200,70.1,17.02,18.76,50.37,75.16,45.36,16.57,,,-1.74,,
155,3264,70.28,17.13,18.93,51.67,78.17,46.6,16.68,,,-1.8,,
155,3328,70.44,17.31,19.11,53.88,81.52,48.72,16.88,,,-1.8,,
155,3392,70.61,17.44,19.28,55.47,84.68,50.25,17.01,,,-1.84,,
155,3456,70.77,17.61,19.43,57.64,87.79,52.36,17.19,,,-1.82,,
155,3520,70.93,17.78,19.6,60.01,91.14,54.65,17.38,,,-1.82,,
155,3584,71.09,17.9,19.74,61.7,94.19,56.31,17.51,,,-1.84,,
155,3648,71.24,18.06,19.89,63.99,97.59,58.56,17.68,,,-1.83,,
155,3712,71.39,18.2,20.07,66.02,101.68,60.56,17.82,,,-1.87,,
155,3776,71.54,18.38,20.21,68.9,104.99,63.41,18.02,,,-1.83,,
155,3840,71.69,18.48,20.36,70.52,108.6,65.03,18.13,,,-1.88,,
155,3904,71.83,18.63,20.49,73,112.03,67.5,18.29,,,-1.86,,
155,3968,71.97,18.75,20.62,74.92,115.46,69.43,18.42,,,-1.87,,
155,4032,72.11,18.9,20.77,77.68,119.46,72.22,18.59,,,-1.87,,
