Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
7,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xCB3F4761    ,9.70,-42.27
7,5 11,1 1,40000,11,r 403422c8  [0x403422C8] = 0xCB3F476D    ,10.66,-42.67
7,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,11.52,-42.68
7,5 11,1 1,40000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,12.48,-42.79
7,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xCC3F497A    ,13.43,-42.46
7,5 11,1 1,40000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,14.42,-41.87
7,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xD53F4B69    ,14.99,-40.54
7,5 11,1 1,40000,17,r 403422c8  [0x403422C8] = 0xD53F4B76    ,15.94,-39.44
7,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xD53F4B84    ,16.93,-37.33
7,5 11,1 1,40000,19,r 403422c8  [0x403422C8] = 0xD53F4B94    ,17.88,-34.82
7,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xDE3F4D6C    ,18.83,-32.00
7,5 11,1 1,40000,21,r 403422c8  [0x403422C8] = 0xDE3F4D7A    ,19.78,-30.72
7,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xDE3F4D89    ,20.72,-29.91
7,5 11,1 1,40000,23,r 403422c8  [0x403422C8] = 0xDE3F4D99    ,21.61,-29.38
7,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xDF3F4F81    ,21.61,-27.72
7,5 11,1 1,40000,25,r 403422c8  [0x403422C8] = 0xDF3F4F91    ,22.38,-27.87
