BoardNo, ANT, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
BoardNo, ANT, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,0,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-31.37,-39.86,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,1,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-31.38,-39.91,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,2,r 403422c8  [0x403422C8] = 0xC0FFD072    ,-30.40,-40.05,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,3,r 403422c8  [0x403422C8] = 0xC0FFD080    ,-29.41,-40.13,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,4,r 403422c8  [0x403422C8] = 0xC0FFD172    ,-28.61,-40.14,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,5,r 403422c8  [0x403422C8] = 0xC0FFD180    ,-27.63,-40.24,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,6,r 403422c8  [0x403422C8] = 0xC0FFD272    ,-26.90,-40.06,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,7,r 403422c8  [0x403422C8] = 0xC0FFD280    ,-25.89,-40.14,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,8,r 403422c8  [0x403422C8] = 0xC0FFD372    ,-25.10,-40.04,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,9,r 403422c8  [0x403422C8] = 0xC0FFD380    ,-24.08,-39.95,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xC0FFD472    ,-23.04,-39.65,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,11,r 403422c8  [0x403422C8] = 0xC0FFD480    ,-22.05,-39.49,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xC0FFD572    ,-21.24,-39.29,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,13,r 403422c8  [0x403422C8] = 0xC0FFD580    ,-20.27,-38.99,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xC0FFD672    ,-18.95,-40.07,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,15,r 403422c8  [0x403422C8] = 0xC0FFD680    ,-17.95,-39.90,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xC0FFD772    ,-17.11,-39.67,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,17,r 403422c8  [0x403422C8] = 0xC0FFD780    ,-16.10,-39.56,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xC8FFD872    ,-15.20,-41.06,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,19,r 403422c8  [0x403422C8] = 0xC8FFD880    ,-14.20,-40.34,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xD0FFD972    ,-13.42,-38.57,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,21,r 403422c8  [0x403422C8] = 0xD0FFD980    ,-12.44,-37.98,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xD0FFDA72    ,-11.37,-37.20,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,23,r 403422c8  [0x403422C8] = 0xD0FFDA80    ,-10.39,-36.22,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xD0FFDB72    ,-9.11,-38.09,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,25,r 403422c8  [0x403422C8] = 0xD0FFDB80    ,-8.15,-37.30,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,26,r 403422c8  [0x403422C8] = 0xD8FFDC72    ,-6.02,-43.11,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,27,r 403422c8  [0x403422C8] = 0xD8FFDC80    ,-5.02,-43.07,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,28,r 403422c8  [0x403422C8] = 0xD8FFDD72    ,-2.08,-42.84,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,29,r 403422c8  [0x403422C8] = 0xD8FFDD80    ,-1.09,-42.61,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,30,r 403422c8  [0x403422C8] = 0xD8FFDD90    ,-0.07,-42.28,NA,NA,NA
#OK1,ANT0,lmacfw.bin,58,5 11,1 1,40000,31,r 403422c8  [0x403422C8] = 0xD8FFDDA1    ,0.92,-41.64,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,0,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-32.52,-39.67,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,1,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-32.53,-39.66,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,2,r 403422c8  [0x403422C8] = 0xC0FFD072    ,-31.55,-39.71,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,3,r 403422c8  [0x403422C8] = 0xC0FFD080    ,-30.59,-39.96,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,4,r 403422c8  [0x403422C8] = 0xC0FFD172    ,-29.90,-39.94,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,5,r 403422c8  [0x403422C8] = 0xC0FFD180    ,-28.88,-40.16,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,6,r 403422c8  [0x403422C8] = 0xC0FFD272    ,-27.96,-39.98,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,7,r 403422c8  [0x403422C8] = 0xC0FFD280    ,-26.97,-40.00,NA,NA,NA
#OK1,ANT0,lmacfw.bin,106,5 11,1 1,40000,8,r 403422c8  [0x403422C8] = 0xC0FFD372    ,-26.15,-39.88,NA,NA,NA
