test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03-5.45), Band2, (5.45-5.55), Band3, (5.55-10.95), Band4, (10.95-11.05), Band5, (11.05-16.45), Band6, (16.45-16.55),Band, 7(16.55-26)
0808_171825,#OK1,ANT,40,0.9,-180,testmode_8819h_0805.bin,2442,7,5 11,0 0,0,r 403422c8  [0x403422C8] = 0x083F4360    ,13.5,-26.16,10.26,2448.02,-39.59,5450.8,-36.9,6063.0,-36.71,11010.5,-32.48,15353.8,-33.1,16456.8,-24.55,25782.65
