test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03 to fch-40), Band2, (fch-40 to fch+40), Band3, (fch+40 to 2fch-80), Band4, (2fch-80 to 2fch+80),Band5, (2fch+80 to 3fch-120), Band6, (3fch-120 to 3fch+120),Band, 7(3fch+120 to 26)
0814_194428,#OK5,ANT,40,0.8,-105,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.04,6.46,-15.68,2402.0,19.32,2443.36,-24.21,2482.0,-38.14,4882.4,-38.13,6961.62,-38.62,7246.08,-25.83,25758.8
0814_194453,#OK5,ANT,40,0.8,-90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.55,6.81,-15.36,2402.0,19.85,2443.44,-19.46,2482.0,-36.67,4884.0,-37.72,6889.88,-38.72,7266.96,-25.55,25962.89
0814_194518,#OK5,ANT,40,0.8,-75,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.04,6.85,-15.54,2402.0,20.11,2443.52,-16.71,2482.0,-36.44,4884.0,-38.33,6371.98,-36.16,7320.48,-24.61,25554.7
0814_194544,#OK5,ANT,40,0.8,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.42,6.36,-15.33,2402.0,20.66,2443.28,-14.24,2482.0,-34.44,4884.32,-38.05,6701.55,-36.05,7334.64,-25.63,25758.8
0814_194609,#OK5,ANT,40,0.8,-45,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.75,6.34,-16.97,2402.0,21.07,2443.36,-14.03,2482.0,-33.41,4884.16,-38.6,5979.63,-37.01,7319.28,-25.48,25814.46
0814_194635,#OK5,ANT,40,0.8,-30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.03,6.5,-20.13,2402.0,21.24,2443.44,-15.47,2482.0,-31.35,4883.84,-37.36,6367.49,-37.11,7332.0,-25.06,25610.37
0814_194700,#OK5,ANT,40,0.8,-15,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.22,7.19,-23.13,2394.79,21.48,2443.28,-17.71,2482.0,-30.88,4884.0,-37.32,5950.48,-36.19,7318.32,-25.31,25480.49
0814_194726,#OK5,ANT,40,0.8,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.79,7.54,-24.41,2392.39,21.03,2443.28,-18.93,2500.58,-30.73,4884.32,-38.35,6995.25,-38.14,7326.24,-24.2,25758.8
0814_194751,#OK5,ANT,40,0.8,15,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.64,7.52,-24.5,2392.39,20.95,2443.36,-19.72,2488.97,-32.67,4884.16,-37.95,6087.24,-37.38,7319.04,-25.71,25591.81
0814_194817,#OK5,ANT,40,0.8,30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.36,7.52,-24.89,2392.39,20.64,2443.28,-21.4,2488.97,-34.39,4884.16,-38.27,6916.78,-37.71,7326.24,-25.1,25536.15
0814_194842,#OK5,ANT,40,0.8,45,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.99,7.24,-25.61,2394.79,20.37,2443.36,-23.15,2488.97,-36.29,4883.84,-37.4,6006.53,-36.52,7326.96,-26.0,25758.8
0814_194907,#OK5,ANT,40,0.8,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.6,7.22,-25.43,2394.79,19.85,2443.44,-23.43,2488.97,-37.15,4884.16,-37.97,5011.08,-35.62,7326.0,-25.26,25480.49
0814_194933,#OK5,ANT,40,0.8,75,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.18,7.18,-24.64,2394.79,19.42,2443.28,-24.22,2491.29,-39.29,4884.0,-37.8,5984.11,-35.3,7333.2,-25.71,25257.84
0814_194958,#OK5,ANT,40,0.8,90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.73,7.11,-25.99,2394.79,18.93,2443.36,-25.41,2491.29,-39.23,4963.36,-38.26,7028.88,-37.78,7331.04,-24.98,25777.35
0814_195024,#OK5,ANT,40,0.8,105,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.3,7.13,-25.73,2394.79,18.51,2443.36,-25.64,2488.97,-39.38,4886.4,-38.67,7100.63,-36.84,7320.0,-25.88,25628.92
0814_195049,#OK5,ANT,40,0.8,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.99,7.18,-26.31,2392.39,18.24,2443.28,-26.85,2488.97,-39.41,4878.24,-38.24,6053.61,-38.34,7330.56,-25.33,25703.14
0814_195115,#OK5,ANT,40,0.8,135,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.85,7.19,-26.25,2392.39,18.08,2443.28,-27.05,2491.29,-38.79,4884.0,-37.7,6943.69,-37.4,7331.04,-24.91,25016.64
0814_195140,#OK5,ANT,40,0.8,150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.72,7.19,-26.28,2394.79,17.96,2440.56,-28.71,2488.97,-38.83,4952.64,-38.07,6174.68,-38.94,7323.84,-25.38,25814.46
0814_195206,#OK5,ANT,40,0.8,165,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.65,7.22,-26.64,2394.79,17.84,2443.36,-29.01,2488.97,-37.69,4884.16,-37.79,6416.82,-38.1,7435.92,-24.66,25795.91
0814_195231,#OK5,ANT,40,0.7,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.38,7.09,-25.35,2382.78,20.61,2443.36,-27.67,2488.97,-37.87,4883.52,-38.07,6531.16,-38.0,7329.36,-25.54,25795.91
0814_195257,#OK5,ANT,40,0.7,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.54,6.67,-26.59,2402.0,20.68,2443.36,-29.48,2488.97,-38.54,4884.0,-38.12,6945.93,-38.47,7252.08,-24.87,25294.95
0814_195322,#OK5,ANT,40,0.7,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.74,6.29,-22.43,2402.0,20.96,2443.28,-31.9,2482.0,-39.13,4961.12,-37.76,7181.34,-38.22,7235.28,-26.9,25628.92
0814_195347,#OK5,ANT,40,0.7,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.06,6.13,-17.85,2402.0,21.36,2443.36,-25.01,2482.0,-39.42,4837.92,-37.66,6921.27,-38.7,7445.04,-24.95,25461.93
0814_195413,#OK5,ANT,40,0.7,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.48,6.22,-14.9,2402.0,21.7,2443.28,-19.89,2482.0,-37.36,4884.0,-36.56,5957.21,-38.11,7264.08,-25.23,25721.69
0814_195438,#OK5,ANT,40,0.7,-80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.91,6.38,-13.62,2402.0,22.18,2443.36,-17.63,2482.0,-35.15,4884.0,-37.45,6925.75,-35.85,7318.56,-25.33,25294.95
0814_195504,#OK5,ANT,40,0.7,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.25,6.24,-15.79,2402.0,22.55,2443.36,-13.5,2491.29,-33.66,4884.16,-37.33,5932.54,-35.66,7320.0,-24.34,25721.69
0814_195529,#OK5,ANT,40,0.7,-40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.52,6.43,-17.27,2402.0,22.81,2443.28,-11.3,2482.0,-31.32,4883.84,-37.88,6224.0,-34.94,7324.32,-25.81,25777.35
0814_195555,#OK5,ANT,40,0.7,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.7,7.04,-21.58,2382.78,22.92,2443.28,-14.94,2482.0,-29.48,4884.16,-37.84,5986.35,-36.04,7327.92,-24.6,25740.24
0814_195620,#OK5,ANT,40,0.7,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.73,7.36,-22.5,2382.78,22.97,2443.44,-19.26,2488.97,-28.77,4884.0,-38.05,6643.26,-36.35,7315.92,-24.81,25406.27
0814_195646,#OK5,ANT,40,0.7,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.36,7.57,-22.85,2394.79,22.52,2443.28,-18.99,2488.97,-31.19,4884.16,-38.04,6961.62,-34.89,7326.0,-26.31,25944.34
0814_195711,#OK5,ANT,40,0.7,40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.02,7.46,-23.47,2392.39,22.23,2443.36,-21.56,2488.97,-33.42,4884.0,-37.77,6071.55,-36.38,7317.84,-24.72,25313.5
0814_195736,#OK5,ANT,40,0.7,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.61,7.33,-23.32,2394.79,21.89,2443.36,-21.97,2488.97,-36.53,4884.0,-37.63,7091.66,-35.13,7324.8,-25.27,25443.38
0814_195802,#OK5,ANT,40,0.7,80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.22,7.22,-22.49,2392.39,21.42,2443.28,-22.62,2488.97,-38.65,4884.32,-37.78,5968.42,-35.45,7328.64,-24.5,25294.95
0814_195827,#OK5,ANT,40,0.7,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.84,7.29,-23.15,2394.79,21.16,2443.36,-23.79,2491.29,-39.18,4901.44,-38.68,7154.43,-36.8,7325.04,-26.23,25313.5
0814_195853,#OK5,ANT,40,0.7,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.52,7.23,-23.33,2392.39,20.61,2443.44,-23.88,2488.97,-38.62,4884.16,-37.8,6912.3,-37.91,7320.0,-26.26,25536.15
0814_195918,#OK5,ANT,40,0.7,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.39,7.21,-23.75,2394.79,20.6,2443.28,-25.86,2491.29,-39.92,4952.8,-37.27,6932.48,-37.72,7322.88,-25.8,25888.68
0814_195944,#OK5,ANT,40,0.7,160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.37,7.24,-24.62,2392.39,20.54,2443.44,-26.49,2488.97,-39.29,4884.32,-36.53,6013.26,-38.05,7320.96,-24.43,25443.38
0814_200009,#OK5,ANT,40,0.6,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.11,7.11,-24.17,2382.78,22.25,2443.36,-27.52,2488.97,-38.97,4963.68,-38.18,6463.9,-37.45,7318.8,-26.09,25554.7
0814_200035,#OK5,ANT,40,0.6,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.21,6.67,-25.79,2382.78,22.45,2443.36,-28.48,2491.29,-38.8,4884.0,-37.65,5970.66,-38.41,7269.6,-26.85,25833.01
0814_200100,#OK5,ANT,40,0.6,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.39,6.47,-20.74,2402.0,22.66,2443.36,-31.58,2482.0,-39.01,4887.68,-37.76,5997.56,-38.57,7262.16,-25.43,25090.85
0814_200126,#OK5,ANT,40,0.6,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.62,6.2,-16.16,2402.0,22.9,2443.36,-22.01,2482.0,-39.41,4938.72,-37.18,5903.4,-37.89,7320.0,-25.49,24534.23
0814_200151,#OK5,ANT,40,0.6,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.91,6.21,-15.34,2402.0,23.15,2443.44,-19.7,2482.0,-36.79,4884.0,-37.91,6011.01,-37.74,7335.6,-25.32,25740.24
0814_200216,#OK5,ANT,40,0.6,-80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.19,6.29,-14.63,2402.0,23.45,2443.44,-16.95,2482.0,-34.85,4883.84,-38.19,6580.48,-36.89,7320.72,-25.57,24905.31
0814_200242,#OK5,ANT,40,0.6,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.41,6.21,-14.87,2402.0,23.57,2443.28,-13.22,2482.0,-32.31,4884.16,-38.28,5999.8,-34.05,7320.0,-26.22,25443.38
0814_200307,#OK5,ANT,40,0.6,-40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.6,6.54,-17.3,2402.0,23.9,2443.36,-13.31,2482.0,-31.24,4884.16,-36.85,6004.29,-33.25,7318.56,-25.85,25165.07
0814_200333,#OK5,ANT,40,0.6,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.72,7.1,-20.19,2382.78,23.95,2443.36,-15.48,2482.0,-28.83,4884.32,-37.95,7174.61,-35.38,7320.72,-25.58,25424.83
0814_200358,#OK5,ANT,40,0.6,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.7,7.44,-21.4,2382.78,23.94,2443.44,-17.99,2488.97,-28.28,4884.16,-38.02,6022.22,-35.09,7327.2,-25.61,25461.93
0814_200424,#OK5,ANT,40,0.6,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.45,7.5,-22.18,2394.79,23.55,2443.44,-18.99,2488.97,-29.61,4883.84,-38.35,6966.11,-34.38,7326.96,-25.76,25814.46
0814_200449,#OK5,ANT,40,0.6,40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.2,7.57,-21.8,2394.79,23.43,2443.28,-20.89,2488.97,-31.93,4883.84,-37.92,6836.07,-35.14,7326.0,-24.97,25536.15
0814_200515,#OK5,ANT,40,0.6,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.88,7.44,-21.62,2394.79,23.25,2443.36,-20.46,2500.58,-34.92,4883.84,-38.51,6026.71,-34.36,7329.6,-24.93,25833.01
0814_200540,#OK5,ANT,40,0.6,80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.59,7.39,-21.93,2394.79,22.72,2443.44,-22.57,2491.29,-36.11,4883.84,-37.65,6869.7,-33.75,7323.84,-24.72,25406.27
0814_200605,#OK5,ANT,40,0.6,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.33,7.34,-22.37,2394.79,22.54,2443.36,-22.52,2488.97,-37.22,4884.0,-37.84,5726.28,-35.19,7332.48,-26.08,25424.83
0814_200631,#OK5,ANT,40,0.6,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.11,7.25,-23.26,2394.79,22.3,2443.28,-23.48,2488.97,-39.59,4883.84,-37.56,6385.43,-36.75,7329.6,-25.08,25703.14
0814_200656,#OK5,ANT,40,0.6,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.02,7.33,-22.64,2394.79,22.18,2443.36,-24.06,2491.29,-39.79,4884.64,-38.66,7037.85,-36.8,7319.04,-26.32,25795.91
0814_200722,#OK5,ANT,40,0.6,160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.03,7.15,-23.98,2394.79,22.25,2443.36,-24.78,2488.97,-38.7,4956.0,-38.06,6972.83,-37.16,7317.6,-26.59,24571.34
0814_200747,#OK5,ANT,40,0.5,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.29,7.07,-22.68,2394.79,23.52,2443.36,-25.37,2500.58,-39.39,4883.84,-37.64,5995.32,-36.64,7320.96,-24.77,25610.37
0814_200813,#OK5,ANT,40,0.5,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.33,6.78,-24.03,2382.78,23.6,2443.44,-28.7,2500.58,-39.47,4960.64,-38.23,6421.3,-37.57,7328.4,-25.72,25777.35
