test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03 to fch-40), Band2, (fch-40 to fch+40), Band3, (fch+40 to 2fch-80), Band4, (2fch-80 to 2fch+80),Band5, (2fch+80 to 3fch-120), Band6, (3fch-120 to 3fch+120),Band, 7(3fch+120 to 26)
0814_182727,#OK5,ANT,40,0.5,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.55,6.63,-20.08,2402.0,23.86,2443.36,-24.45,2482.0,-39.34,4948.0,-38.23,6008.77,-38.46,7295.04,-25.11,25777.35
0814_182754,#OK5,ANT,40,0.5,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.71,6.44,-17.58,2402.0,23.84,2443.44,-20.76,2482.0,-37.71,4884.16,-37.93,5952.72,-38.19,7230.96,-25.55,24923.87
0814_182821,#OK5,ANT,40,0.5,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.89,6.24,-16.5,2402.0,24.14,2443.28,-18.23,2482.0,-35.37,4884.32,-37.68,6923.51,-37.51,7329.6,-25.6,25220.73
0814_182847,#OK5,ANT,40,0.5,-80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.07,6.26,-15.03,2402.0,24.35,2443.44,-16.16,2482.0,-33.69,4884.0,-37.79,6468.38,-35.16,7324.56,-24.67,25461.93
0814_182914,#OK5,ANT,40,0.5,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.23,6.33,-15.64,2402.0,24.52,2443.28,-13.94,2482.0,-32.02,4884.16,-38.23,5815.96,-32.72,7332.72,-25.59,25257.84
0814_182941,#OK5,ANT,40,0.5,-40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.37,6.66,-17.42,2402.0,24.69,2443.44,-13.76,2482.0,-31.0,4884.0,-38.6,6927.99,-32.78,7327.2,-25.75,25165.07
0814_183008,#OK5,ANT,40,0.5,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.43,6.85,-19.71,2402.0,24.66,2443.28,-16.62,2482.0,-28.81,4884.16,-37.85,6905.57,-33.15,7332.48,-26.02,25647.47
0814_183034,#OK5,ANT,40,0.5,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.42,7.33,-20.63,2382.78,24.7,2443.36,-18.26,2488.97,-28.08,4884.0,-37.99,6607.39,-34.09,7324.08,-24.45,25814.46
0814_183101,#OK5,ANT,40,0.5,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.31,7.5,-21.03,2394.79,24.61,2443.28,-19.16,2488.97,-28.92,4884.0,-37.95,6661.19,-34.38,7330.08,-25.84,25814.46
0814_183128,#OK5,ANT,40,0.5,40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.06,7.6,-22.08,2392.39,24.11,2443.52,-19.03,2500.58,-30.61,4884.0,-38.29,5963.93,-33.99,7324.8,-24.41,25517.6
0814_183155,#OK5,ANT,40,0.5,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.84,7.53,-22.48,2394.79,23.88,2443.52,-20.03,2488.97,-33.95,4883.84,-38.04,5914.61,-32.56,7321.68,-25.28,25294.95
0814_183221,#OK5,ANT,40,0.5,80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.63,7.49,-22.37,2382.78,23.99,2443.36,-21.58,2488.97,-35.41,4884.32,-37.97,6535.64,-32.82,7332.48,-25.34,25684.58
0814_183248,#OK5,ANT,40,0.5,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.41,7.41,-22.09,2394.79,23.58,2443.44,-22.15,2488.97,-37.66,4884.32,-38.27,6560.3,-33.28,7332.96,-25.81,24960.98
0814_183315,#OK5,ANT,40,0.5,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.29,7.4,-22.2,2392.39,23.49,2443.36,-22.47,2488.97,-38.52,4954.4,-37.67,6858.49,-35.41,7327.68,-24.45,25740.24
0814_183342,#OK5,ANT,40,0.5,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.23,7.39,-22.91,2394.79,23.44,2443.28,-23.53,2488.97,-38.5,4884.16,-37.36,6618.6,-36.29,7330.8,-25.57,25684.58
0814_183408,#OK5,ANT,40,0.5,160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.27,7.3,-22.99,2382.78,23.49,2443.28,-23.68,2491.29,-39.51,4949.76,-38.19,6046.89,-36.59,7325.76,-24.42,25981.45
0814_183435,#OK5,ANT,40,0.4,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.16,7.05,-23.12,2382.78,24.39,2443.2,-25.52,2500.58,-38.58,4963.04,-37.98,6880.91,-35.49,7321.2,-25.43,25461.93
0814_183502,#OK5,ANT,40,0.4,-150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.31,6.76,-22.99,2382.78,24.52,2443.28,-27.48,2500.58,-39.63,4936.96,-37.88,6654.47,-37.01,7321.92,-25.58,25703.14
0814_183528,#OK5,ANT,40,0.4,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.46,6.52,-18.2,2402.0,24.75,2443.44,-20.06,2482.0,-36.67,4883.68,-38.31,6017.74,-37.32,7328.16,-24.5,25480.49
0814_183555,#OK5,ANT,40,0.4,-90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.62,6.49,-16.75,2402.0,24.91,2443.44,-18.01,2482.0,-33.14,4884.16,-37.71,6017.74,-34.61,7319.04,-25.53,25183.62
0814_183622,#OK5,ANT,40,0.4,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.78,6.44,-15.54,2402.0,25.06,2443.44,-14.09,2482.0,-31.6,4883.84,-38.38,6934.72,-33.15,7330.32,-25.16,25517.6
0814_183649,#OK5,ANT,40,0.4,-30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.9,6.91,-19.4,2392.39,25.17,2443.36,-16.3,2482.0,-29.41,4884.0,-38.27,6011.01,-32.53,7328.16,-25.66,25666.03
0814_183715,#OK5,ANT,40,0.4,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.89,7.45,-20.87,2394.79,25.09,2443.28,-19.06,2500.58,-27.52,4884.16,-38.17,6963.86,-33.24,7326.0,-25.43,25294.95
0814_183742,#OK5,ANT,40,0.4,30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.69,7.61,-21.67,2380.38,24.91,2443.36,-19.48,2500.58,-29.88,4884.32,-37.51,7028.88,-33.65,7318.8,-26.11,25276.39
0814_183809,#OK5,ANT,40,0.4,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.44,7.61,-21.82,2382.78,24.62,2443.44,-19.96,2491.29,-32.64,4884.32,-38.1,6445.96,-32.95,7334.4,-24.43,25777.35
0814_183836,#OK5,ANT,40,0.4,90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.21,7.54,-21.27,2394.79,24.49,2443.36,-21.16,2488.97,-34.95,4884.0,-37.9,6932.48,-32.41,7317.6,-25.86,25146.52
0814_183902,#OK5,ANT,40,0.4,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.07,7.52,-22.02,2392.39,24.31,2443.44,-22.77,2491.29,-36.66,4884.16,-37.84,6605.14,-34.4,7330.8,-25.02,25721.69
0814_183929,#OK5,ANT,40,0.4,150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.05,7.47,-22.38,2394.79,24.26,2443.36,-23.49,2500.58,-38.14,4884.32,-38.08,7114.08,-35.23,7333.92,-25.71,24627.0
0814_183956,#OK5,ANT,40,0.3,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.67,7.11,-22.15,2382.78,24.93,2441.12,-24.86,2500.58,-38.35,4883.84,-38.14,5968.42,-34.36,7330.8,-26.41,25109.41
0814_184023,#OK5,ANT,40,0.3,-150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.81,7.09,-22.34,2382.78,25.06,2443.36,-25.89,2482.0,-37.04,4884.0,-37.75,6019.98,-35.51,7317.84,-25.49,25461.93
0814_184049,#OK5,ANT,40,0.3,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.92,6.74,-19.02,2402.0,25.16,2443.52,-21.45,2482.0,-36.45,4883.84,-37.68,6607.39,-36.29,7322.88,-26.52,24812.54
0814_184116,#OK5,ANT,40,0.3,-90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.04,6.63,-17.44,2402.0,25.18,2443.52,-17.17,2482.0,-33.8,4884.0,-38.55,5026.78,-33.72,7322.16,-25.83,25202.18
0814_184143,#OK5,ANT,40,0.3,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.14,6.75,-18.05,2402.0,25.37,2443.28,-17.6,2482.0,-31.32,4884.0,-38.36,5439.3,-32.67,7326.72,-26.8,24905.31
0814_184210,#OK5,ANT,40,0.3,-30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.19,6.88,-19.66,2382.78,25.42,2443.28,-18.08,2482.0,-29.68,4884.0,-37.66,6578.24,-31.77,7324.56,-24.37,25276.39
0814_184236,#OK5,ANT,40,0.3,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.2,7.52,-20.09,2382.78,25.45,2443.28,-19.88,2500.58,-28.23,4884.0,-37.41,6806.92,-32.5,7327.68,-24.98,25814.46
0814_184303,#OK5,ANT,40,0.3,30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.07,7.41,-20.87,2394.79,25.34,2443.36,-19.62,2500.58,-29.08,4883.84,-37.77,6192.62,-32.81,7317.84,-25.17,25406.27
0814_184330,#OK5,ANT,40,0.3,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.88,7.54,-21.67,2382.78,25.15,2443.36,-20.2,2500.58,-31.53,4884.0,-38.71,5972.9,-32.79,7332.24,-24.35,25870.12
0814_184356,#OK5,ANT,40,0.3,90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.72,7.57,-21.58,2382.78,24.95,2443.28,-21.38,2491.29,-34.41,4883.84,-38.41,5997.56,-32.13,7317.36,-24.54,25795.91
0814_184423,#OK5,ANT,40,0.3,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.62,7.53,-21.65,2394.79,24.87,2443.36,-21.26,2491.29,-35.29,4884.16,-37.57,7102.87,-34.0,7322.4,-25.77,25461.93
0814_184450,#OK5,ANT,40,0.3,150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.6,7.46,-21.96,2382.78,24.85,2443.36,-22.76,2500.58,-37.37,4884.16,-37.68,6033.43,-33.7,7318.8,-24.48,25313.5
0814_184517,#OK5,ANT,40,0.2,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.08,7.34,-21.78,2382.78,25.34,2443.36,-24.06,2500.58,-35.27,4884.0,-37.89,5988.59,-33.12,7325.52,-24.17,25369.16
0814_184543,#OK5,ANT,40,0.2,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.17,7.1,-21.09,2382.78,25.5,2443.36,-23.46,2482.0,-34.47,4884.32,-38.49,7089.42,-34.66,7320.96,-25.83,25443.38
0814_184610,#OK5,ANT,40,0.2,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.27,6.96,-19.31,2382.78,25.55,2443.28,-19.52,2482.0,-34.07,4884.16,-37.88,6945.93,-34.29,7326.0,-25.82,25332.06
0814_184637,#OK5,ANT,40,0.2,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.35,6.88,-19.44,2382.78,25.59,2443.44,-17.76,2482.0,-31.69,4884.16,-37.84,6076.03,-31.8,7317.84,-24.89,25424.83
0814_184703,#OK5,ANT,40,0.2,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.38,7.16,-19.23,2382.78,25.64,2443.44,-21.25,2482.0,-29.87,4884.0,-38.27,7006.46,-31.02,7326.0,-25.52,25721.69
0814_184730,#OK5,ANT,40,0.2,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.33,7.48,-21.07,2382.78,25.57,2443.44,-18.44,2500.58,-29.21,4884.16,-37.72,5970.66,-32.55,7319.76,-25.31,24979.53
0814_184757,#OK5,ANT,40,0.2,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.18,7.36,-21.2,2380.38,25.41,2443.28,-20.33,2500.58,-31.43,4884.16,-37.62,5392.22,-32.52,7330.8,-25.02,25480.49
0814_184824,#OK5,ANT,40,0.2,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.08,7.61,-21.36,2382.78,25.33,2443.28,-20.65,2488.97,-33.98,4884.0,-38.58,6419.06,-31.6,7324.56,-25.51,24886.76
0814_184850,#OK5,ANT,40,0.2,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.03,7.57,-21.27,2382.78,25.27,2443.36,-22.47,2500.58,-35.23,4884.32,-38.1,6002.05,-33.73,7324.56,-25.9,25777.35
0814_184917,#OK5,ANT,40,0.1,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.35,7.32,-21.78,2382.78,25.61,2443.44,-22.34,2500.58,-33.49,4883.84,-37.02,6533.4,-32.87,7326.0,-25.23,25777.35
0814_184944,#OK5,ANT,40,0.1,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.38,7.16,-20.47,2382.78,25.46,2443.2,-22.14,2500.58,-32.88,4884.32,-38.16,5246.49,-33.7,7325.28,-25.28,25499.04
0814_185010,#OK5,ANT,40,0.1,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.43,7.11,-20.37,2382.78,25.64,2443.28,-23.36,2500.58,-33.03,4884.0,-36.82,6614.11,-33.26,7319.76,-24.98,25220.73
0814_185037,#OK5,ANT,40,0.1,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.48,7.24,-20.21,2382.78,25.79,2443.44,-21.03,2482.0,-31.75,4883.84,-37.16,6011.01,-32.27,7325.76,-24.36,25740.24
0814_185104,#OK5,ANT,40,0.1,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.48,7.21,-20.72,2382.78,25.69,2443.44,-22.1,2482.0,-31.14,4884.16,-37.93,6358.52,-30.63,7326.0,-24.27,25795.91
0814_185131,#OK5,ANT,40,0.1,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.45,7.35,-20.74,2382.78,25.73,2443.44,-20.82,2500.58,-30.15,4884.32,-37.38,5912.37,-32.12,7334.88,-24.91,25758.8
0814_185157,#OK5,ANT,40,0.1,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.4,7.51,-21.11,2382.78,25.73,2443.36,-21.16,2500.58,-30.78,4884.0,-38.07,6576.0,-31.57,7317.84,-26.11,25499.04
0814_185224,#OK5,ANT,40,0.1,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.35,7.51,-21.43,2382.78,25.54,2443.28,-20.82,2500.58,-33.01,4884.16,-38.33,5053.68,-32.49,7331.04,-25.82,25758.8
0814_185251,#OK5,ANT,40,0.1,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.34,7.25,-21.35,2382.78,25.68,2443.36,-21.83,2491.29,-32.72,4884.0,-37.46,5970.66,-32.95,7325.76,-25.63,25721.69
0814_185318,#OK5,ANT,40,0.0,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,27.46,7.37,-20.91,2382.78,25.58,2443.2,-21.75,2500.58,-32.1,4884.16,-37.5,6006.53,-32.1,7318.8,-25.24,25313.5
0814_185353,#OK5,ANT,40,0.9,-180,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-12.09,2402.0,9.33,2440.48,-17.0,2482.0,-39.53,4962.4,-37.63,6226.25,-37.84,7269.84,-25.44,25795.91
0814_185420,#OK5,ANT,40,0.9,-165,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-8.94,2399.6,9.51,2445.52,-16.71,2484.32,-39.4,4874.4,-37.55,6156.74,-38.29,7249.68,-24.76,24886.76
0814_185448,#OK5,ANT,40,0.9,-150,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-8.37,2402.0,9.91,2432.08,-14.0,2486.64,-38.77,4961.6,-38.35,6676.89,-38.55,7294.32,-25.88,25461.93
0814_185516,#OK5,ANT,40,0.9,-135,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-6.81,2402.0,11.19,2430.16,-15.18,2484.32,-39.06,4962.08,-38.05,6026.71,-38.35,7319.28,-24.87,25573.26
0814_185543,#OK5,ANT,40,0.9,-120,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-6.39,2402.0,12.19,2431.28,-11.31,2484.32,-39.24,4961.44,-37.9,5946.0,-38.52,7423.68,-25.61,25833.01
0814_185611,#OK5,ANT,40,0.9,-105,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-3.82,2399.6,11.77,2434.88,-12.66,2488.97,-39.73,4910.88,-38.65,6055.85,-38.43,7263.12,-24.77,25721.69
0814_185638,#OK5,ANT,40,0.9,-90,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-4.62,2392.39,11.98,2424.0,-11.04,2482.0,-38.59,4954.56,-38.11,6011.01,-38.49,7223.52,-24.62,25406.27
0814_185707,#OK5,ANT,40,0.9,-75,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,16.84,9.54,-6.4,2399.6,12.71,2450.64,-9.02,2482.0,-38.47,4876.32,-38.31,7093.9,-38.72,7398.72,-25.93,25090.85
0814_185735,#OK5,ANT,40,0.9,-60,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,17.19,9.45,-7.84,2402.0,13.47,2437.2,-7.05,2488.97,-38.38,4963.36,-35.95,6250.91,-38.39,7247.28,-25.73,25795.91
0814_185803,#OK5,ANT,40,0.9,-45,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-7.46,2402.0,14.15,2451.36,-6.89,2482.0,-38.74,4893.12,-38.35,6903.33,-38.51,7276.32,-24.97,25443.38
0814_185831,#OK5,ANT,40,0.9,-30,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-8.89,2397.2,14.51,2454.4,-5.39,2486.64,-37.13,4888.48,-37.81,5954.96,-38.9,7440.96,-24.86,25276.39
0814_185859,#OK5,ANT,40,0.9,-15,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,17.33,8.61,-12.21,2402.0,13.29,2451.2,-7.85,2484.32,-38.36,4884.48,-37.96,6699.31,-39.06,7339.44,-25.52,25758.8
0814_185927,#OK5,ANT,40,0.9,0,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,16.95,12.45,-12.0,2402.0,13.02,2440.24,-10.5,2484.32,-38.33,4885.12,-37.98,6948.17,-38.91,7243.44,-25.81,25499.04
0814_185955,#OK5,ANT,40,0.9,15,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,16.46,11.75,-12.47,2402.0,12.15,2455.92,-11.79,2482.0,-38.89,4893.92,-38.35,6080.52,-38.34,7431.6,-23.55,24886.76
0814_190024,#OK5,ANT,40,0.9,30,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,15.87,10.53,-12.92,2402.0,11.96,2428.32,-12.62,2482.0,-39.52,4915.84,-38.32,6486.32,-38.89,7223.28,-24.68,25461.93
0814_190052,#OK5,ANT,40,0.9,45,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,15.31,8.12,-13.24,2402.0,10.96,2437.84,-14.68,2482.0,-39.34,4925.28,-37.73,6042.4,-38.31,7237.92,-25.95,25851.57
0814_190120,#OK5,ANT,40,0.9,60,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,14.76,8.79,-14.69,2402.0,11.28,2450.16,-15.2,2484.32,-40.03,4919.84,-37.9,6896.6,-37.94,7433.76,-24.95,25480.49
0814_190149,#OK5,ANT,40,0.9,75,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,14.26,8.08,-14.58,2402.0,10.4,2445.84,-17.24,2484.32,-39.31,4871.68,-38.16,6605.14,-37.92,7444.8,-26.35,25944.34
0814_190217,#OK5,ANT,40,0.9,90,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,13.75,8.39,-14.26,2402.0,8.96,2453.68,-15.84,2482.0,-39.63,4940.96,-37.84,6914.54,-38.15,7216.56,-25.73,25424.83
0814_190245,#OK5,ANT,40,0.9,105,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,13.21,8.02,-14.25,2402.0,8.84,2444.88,-17.91,2484.32,-38.77,4944.96,-38.19,6089.48,-38.14,7403.76,-24.95,25220.73
0814_190313,#OK5,ANT,40,0.9,120,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,13.18,9.73,-14.67,2402.0,8.44,2441.04,-17.13,2484.32,-39.4,4935.04,-37.89,6925.75,-37.72,7444.8,-25.74,25740.24
0814_190342,#OK5,ANT,40,0.9,135,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,11.66,9.36,-14.9,2402.0,7.39,2427.52,-19.04,2482.0,-38.96,4949.92,-36.78,6784.5,-38.1,7240.08,-25.23,25758.8
0814_190409,#OK5,ANT,40,0.9,150,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-13.77,2402.0,7.61,2428.72,-18.02,2482.0,-39.27,4920.0,-38.15,7145.47,-39.02,7251.12,-25.53,24942.42
0814_190437,#OK5,ANT,40,0.9,165,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-12.41,2402.0,8.62,2432.56,-16.73,2484.32,-38.73,4952.0,-38.08,5977.38,-38.87,7426.8,-24.96,25480.49
0814_190505,#OK5,ANT,40,0.8,-180,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-6.88,2402.0,13.04,2444.32,-10.72,2486.64,-39.01,4919.52,-38.31,5957.21,-38.66,7214.64,-25.52,25480.49
0814_190532,#OK5,ANT,40,0.8,-165,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-4.66,2402.0,14.31,2428.16,-10.35,2482.0,-39.33,4922.72,-38.31,7089.42,-39.09,7346.16,-25.01,25758.8
0814_190600,#OK5,ANT,40,0.8,-150,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-3.5,2397.2,13.82,2425.04,-10.84,2482.0,-38.96,4927.52,-38.34,5957.21,-38.36,7419.12,-24.54,25480.49
0814_190628,#OK5,ANT,40,0.8,-135,testmode_8819h_0805.bin,2442,7,5 0,1 1,28,r 403422c8  [0x403422C8] = 0x00FFD179    ,-999.0,-999.0,-4.45,2402.0,14.88,2426.88,-10.1,2482.0,-39.06,4946.88,-38.0,5981.87,-39.03,7429.92,-25.77,25981.45
