test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03 to fch-40), Band2, (fch-40 to fch+40), Band3, (fch+40 to 2fch-80), Band4, (2fch-80 to 2fch+80),Band5, (2fch+80 to 3fch-120), Band6, (3fch-120 to 3fch+120),Band, 7(3fch+120 to 26)
0813_215220,#OK1,ANT,40,0.5,-140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.77,17.09,-20.64,2402.0,23.83,2452.16,-9.9,2482.0,-24.69,4903.84,-37.67,6237.46,-37.94,7362.48,-24.79,25499.04
0813_215259,#OK1,ANT,40,0.5,-120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.69,14.8,-19.13,2402.0,24.03,2452.08,-9.83,2488.97,-24.59,4904.0,-38.14,6248.67,-36.91,7348.56,-24.85,25721.69
0813_215337,#OK1,ANT,40,0.5,-100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.65,14.85,-19.9,2402.0,23.77,2453.2,-11.62,2482.0,-24.88,4904.0,-37.92,6416.82,-37.85,7359.84,-25.48,25944.34
0813_215416,#OK1,ANT,40,0.5,-80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.64,14.7,-18.6,2402.0,24.2,2453.28,-9.92,2488.97,-24.13,4904.0,-37.91,6022.22,-38.3,7435.44,-25.15,25461.93
0813_215455,#OK1,ANT,40,0.5,-60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.65,14.76,-19.11,2402.0,23.52,2452.96,-8.1,2482.0,-24.4,4904.0,-38.22,7053.54,-37.22,7364.4,-24.95,25406.27
0813_215534,#OK1,ANT,40,0.5,-40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.71,14.93,-18.71,2402.0,23.44,2451.12,-10.31,2491.29,-24.37,4904.16,-38.12,6510.98,-37.6,7360.8,-24.5,25795.91
0813_215612,#OK1,ANT,40,0.5,-20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.78,14.74,-20.09,2402.0,23.59,2452.4,-8.7,2482.0,-26.62,4904.0,-36.91,5946.0,-38.17,7250.64,-24.43,25202.18
0813_215651,#OK1,ANT,40,0.5,0,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.84,17.85,-18.71,2402.0,23.57,2450.96,-8.85,2482.0,-27.49,4903.68,-36.94,5984.11,-38.15,7364.4,-23.45,25517.6
0813_215730,#OK1,ANT,40,0.5,20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.94,14.79,-18.53,2402.0,24.06,2452.96,-12.03,2484.32,-26.39,4904.16,-37.73,5654.54,-37.26,7255.92,-24.93,25165.07
0813_215758,#OK1,ANT,40,0.5,40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.33,14.94,-27.7,2382.78,22.32,2450.96,-17.0,2482.0,-33.73,4903.84,-37.52,4999.87,-38.44,7330.8,-25.0,25833.01
0813_215826,#OK1,ANT,40,0.5,60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.78,14.96,-26.63,2382.78,22.99,2452.08,-18.73,2482.0,-27.22,4904.32,-37.42,7145.47,-36.95,7236.96,-25.96,25962.89
0813_215854,#OK1,ANT,40,0.5,80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.2,14.79,-24.63,2402.0,23.64,2453.52,-13.02,2482.0,-29.04,4903.36,-38.27,5641.08,-38.59,7429.68,-24.13,25183.62
0813_215922,#OK1,ANT,40,0.5,100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.57,14.73,-24.81,2402.0,23.25,2452.0,-13.77,2482.0,-24.63,4904.32,-37.65,6040.16,-38.77,7439.52,-23.96,25499.04
0813_215950,#OK1,ANT,40,0.5,120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.88,14.47,-23.38,2402.0,23.81,2453.2,-13.18,2488.97,-26.43,4904.0,-36.78,6008.77,-38.43,7390.8,-25.2,25777.35
0813_220019,#OK1,ANT,40,0.5,140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.06,19.82,-21.39,2402.0,23.91,2452.16,-9.42,2482.0,-25.77,4903.84,-38.15,6910.06,-37.63,7355.04,-24.84,25907.23
0813_220047,#OK1,ANT,40,0.5,160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.06,14.73,-21.65,2402.0,23.8,2452.16,-8.65,2482.0,-26.36,4904.0,-37.79,5950.48,-36.18,7363.2,-24.59,25795.91
0813_220125,#OK1,ANT,40,0.4,-180,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.4,14.74,-23.48,2402.0,24.61,2453.6,-8.77,2482.0,-27.67,4904.0,-37.93,5354.11,-38.14,7356.72,-25.25,25795.91
0813_220204,#OK1,ANT,40,0.4,-150,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.33,14.67,-23.36,2402.0,24.27,2450.8,-8.54,2482.0,-26.21,4904.0,-37.45,6170.2,-37.74,7362.48,-25.46,25814.46
0813_220243,#OK1,ANT,40,0.4,-120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.23,14.65,-22.31,2402.0,24.02,2451.12,-9.84,2488.97,-25.59,4904.0,-38.15,5647.81,-36.32,7349.28,-25.34,25313.5
0813_220322,#OK1,ANT,40,0.4,-90,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,26.17,14.65,-21.52,2402.0,24.54,2453.44,-8.61,2488.97,-25.37,4904.48,-38.09,5885.46,-37.4,7351.92,-24.5,24627.0
