BoardNo, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg,,,
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,155,5 11,0 0,4000,12,r 403422c8  [0x403422C8] = 0x1B3F5C72    ,13.41,-39.56,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,42,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x1A3F4D8F    ,16.37,-35.07,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,58,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x133F4CC0    ,16.00,-35.91,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,106,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x133F4C72    ,15.32,-36.35,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,122,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x133F4C81    ,16.19,-36.22,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,138,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x133F4C81    ,15.41,-36.57,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,155,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0x133F4C88    ,14.73,-36.04,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,42,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x193F6EC0    ,20.07,-29.18,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,58,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x193F6EAB    ,20.12,-29.59,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,106,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x123F6DAB    ,19.98,-27.34,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,122,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x123F6D97    ,18.34,-31.81,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,138,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x123F6D99    ,17.69,-31.76,NA,NA,NA
#TT_H2_3,testmode_8820_1120_apc_oft_1.bin,155,5 0,0 0,4000,18,r 403422c8  [0x403422C8] = 0x123F6DA9    ,17.58,-30.89,NA,NA,NA
