#A1_ANT0,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,18,r 403422c8  [0x403422C8] = 0xDE3F5D87    ,18.48,-41.15,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,20,r 403422c8  [0x403422C8] = 0xDF3F5F8F    ,20.29,-32.18,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,22,r 403422c8  [0x403422C8] = 0xDF3F5FB4    ,21.97,-23.90,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,0,r 403422c8  [0x403422C8] = 0xC23F5585    ,0.71,-44.66,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,2,r 403422c8  [0x403422C8] = 0xC23F55A6    ,2.67,-44.13,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,4,r 403422c8  [0x403422C8] = 0xC33F5784    ,4.56,-43.83,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,6,r 403422c8  [0x403422C8] = 0xC33F57A6    ,6.60,-42.88,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,8,r 403422c8  [0x403422C8] = 0xD43F597B    ,8.69,-43.47,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,10,r 403422c8  [0x403422C8] = 0xD43F599B    ,10.65,-43.82,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,12,r 403422c8  [0x403422C8] = 0xD53F5B72    ,12.62,-42.14,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0xD53F5B90    ,14.64,-42.22,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,16,r 403422c8  [0x403422C8] = 0xDE3F5D6D    ,16.56,-43.24,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,18,r 403422c8  [0x403422C8] = 0xDE3F5D89    ,18.50,-40.18,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,20,r 403422c8  [0x403422C8] = 0xDF3F5F8E    ,20.33,-31.59,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,22,r 403422c8  [0x403422C8] = 0xDF3F5FB2    ,21.99,-23.44,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,0,r 403422c8  [0x403422C8] = 0xC23F5585    ,0.97,-44.77,NA,NA,NA
