bits,init_value,pwr0,pwr1,pwr2,pwr3,pwr4,pwr5,pwr6,pwr7,init_pwr
2:0,7.995,8.64,9.762,8.355,7.713,5.804,9.31,7.086,8.471,"
","
","
"
