Transferring testmode_8820h_test.bin...
ch, pa_vh_vbit, avss_hd1, dtmx_vh_vbit, dtmx_vlo_vbit, dtmx_dac_cscd_vbit, ms_pwr, ms_evm
42,0,2,0,6,6,7.87,-37.79
42,0,2,0,6,7,7.81,-37.75
42,0,2,0,6,8,7.70,-38.02
42,0,2,0,6,9,7.55,-38.66
42,0,2,0,6,10,7.55,-38.02
42,0,2,0,6,11,7.34,-39.24
42,0,2,0,6,12,7.28,-38.93
42,0,2,0,6,13,7.23,-39.13
42,0,2,0,6,14,7.18,-39.13
42,0,2,0,6,15,7.11,-38.33
42,0,2,0,7,0,6.24,-37.47
42,0,2,0,7,1,6.15,-36.83
42,0,2,0,7,2,6.25,-37.56
42,0,2,0,7,3,6.18,-36.98
42,0,2,0,7,4,6.11,-36.96
42,0,2,0,7,5,5.95,-36.86
42,0,2,0,7,6,5.97,-36.73
42,0,2,0,7,7,5.86,-37.21
42,0,2,0,7,8,5.80,-36.92
42,0,2,0,7,9,5.55,-37.10
42,0,2,0,7,10,5.51,-36.65
42,0,2,0,7,11,5.27,-36.66
42,0,2,0,7,12,5.26,-37.59
42,0,2,0,7,13,5.09,-37.17
42,0,2,0,7,14,5.08,-36.97
42,0,2,0,7,15,5.02,-37.71
42,0,2,1,0,0,12.88,-34.63
42,0,2,1,0,1,12.96,-34.74
42,0,2,1,0,2,12.99,-35.23
42,0,2,1,0,3,13.03,-34.67
42,0,2,1,0,4,13.05,-34.61
42,0,2,1,0,5,13.12,-34.78
42,0,2,1,0,6,13.13,-35.27
42,0,2,1,0,7,13.19,-35.23
42,0,2,1,0,8,13.14,-34.71
42,0,2,1,0,9,13.16,-34.64
42,0,2,1,0,10,13.16,-34.17
42,0,2,1,0,11,13.17,-34.91
42,0,2,1,0,12,13.18,-35.09
42,0,2,1,0,13,13.15,-34.58
42,0,2,1,0,14,13.16,-34.67
42,0,2,1,0,15,13.11,-34.87
42,0,2,1,1,0,12.70,-34.70
42,0,2,1,1,1,12.79,-34.37
42,0,2,1,1,2,12.79,-34.36
42,0,2,1,1,3,12.85,-34.50
42,0,2,1,1,4,12.91,-34.64
42,0,2,1,1,5,13.00,-34.75
42,0,2,1,1,6,12.98,-34.76
42,0,2,1,1,7,13.05,-35.02
42,0,2,1,1,8,13.08,-35.10
42,0,2,1,1,9,13.07,-35.21
42,0,2,1,1,10,13.04,-34.57
42,0,2,1,1,11,13.04,-34.89
42,0,2,1,1,12,13.02,-34.68
42,0,2,1,1,13,13.04,-35.02
42,0,2,1,1,14,12.98,-34.38
42,0,2,1,1,15,12.95,-34.90
42,0,2,1,2,0,12.51,-34.46
42,0,2,1,2,1,12.60,-34.39
42,0,2,1,2,2,12.59,-34.29
42,0,2,1,2,3,12.71,-35.01
42,0,2,1,2,4,12.71,-34.42
42,0,2,1,2,5,12.82,-35.42
42,0,2,1,2,6,12.80,-34.50
42,0,2,1,2,7,12.87,-34.93
42,0,2,1,2,8,12.89,-34.86
42,0,2,1,2,9,12.88,-35.05
42,0,2,1,2,10,12.90,-35.02
42,0,2,1,2,11,12.89,-35.52
42,0,2,1,2,12,12.86,-35.09
42,0,2,1,2,13,12.82,-34.79
42,0,2,1,2,14,12.83,-34.84
42,0,2,1,2,15,12.76,-35.07
42,0,2,1,3,0,12.38,-34.65
42,0,2,1,3,1,12.42,-34.59
42,0,2,1,3,2,12.44,-34.95
42,0,2,1,3,3,12.50,-34.26
42,0,2,1,3,4,12.55,-35.00
42,0,2,1,3,5,12.60,-34.62
42,0,2,1,3,6,12.62,-35.16
42,0,2,1,3,7,12.68,-35.11
42,0,2,1,3,8,12.71,-35.12
42,0,2,1,3,9,12.73,-35.18
42,0,2,1,3,10,12.73,-35.10
42,0,2,1,3,11,12.71,-35.64
42,0,2,1,3,12,12.68,-35.61
42,0,2,1,3,13,12.65,-35.84
42,0,2,1,3,14,12.59,-35.01
42,0,2,1,3,15,12.54,-35.00
42,0,2,1,4,0,12.19,-34.85
42,0,2,1,4,1,12.30,-35.67
42,0,2,1,4,2,12.25,-34.63
42,0,2,1,4,3,12.34,-35.21
42,0,2,1,4,4,12.35,-34.58
42,0,2,1,4,5,12.42,-35.05
42,0,2,1,4,6,12.42,-34.92
42,0,2,1,4,7,12.49,-35.06
42,0,2,1,4,8,12.51,-35.22
42,0,2,1,4,9,12.53,-35.29
42,0,2,1,4,10,12.56,-35.99
42,0,2,1,4,11,12.48,-35.53
42,0,2,1,4,12,12.45,-35.60
42,0,2,1,4,13,12.37,-35.84
42,0,2,1,4,14,12.38,-36.04
42,0,2,1,4,15,12.32,-35.83
42,0,2,1,5,0,11.95,-35.09
42,0,2,1,5,1,12.08,-35.82
42,0,2,1,5,2,12.07,-35.97
42,0,2,1,5,3,12.15,-35.86
42,0,2,1,5,4,12.13,-35.14
42,0,2,1,5,5,12.22,-35.52
42,0,2,1,5,6,12.20,-35.30
42,0,2,1,5,7,12.27,-35.24
42,0,2,1,5,8,12.28,-35.38
42,0,2,1,5,9,12.29,-35.52
42,0,2,1,5,10,12.30,-35.80
42,0,2,1,5,11,12.23,-35.87
42,0,2,1,5,12,12.18,-35.70
42,0,2,1,5,13,12.09,-35.81
42,0,2,1,5,14,12.10,-36.39
42,0,2,1,5,15,12.04,-36.37
42,0,2,1,6,0,11.71,-36.24
42,0,2,1,6,1,11.75,-35.76
42,0,2,1,6,2,11.74,-35.68
42,0,2,1,6,3,11.81,-35.86
42,0,2,1,6,4,11.85,-36.41
42,0,2,1,6,5,11.92,-36.02
42,0,2,1,6,6,11.90,-35.86
42,0,2,1,6,7,11.95,-36.61
42,0,2,1,6,8,11.94,-36.39
42,0,2,1,6,9,11.95,-36.34
42,0,2,1,6,10,11.94,-36.30
42,0,2,1,6,11,11.87,-36.71
42,0,2,1,6,12,11.81,-36.66
42,0,2,1,6,13,11.70,-37.00
42,0,2,1,6,14,11.67,-36.44
42,0,2,1,6,15,11.61,-36.64
42,0,2,1,7,0,11.24,-36.83
42,0,2,1,7,1,11.25,-36.59
42,0,2,1,7,2,11.25,-36.61
42,0,2,1,7,3,11.30,-36.51
42,0,2,1,7,4,11.33,-37.23
42,0,2,1,7,5,11.37,-36.87
42,0,2,1,7,6,11.38,-36.80
42,0,2,1,7,7,11.41,-36.99
42,0,2,1,7,8,11.40,-36.92
42,0,2,1,7,9,11.39,-37.39
42,0,2,1,7,10,11.37,-37.10
42,0,2,1,7,11,11.27,-38.06
42,0,2,1,7,12,11.18,-37.92
42,0,2,1,7,13,10.97,-37.68
42,0,2,1,7,14,11.01,-38.25
42,0,2,1,7,15,10.88,-37.24
42,0,2,2,0,0,13.05,-34.49
42,0,2,2,0,1,13.17,-34.52
42,0,2,2,0,2,13.16,-34.32
42,0,2,2,0,3,13.25,-34.16
42,0,2,2,0,4,13.28,-34.57
42,0,2,2,0,5,13.36,-34.10
42,0,2,2,0,6,13.35,-34.08
42,0,2,2,0,7,13.43,-34.43
42,0,2,2,0,8,13.41,-34.48
42,0,2,2,0,9,13.45,-34.85
42,0,2,2,0,10,13.45,-34.74
42,0,2,2,0,11,13.43,-34.31
42,0,2,2,0,12,13.43,-34.20
42,0,2,2,0,13,13.46,-34.64
42,0,2,2,0,14,13.43,-34.14
42,0,2,2,0,15,13.41,-34.53
42,0,2,2,1,0,12.95,-34.01
42,0,2,2,1,1,13.06,-34.16
42,0,2,2,1,2,13.05,-33.89
42,0,2,2,1,3,13.17,-34.42
42,0,2,2,1,4,13.21,-34.56
42,0,2,2,1,5,13.29,-34.59
42,0,2,2,1,6,13.31,-34.70
42,0,2,2,1,7,13.39,-34.37
42,0,2,2,1,8,13.40,-34.53
42,0,2,2,1,9,13.44,-34.16
42,0,2,2,1,10,13.45,-34.42
42,0,2,2,1,11,13.46,-34.92
42,0,2,2,1,12,13.42,-34.62
42,0,2,2,1,13,13.42,-34.43
42,0,2,2,1,14,13.42,-34.48
42,0,2,2,1,15,13.40,-34.37
42,0,2,2,2,0,12.90,-34.33
42,0,2,2,2,1,12.96,-33.96
42,0,2,2,2,2,12.95,-33.83
42,0,2,2,2,3,13.04,-33.79
42,0,2,2,2,4,13.09,-34.24
42,0,2,2,2,5,13.18,-34.43
42,0,2,2,2,6,13.15,-33.74
42,0,2,2,2,7,13.27,-34.32
42,0,2,2,2,8,13.30,-34.19
42,0,2,2,2,9,13.35,-34.09
42,0,2,2,2,10,13.37,-34.84
42,0,2,2,2,11,13.41,-34.60
42,0,2,2,2,12,13.39,-34.80
42,0,2,2,2,13,13.36,-34.54
42,0,2,2,2,14,13.40,-34.85
42,0,2,2,2,15,13.32,-34.62
42,0,2,2,3,0,12.75,-33.97
42,0,2,2,3,1,12.84,-33.96
42,0,2,2,3,2,12.84,-34.09
42,0,2,2,3,3,12.93,-34.37
42,0,2,2,3,4,12.94,-34.10
42,0,2,2,3,5,13.02,-33.95
42,0,2,2,3,6,13.04,-34.25
42,0,2,2,3,7,13.15,-34.45
42,0,2,2,3,8,13.15,-34.22
42,0,2,2,3,9,13.24,-34.17
42,0,2,2,3,10,13.25,-34.55
42,0,2,2,3,11,13.26,-34.19
42,0,2,2,3,12,13.28,-34.82
42,0,2,2,3,13,13.24,-34.70
42,0,2,2,3,14,13.25,-35.22
42,0,2,2,3,15,13.21,-35.26
42,0,2,2,4,0,12.66,-34.55
42,0,2,2,4,1,12.73,-34.25
42,0,2,2,4,2,12.72,-34.07
42,0,2,2,4,3,12.81,-34.52
42,0,2,2,4,4,12.84,-34.68
42,0,2,2,4,5,12.86,-33.91
42,0,2,2,4,6,12.90,-34.44
42,0,2,2,4,7,12.99,-34.40
42,0,2,2,4,8,12.99,-34.10
42,0,2,2,4,9,13.12,-34.82
42,0,2,2,4,10,13.10,-34.37
42,0,2,2,4,11,13.15,-34.58
42,0,2,2,4,12,13.15,-35.10
42,0,2,2,4,13,13.08,-34.75
42,0,2,2,4,14,13.10,-34.69
42,0,2,2,4,15,13.06,-35.05
42,0,2,2,5,0,12.51,-34.64
42,0,2,2,5,1,12.58,-34.67
42,0,2,2,5,2,12.57,-34.30
42,0,2,2,5,3,12.67,-34.97
42,0,2,2,5,4,12.65,-34.12
42,0,2,2,5,5,12.75,-34.67
42,0,2,2,5,6,12.76,-34.59
42,0,2,2,5,7,12.82,-34.22
42,0,2,2,5,8,12.82,-34.24
42,0,2,2,5,9,12.95,-34.83
42,0,2,2,5,10,12.95,-34.72
42,0,2,2,5,11,13.00,-34.79
42,0,2,2,5,12,13.02,-35.48
42,0,2,2,5,13,12.93,-35.41
42,0,2,2,5,14,12.94,-35.12
42,0,2,2,5,15,12.88,-35.54
42,0,2,2,6,0,12.35,-34.41
42,0,2,2,6,1,12.42,-34.41
42,0,2,2,6,2,12.42,-34.69
42,0,2,2,6,3,12.49,-34.28
42,0,2,2,6,4,12.55,-34.88
42,0,2,2,6,5,12.58,-34.40
42,0,2,2,6,6,12.59,-34.74
42,0,2,2,6,7,12.66,-34.25
42,0,2,2,6,8,12.68,-34.64
42,0,2,2,6,9,12.81,-35.26
42,0,2,2,6,10,12.77,-34.63
42,0,2,2,6,11,12.86,-35.46
42,0,2,2,6,12,12.86,-35.68
42,0,2,2,6,13,12.73,-34.97
42,0,2,2,6,14,12.72,-35.07
42,0,2,2,6,15,12.63,-35.27
42,0,2,2,7,0,12.19,-35.22
42,0,2,2,7,1,12.26,-35.02
42,0,2,2,7,2,12.26,-35.01
42,0,2,2,7,3,12.34,-34.99
42,0,2,2,7,4,12.32,-34.57
42,0,2,2,7,5,12.41,-34.71
42,0,2,2,7,6,12.41,-34.78
42,0,2,2,7,7,12.47,-34.72
42,0,2,2,7,8,12.50,-35.25
42,0,2,2,7,9,12.58,-35.42
42,0,2,2,7,10,12.61,-35.50
42,0,2,2,7,11,12.62,-35.15
42,0,2,2,7,12,12.62,-35.51
42,0,2,2,7,13,12.48,-35.47
42,0,2,2,7,14,12.47,-35.52
42,0,2,2,7,15,12.36,-35.23
42,0,2,3,0,0,13.15,-33.29
42,0,2,3,0,1,13.23,-33.15
42,0,2,3,0,2,13.25,-33.61
42,0,2,3,0,3,13.37,-33.99
42,0,2,3,0,4,13.40,-34.00
42,0,2,3,0,5,13.46,-33.39
42,0,2,3,0,6,13.48,-33.93
42,0,2,3,0,7,13.53,-33.78
42,0,2,3,0,8,13.54,-33.57
42,0,2,3,0,9,13.57,-33.73
42,0,2,3,0,10,13.57,-34.01
42,0,2,3,0,11,13.59,-34.12
42,0,2,3,0,12,13.57,-33.81
42,0,2,3,0,13,13.58,-33.98
42,0,2,3,0,14,13.59,-34.16
42,0,2,3,0,15,13.53,-33.77
42,0,2,3,1,0,13.08,-33.34
42,0,2,3,1,1,13.16,-33.28
42,0,2,3,1,2,13.16,-33.19
42,0,2,3,1,3,13.27,-33.35
42,0,2,3,1,4,13.29,-33.47
42,0,2,3,1,5,13.42,-33.73
42,0,2,3,1,6,13.41,-33.53
42,0,2,3,1,7,13.50,-33.68
42,0,2,3,1,8,13.52,-33.85
42,0,2,3,1,9,13.61,-33.77
42,0,2,3,1,10,13.59,-33.66
42,0,2,3,1,11,13.63,-34.23
42,0,2,3,1,12,13.60,-33.71
42,0,2,3,1,13,13.60,-33.75
42,0,2,3,1,14,13.58,-33.51
42,0,2,3,1,15,13.55,-33.60
42,0,2,3,2,0,13.05,-33.62
42,0,2,3,2,1,13.11,-33.26
42,0,2,3,2,2,13.15,-33.59
42,0,2,3,2,3,13.22,-33.76
42,0,2,3,2,4,13.24,-33.37
42,0,2,3,2,5,13.32,-33.38
42,0,2,3,2,6,13.31,-33.01
42,0,2,3,2,7,13.43,-33.59
42,0,2,3,2,8,13.45,-33.48
42,0,2,3,2,9,13.56,-33.66
42,0,2,3,2,10,13.55,-33.16
42,0,2,3,2,11,13.58,-33.34
42,0,2,3,2,12,13.62,-33.90
42,0,2,3,2,13,13.60,-34.02
42,0,2,3,2,14,13.57,-33.44
42,0,2,3,2,15,13.56,-33.91
42,0,2,3,3,0,12.96,-33.05
42,0,2,3,3,1,13.05,-33.29
42,0,2,3,3,2,13.03,-32.96
42,0,2,3,3,3,13.13,-33.26
42,0,2,3,3,4,13.16,-33.29
42,0,2,3,3,5,13.25,-33.38
42,0,2,3,3,6,13.27,-33.47
42,0,2,3,3,7,13.35,-33.27
42,0,2,3,3,8,13.37,-33.47
42,0,2,3,3,9,13.50,-33.48
42,0,2,3,3,10,13.53,-34.07
42,0,2,3,3,11,13.60,-33.76
42,0,2,3,3,12,13.60,-33.96
42,0,2,3,3,13,13.57,-33.91
42,0,2,3,3,14,13.56,-33.86
42,0,2,3,3,15,13.51,-33.75
42,0,2,3,4,0,12.93,-33.67
42,0,2,3,4,1,13.00,-33.37
42,0,2,3,4,2,12.97,-33.18
42,0,2,3,4,3,13.09,-33.54
42,0,2,3,4,4,13.08,-33.16
42,0,2,3,4,5,13.18,-33.55
42,0,2,3,4,6,13.19,-33.65
42,0,2,3,4,7,13.28,-33.68
42,0,2,3,4,8,13.31,-33.48
42,0,2,3,4,9,13.41,-33.30
42,0,2,3,4,10,13.41,-33.53
42,0,2,3,4,11,13.53,-33.85
42,0,2,3,4,12,13.54,-33.63
42,0,2,3,4,13,13.52,-33.95
42,0,2,3,4,14,13.52,-33.53
42,0,2,3,4,15,13.50,-34.33
42,0,2,3,5,0,12.87,-33.76
42,0,2,3,5,1,12.94,-33.49
42,0,2,3,5,2,12.91,-33.39
42,0,2,3,5,3,12.97,-33.17
42,0,2,3,5,4,13.00,-33.64
42,0,2,3,5,5,13.07,-33.37
42,0,2,3,5,6,13.08,-33.64
42,0,2,3,5,7,13.14,-33.30
42,0,2,3,5,8,13.15,-33.22
42,0,2,3,5,9,13.29,-33.35
42,0,2,3,5,10,13.26,-33.36
42,0,2,3,5,11,13.43,-33.81
42,0,2,3,5,12,13.45,-33.95
42,0,2,3,5,13,13.42,-34.01
42,0,2,3,5,14,13.42,-34.18
42,0,2,3,5,15,13.38,-34.02
42,0,2,3,6,0,12.72,-33.28
42,0,2,3,6,1,12.81,-33.62
42,0,2,3,6,2,12.78,-33.32
42,0,2,3,6,3,12.86,-33.27
42,0,2,3,6,4,12.90,-33.77
42,0,2,3,6,5,12.94,-33.38
42,0,2,3,6,6,12.97,-33.73
42,0,2,3,6,7,13.03,-33.25
42,0,2,3,6,8,13.04,-33.29
42,0,2,3,6,9,13.13,-33.32
42,0,2,3,6,10,13.15,-33.75
42,0,2,3,6,11,13.24,-33.22
42,0,2,3,6,12,13.29,-33.38
42,0,2,3,6,13,13.31,-33.97
42,0,2,3,6,14,13.30,-33.75
42,0,2,3,6,15,13.23,-34.09
42,0,2,3,7,0,12.58,-33.29
42,0,2,3,7,1,12.67,-33.87
42,0,2,3,7,2,12.67,-33.63
42,0,2,3,7,3,12.76,-33.71
42,0,2,3,7,4,12.75,-33.74
42,0,2,3,7,5,12.81,-33.33
42,0,2,3,7,6,12.83,-33.78
42,0,2,3,7,7,12.88,-33.37
42,0,2,3,7,8,12.89,-33.28
42,0,2,3,7,9,13.00,-33.81
42,0,2,3,7,10,13.01,-33.72
42,0,2,3,7,11,13.15,-34.06
42,0,2,3,7,12,13.15,-33.86
42,0,2,3,7,13,13.14,-34.14
42,0,2,3,7,14,13.16,-34.79
42,0,2,3,7,15,13.04,-34.05
42,0,2,4,0,0,13.20,-33.48
42,0,2,4,0,1,13.32,-33.80
42,0,2,4,0,2,13.28,-33.26
42,0,2,4,0,3,13.42,-33.87
42,0,2,4,0,4,13.43,-33.58
42,0,2,4,0,5,13.53,-33.67
42,0,2,4,0,6,13.53,-33.54
42,0,2,4,0,7,13.61,-33.75
42,0,2,4,0,8,13.63,-33.44
42,0,2,4,0,9,13.63,-33.28
42,0,2,4,0,10,13.63,-33.51
42,0,2,4,0,11,13.63,-33.28
42,0,2,4,0,12,13.66,-33.74
42,0,2,4,0,13,13.66,-33.67
42,0,2,4,0,14,13.64,-33.67
42,0,2,4,0,15,13.63,-34.01
42,0,2,4,1,0,13.18,-33.68
42,0,2,4,1,1,13.25,-33.28
42,0,2,4,1,2,13.22,-33.06
42,0,2,4,1,3,13.33,-33.27
42,0,2,4,1,4,13.37,-33.27
42,0,2,4,1,5,13.48,-33.62
42,0,2,4,1,6,13.46,-33.37
42,0,2,4,1,7,13.59,-33.51
42,0,2,4,1,8,13.61,-33.55
42,0,2,4,1,9,13.67,-33.51
42,0,2,4,1,10,13.69,-33.77
42,0,2,4,1,11,13.71,-33.55
42,0,2,4,1,12,13.70,-33.66
42,0,2,4,1,13,13.71,-33.69
42,0,2,4,1,14,13.71,-33.90
42,0,2,4,1,15,13.66,-33.68
42,0,2,4,2,0,13.12,-33.16
42,0,2,4,2,1,13.22,-33.62
42,0,2,4,2,2,13.20,-33.10
42,0,2,4,2,3,13.32,-33.51
42,0,2,4,2,4,13.32,-33.35
42,0,2,4,2,5,13.39,-33.27
42,0,2,4,2,6,13.40,-33.26
42,0,2,4,2,7,13.51,-33.34
42,0,2,4,2,8,13.55,-33.27
42,0,2,4,2,9,13.67,-33.49
42,0,2,4,2,10,13.67,-33.44
42,0,2,4,2,11,13.72,-33.82
42,0,2,4,2,12,13.72,-33.65
42,0,2,4,2,13,13.72,-33.73
42,0,2,4,2,14,13.72,-33.65
42,0,2,4,2,15,13.68,-33.70
42,0,2,4,3,0,13.07,-32.96
42,0,2,4,3,1,13.20,-33.41
42,0,2,4,3,2,13.16,-33.15
42,0,2,4,3,3,13.27,-33.49
42,0,2,4,3,4,13.26,-33.08
42,0,2,4,3,5,13.34,-33.10
42,0,2,4,3,6,13.34,-33.12
42,0,2,4,3,7,13.46,-33.61
42,0,2,4,3,8,13.48,-33.32
42,0,2,4,3,9,13.59,-33.12
42,0,2,4,3,10,13.60,-33.36
42,0,2,4,3,11,13.73,-33.75
42,0,2,4,3,12,13.74,-33.98
42,0,2,4,3,13,13.72,-33.61
42,0,2,4,3,14,13.72,-33.54
42,0,2,4,3,15,13.69,-33.47
42,0,2,4,4,0,13.09,-33.59
42,0,2,4,4,1,13.12,-32.96
42,0,2,4,4,2,13.15,-33.28
42,0,2,4,4,3,13.20,-32.99
42,0,2,4,4,4,13.24,-33.55
42,0,2,4,4,5,13.30,-33.19
42,0,2,4,4,6,13.30,-33.05
42,0,2,4,4,7,13.38,-33.14
42,0,2,4,4,8,13.40,-33.17
42,0,2,4,4,9,13.52,-33.39
42,0,2,4,4,10,13.51,-32.98
42,0,2,4,4,11,13.69,-33.32
42,0,2,4,4,12,13.71,-33.74
42,0,2,4,4,13,13.72,-33.58
42,0,2,4,4,14,13.72,-33.70
42,0,2,4,4,15,13.70,-33.72
42,0,2,4,5,0,13.03,-33.52
42,0,2,4,5,1,13.08,-32.88
42,0,2,4,5,2,13.10,-33.35
42,0,2,4,5,3,13.14,-33.08
42,0,2,4,5,4,13.17,-33.15
42,0,2,4,5,5,13.26,-33.23
42,0,2,4,5,6,13.25,-33.11
42,0,2,4,5,7,13.33,-33.23
42,0,2,4,5,8,13.37,-33.53
42,0,2,4,5,9,13.46,-33.47
42,0,2,4,5,10,13.46,-33.21
42,0,2,4,5,11,13.61,-33.06
42,0,2,4,5,12,13.64,-33.18
42,0,2,4,5,13,13.71,-33.88
42,0,2,4,5,14,13.70,-33.96
42,0,2,4,5,15,13.65,-33.51
42,0,2,4,6,0,12.96,-33.27
42,0,2,4,6,1,13.03,-33.08
42,0,2,4,6,2,13.02,-33.11
42,0,2,4,6,3,13.12,-33.54
42,0,2,4,6,4,13.11,-33.15
42,0,2,4,6,5,13.20,-33.64
42,0,2,4,6,6,13.18,-33.09
42,0,2,4,6,7,13.25,-33.07
42,0,2,4,6,8,13.27,-33.32
42,0,2,4,6,9,13.40,-33.52
42,0,2,4,6,10,13.35,-32.86
42,0,2,4,6,11,13.54,-33.34
42,0,2,4,6,12,13.57,-33.26
42,0,2,4,6,13,13.64,-33.37
42,0,2,4,6,14,13.67,-33.81
42,0,2,4,6,15,13.59,-33.55
42,0,2,4,7,0,12.91,-33.43
42,0,2,4,7,1,12.95,-33.11
42,0,2,4,7,2,12.96,-33.18
42,0,2,4,7,3,13.03,-33.34
42,0,2,4,7,4,13.03,-33.11
42,0,2,4,7,5,13.11,-33.69
42,0,2,4,7,6,13.10,-33.16
42,0,2,4,7,7,13.16,-33.21
42,0,2,4,7,8,13.17,-33.02
42,0,2,4,7,9,13.27,-33.29
42,0,2,4,7,10,13.27,-33.16
42,0,2,4,7,11,13.39,-33.27
42,0,2,4,7,12,13.49,-33.39
42,0,2,4,7,13,13.57,-33.76
42,0,2,4,7,14,13.59,-33.91
42,0,2,4,7,15,13.53,-34.25
42,0,2,5,0,0,13.21,-33.04
42,0,2,5,0,1,13.35,-33.59
42,0,2,5,0,2,13.33,-33.29
42,0,2,5,0,3,13.46,-33.74
42,0,2,5,0,4,13.47,-33.52
42,0,2,5,0,5,13.56,-33.29
42,0,2,5,0,6,13.54,-33.21
42,0,2,5,0,7,13.66,-33.59
42,0,2,5,0,8,13.67,-33.40
42,0,2,5,0,9,13.72,-33.68
42,0,2,5,0,10,13.72,-33.61
42,0,2,5,0,11,13.73,-33.57
42,0,2,5,0,12,13.74,-33.46
42,0,2,5,0,13,13.74,-33.68
42,0,2,5,0,14,13.70,-33.40
42,0,2,5,0,15,13.67,-33.25
42,0,2,5,1,0,13.17,-33.23
42,0,2,5,1,1,13.29,-33.32
42,0,2,5,1,2,13.31,-33.59
42,0,2,5,1,3,13.38,-33.22
42,0,2,5,1,4,13.42,-33.68
42,0,2,5,1,5,13.51,-33.22
42,0,2,5,1,6,13.50,-33.32
42,0,2,5,1,7,13.63,-33.39
42,0,2,5,1,8,13.64,-33.30
42,0,2,5,1,9,13.75,-33.63
42,0,2,5,1,10,13.73,-33.16
42,0,2,5,1,11,13.77,-33.35
42,0,2,5,1,12,13.78,-33.68
42,0,2,5,1,13,13.78,-33.65
42,0,2,5,1,14,13.77,-33.43
42,0,2,5,1,15,13.74,-33.59
42,0,2,5,2,0,13.17,-33.17
42,0,2,5,2,1,13.25,-33.15
42,0,2,5,2,2,13.28,-33.51
42,0,2,5,2,3,13.32,-32.92
42,0,2,5,2,4,13.36,-33.07
42,0,2,5,2,5,13.46,-33.15
42,0,2,5,2,6,13.46,-33.12
42,0,2,5,2,7,13.57,-33.37
42,0,2,5,2,8,13.59,-33.25
42,0,2,5,2,9,13.71,-33.23
42,0,2,5,2,10,13.71,-33.43
42,0,2,5,2,11,13.81,-33.60
42,0,2,5,2,12,13.84,-33.74
42,0,2,5,2,13,13.82,-33.80
42,0,2,5,2,14,13.84,-33.96
42,0,2,5,2,15,13.76,-33.35
42,0,2,5,3,0,13.15,-33.22
42,0,2,5,3,1,13.24,-33.14
42,0,2,5,3,2,13.22,-32.86
42,0,2,5,3,3,13.32,-33.10
42,0,2,5,3,4,13.33,-33.12
42,0,2,5,3,5,13.41,-33.13
42,0,2,5,3,6,13.43,-33.11
42,0,2,5,3,7,13.50,-32.99
42,0,2,5,3,8,13.54,-33.49
42,0,2,5,3,9,13.65,-32.87
42,0,2,5,3,10,13.68,-33.24
42,0,2,5,3,11,13.81,-33.46
42,0,2,5,3,12,13.82,-33.23
42,0,2,5,3,13,13.82,-33.59
42,0,2,5,3,14,13.84,-33.80
42,0,2,5,3,15,13.79,-33.75
42,0,2,5,4,0,13.14,-33.18
42,0,2,5,4,1,13.25,-33.36
42,0,2,5,4,2,13.22,-33.14
42,0,2,5,4,3,13.31,-33.41
42,0,2,5,4,4,13.31,-33.20
42,0,2,5,4,5,13.37,-33.10
42,0,2,5,4,6,13.37,-32.92
42,0,2,5,4,7,13.46,-33.25
42,0,2,5,4,8,13.49,-33.18
42,0,2,5,4,9,13.61,-33.19
42,0,2,5,4,10,13.61,-33.22
42,0,2,5,4,11,13.77,-33.55
42,0,2,5,4,12,13.81,-33.33
42,0,2,5,4,13,13.81,-33.40
42,0,2,5,4,14,13.82,-33.37
42,0,2,5,4,15,13.82,-33.90
42,0,2,5,5,0,13.11,-33.26
42,0,2,5,5,1,13.18,-33.22
42,0,2,5,5,2,13.19,-33.02
42,0,2,5,5,3,13.28,-33.42
42,0,2,5,5,4,13.31,-33.37
42,0,2,5,5,5,13.34,-33.17
42,0,2,5,5,6,13.35,-32.97
42,0,2,5,5,7,13.42,-32.89
42,0,2,5,5,8,13.44,-33.25
42,0,2,5,5,9,13.56,-33.28
42,0,2,5,5,10,13.53,-33.05
42,0,2,5,5,11,13.73,-33.29
42,0,2,5,5,12,13.77,-33.27
42,0,2,5,5,13,13.84,-33.73
42,0,2,5,5,14,13.84,-33.51
42,0,2,5,5,15,13.80,-33.56
42,0,2,5,6,0,13.10,-33.13
42,0,2,5,6,1,13.17,-33.13
42,0,2,5,6,2,13.17,-33.02
42,0,2,5,6,3,13.23,-33.09
42,0,2,5,6,4,13.24,-33.14
42,0,2,5,6,5,13.32,-33.05
42,0,2,5,6,6,13.31,-33.03
42,0,2,5,6,7,13.39,-33.11
42,0,2,5,6,8,13.40,-33.11
42,0,2,5,6,9,13.49,-33.13
42,0,2,5,6,10,13.51,-33.19
42,0,2,5,6,11,13.67,-33.65
42,0,2,5,6,12,13.70,-33.01
42,0,2,5,6,13,13.84,-33.86
42,0,2,5,6,14,13.87,-34.18
42,0,2,5,6,15,13.80,-33.79
42,0,2,5,7,0,13.07,-33.46
42,0,2,5,7,1,13.13,-33.26
42,0,2,5,7,2,13.12,-33.11
42,0,2,5,7,3,13.23,-33.49
42,0,2,5,7,4,13.21,-33.12
42,0,2,5,7,5,13.26,-33.05
42,0,2,5,7,6,13.30,-33.53
42,0,2,5,7,7,13.35,-33.11
42,0,2,5,7,8,13.35,-32.93
42,0,2,5,7,9,13.45,-33.14
42,0,2,5,7,10,13.45,-33.09
42,0,2,5,7,11,13.57,-33.05
