64,3.29404
128,8.896905
192,12.10456
256,14.25976
320,16.14364
384,17.62076
448,19.16136
512,20.42693
576,21.58637
640,22.57084
704,23.36963
768,24.35892
832,24.71921
896,25.6056
960,26.01281
1024,26.03903
1088,26.04033
1152,26.0388
1216,26.03905
1280,26.03642
1344,26.03521
1408,26.03489
1472,26.0305
1536,26.03673
1600,26.03519
1664,26.03011
1728,26.02791
1792,26.03966
1856,26.02797
1920,26.03577
1984,26.03144
2048,26.03378
2112,26.03489
2176,26.03291
2240,26.02499
2304,26.02382
2368,26.02471
2432,26.0294
2496,26.0246
2560,26.02854
2624,26.02286
2688,26.02657
2752,26.03263
2816,26.02445
2880,26.03149
2944,26.02824
3008,26.03022
3072,26.03112
3136,26.03225
3200,26.02336
3264,26.02601
3328,26.02214
3392,26.02591
3456,26.02579
3520,26.02564
3584,26.01886
3648,26.0258
3712,26.02633
3776,26.01667
3840,26.02033
3904,26.02154
3968,26.02224
4032,26.02398
