64,3.854577
128,9.861899
192,13.3829
256,15.77905
320,17.48008
384,18.75907
448,19.76355
512,20.59187
576,21.21331
640,21.71113
704,22.13468
768,22.46934
832,22.73495
896,22.96239
960,23.15499
1024,23.33316
1088,23.47336
1152,23.59779
1216,23.70545
1280,23.81051
1344,23.89825
1408,23.97474
1472,24.04221
1536,24.10883
1600,24.15648
1664,24.20771
1728,24.25651
1792,24.29691
1856,24.32467
1920,24.34871
1984,24.38112
2048,24.39637
2112,24.41481
2176,24.44289
2240,24.4533
2304,24.46677
2368,24.48037
2432,24.48632
2496,24.49166
2560,24.5031
2624,24.50616
2688,24.51033
2752,24.51961
2816,24.52039
2880,24.52267
2944,24.52513
3008,24.52978
3072,24.52622
3136,24.52374
3200,24.52564
3264,24.52264
3328,24.52269
3392,24.52723
3456,24.51918
3520,24.5201
3584,24.52
3648,24.51733
3712,24.50885
3776,24.52054
3840,24.50478
3904,24.50098
3968,24.50575
4032,24.49429
