ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
42,9D0,68.00,17.45,17.11,55.61,51.40,84.30,19.26
58,9C0,67.94,16.65,16.25,46.28,42.20,70.04,18.45
106,960,67.60,14.90,15.77,30.89,37.78,46.88,16.71
122,970,67.66,14.89,15.80,30.81,37.99,46.77,16.70
138,970,67.66,14.69,16.16,29.41,41.27,44.68,16.50
155,970,67.66,14.59,16.24,28.79,42.08,43.75,16.41
