ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
1,680,64.42,11.19,10.35,13.14,10.83,11.31,10.53
7,780,65.67,11.09,10.33,12.84,10.80,11.05,10.43
13,820,66.36,10.57,9.88,11.40,9.72,9.79,9.91
