BoardNo, ANT, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
BoardNo, ANT, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,0,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-29.40,-40.23,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,2,r 403422c8  [0x403422C8] = 0xC0FFD072    ,-28.44,-40.49,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,4,r 403422c8  [0x403422C8] = 0xC0FFD172    ,-26.52,-40.50,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,6,r 403422c8  [0x403422C8] = 0xC0FFD272    ,-24.76,-40.65,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,8,r 403422c8  [0x403422C8] = 0xC0FFD372    ,-22.95,-40.53,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xC0FFD472    ,-21.00,-39.93,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xC0FFD572    ,-18.76,-39.84,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xC0FFD672    ,-17.11,-39.81,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xC0FFD772    ,-15.05,-39.74,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xC8FFD872    ,-13.18,-39.29,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xD0FFD972    ,-11.72,-39.06,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xD0FFDA72    ,-9.42,-38.14,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xD0FFDB72    ,-7.49,-38.41,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,26,r 403422c8  [0x403422C8] = 0xD8FFDC72    ,-6.35,-38.66,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,28,r 403422c8  [0x403422C8] = 0xD8FFDD72    ,-3.63,-37.54,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,155,5 11,1 1,40000,30,r 403422c8  [0x403422C8] = 0xD8FFDD90    ,-1.62,-36.58,NA,NA,NA
