BoardNo, ANT, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,0,r 403422c8  [0x403422C8] = 0xC0FFD066    ,-28.23,-40.76,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,2,r 403422c8  [0x403422C8] = 0xC0FFD072    ,-27.29,-40.70,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,4,r 403422c8  [0x403422C8] = 0xC0FFD172    ,-25.58,-40.88,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,6,r 403422c8  [0x403422C8] = 0xC0FFD272    ,-23.70,-41.04,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,8,r 403422c8  [0x403422C8] = 0xC0FFD372    ,-21.87,-40.86,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xC0FFD472    ,-19.74,-40.04,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xC0FFD572    ,-17.85,-40.03,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xC0FFD672    ,-16.05,-39.57,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xC0FFD772    ,-14.02,-39.50,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xC8FFD872    ,-12.27,-39.44,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xD0FFD972    ,-10.82,-39.04,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xD0FFDA72    ,-8.63,-38.53,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xD0FFDB72    ,-6.47,-38.30,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,26,r 403422c8  [0x403422C8] = 0xD8FFDC72    ,-4.26,-38.21,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,28,r 403422c8  [0x403422C8] = 0xD8FFDD72    ,-2.01,-36.04,NA,NA,NA
#OK1,ANT0,testmode_8822_fem_360.bin,106,5 11,1 1,40000,30,r 403422c8  [0x403422C8] = 0xD8FFDD90    ,-0.00,-35.66,NA,NA,NA
