Function,SUB-TOP,BLOCK,msadc_mux_regname,msadc_mux_regvalue,test_enable_regname,test_enable_regvalue,test_mode_regname,test_mode_regvalue,test_bits_regname,test_bits_regvalue,test_case,test_band
pd_out_mont,WF,hb1_logen,wf_pu_msadc,1'b1,wf_test_enable_hb1_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_TX_ON,WF_HB
dvdd_dll,WF,lb1_logen,wf_pu_msadc,1'b1,wf_test_enable_lb1_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_TX_ON,WF_LB
dvdd_phase_mux,WF,lb1_logen,wf_pu_msadc,1'b1,wf_test_enable_lb1_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_TX_ON,WF_LB
vbp_mont,WF,lb1_logen,wf_pu_msadc,1'b1,wf_test_enable_lb1_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_TX_ON,WF_LB
vbn_mont,WF,lb1_logen,wf_pu_msadc,1'b1,wf_test_enable_lb1_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_TX_ON,WF_LB
,,,,,,,,,cfg_ana_test_bit,,,
reg_vco,BT,bt_vco,wf_pu_msadc,1'b1,bt_test_enable_vco,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,na,BT
,,,,,,,,,,,,
dvdd_dll,BT,bt_logen,wf_pu_msadc,1'b1,bt_test_enable_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,,BT
dvdd_phase_mux,BT,bt_logen,wf_pu_msadc,1'b1,bt_test_enable_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,,BT
vbp_mont,BT,bt_logen,wf_pu_msadc,1'b1,bt_test_enable_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,,BT
vbn_mont,BT,bt_logen,wf_pu_msadc,1'b1,bt_test_enable_logen,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,,BT
,,,,,,,,,,,,
avdd_sw,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,,BT
dvdd_sw,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,,BT
vbp_mont,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,,BT
vbn_mont,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,,BT
vbn_mont,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,,BT
vbp_mont,BT,bt_vco_multi1p5,wf_pu_msadc,1'b1,bt_rsvd_bit<4>,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,,BT
,,,,,,,,,cfg_ana_test_bit,,,
dvdd_clk_buf,CM,xtal,wf_pu_msadc,1'b1,cm_test_enable_xtal,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,CM_ON,CM
lna_out,BT,bt_lna,wf_pu_msadc,1'b1,bt_test_enable_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
lna_reg_psw,BT,bt_lna,wf_pu_msadc,1'b1,bt_test_enable_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
lna_reg,BT,bt_lna,wf_pu_msadc,1'b1,bt_test_enable_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
lna_vbn,BT,bt_lna,wf_pu_msadc,1'b1,bt_test_enable_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_RX_ON,BT
lna_vbcg,BT,bt_lna,wf_pu_msadc,1'b1,bt_test_enable_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,BT_RX_ON,BT
rmx_lobias,BT,bt_rmx,wf_pu_msadc,1'b1,bt_test_enable_rmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
iref_ldo,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,BT_RX_ON,BT
iref,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,BT_RX_ON,BT
output_qn,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b100,BT_RX_ON,BT
output_in,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b101,BT_RX_ON,BT
input_qn,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b110,BT_RX_ON,BT
input_in,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b111,BT_RX_ON,BT
vref_threshold,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
vcm,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_RX_ON,BT
ldo_out,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,BT_RX_ON,BT
output_qp,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b100,BT_RX_ON,BT
output_ip,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b101,BT_RX_ON,BT
input_qp,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b110,BT_RX_ON,BT
input_ip,BT,bt_tia,wf_pu_msadc,1'b1,bt_test_enable_tia,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b111,BT_RX_ON,BT
,,,,,,,,,,,,
lna_output,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_HB
vbn,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF_HB
vbn_aux,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF_HB
vbcg_aux,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF_HB
dvdd_psw,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_HB
dvdd,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF_HB
vbn_main,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF_HB
vbcg_main,WF,lna_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF_HB
lobias,WF,rmx_hb0,wf_pu_msadc,1'b1,wf_test_enable_hb0_rmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_HB
iref_ldo,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF
iref,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF
output_qn,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b100,WF0_RX_ON,WF
output_in,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b101,WF0_RX_ON,WF
input_qn,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b110,WF0_RX_ON,WF
input_in,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b111,WF0_RX_ON,WF
vref_threshold,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF
vcm,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF
ldo_out,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF
output_qp,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b100,WF0_RX_ON,WF
output_ip,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b101,WF0_RX_ON,WF
input_qp,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b110,WF0_RX_ON,WF
input_ip,WF,tia0,wf_pu_msadc,1'b1,wf_test_enable_tia0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b111,WF0_RX_ON,WF
,,,,,,,,,,,,
lna_output,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_LB
vbn,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF_LB
vbn_aux,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF_LB
vbcg_aux,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF_LB
dvdd_psw,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_LB
dvdd,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF_LB
vbn_main,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF_LB
vbcg_main,WF,lna_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF_LB
lobias,WF,rmx_lb0,wf_pu_msadc,1'b1,wf_test_enable_lb0_rmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_RX_ON,WF_LB
,,,,,,,,,,,,
lna_output,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_HB
vbn,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF_HB
vbn_aux,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF_HB
vbcg_aux,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF_HB
dvdd_psw,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_HB
dvdd,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF_HB
vbn_main,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF_HB
vbcg_main,WF,lna_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF_HB
lobias,WF,rmx_hb1,wf_pu_msadc,1'b1,wf_test_enable_hb1_rmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_HB
iref_ldo,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF
iref,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
output_qn,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b100,WF1_RX_ON,WF
output_in,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b101,WF1_RX_ON,WF
input_qn,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b110,WF1_RX_ON,WF
input_in,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b111,WF1_RX_ON,WF
vref_threshold,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
vcm,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF
ldo_out,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
output_qp,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b100,WF1_RX_ON,WF
output_ip,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b101,WF1_RX_ON,WF
input_qp,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b110,WF1_RX_ON,WF
input_ip,WF,tia1,wf_pu_msadc,1'b1,wf_test_enable_tia1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b111,WF1_RX_ON,WF
,,,,,,,,,,,,
lna_output,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_LB
vbn,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF_LB
vbn_aux,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF_LB
vbcg_aux,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF_LB
dvdd_psw,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_LB
dvdd,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF_LB
vbn_main,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF_LB
vbcg_main,WF,lna_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_lna,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF_LB
lobias,WF,rmx_lb1,wf_pu_msadc,1'b1,wf_test_enable_lb1_rmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF_LB
,,,,,,,,,,,,
iref,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF
output_qn,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b100,WF0_RX_ON,WF
output_in,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b101,WF0_RX_ON,WF
input_qn,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b110,WF0_RX_ON,WF
input_in,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b111,WF0_RX_ON,WF
vbias_cm,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_RX_ON,WF
vref_threshold,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_RX_ON,WF
vcm,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_RX_ON,WF
output_qp,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b100,WF0_RX_ON,WF
output_ip,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b101,WF0_RX_ON,WF
input_qp,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b110,WF0_RX_ON,WF
input_ip,WF,tia_aux0,wf_pu_msadc,1'b1,wf_test_enable_tia_aux0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b111,WF0_RX_ON,WF
,,,,,,,,,,,,
iref,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
output_qn,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b100,WF1_RX_ON,WF
output_in,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b101,WF1_RX_ON,WF
input_qn,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b110,WF1_RX_ON,WF
input_in,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b111,WF1_RX_ON,WF
vbias_cm,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
vref_threshold,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF
vcm,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
output_qp,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b100,WF1_RX_ON,WF
output_ip,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b101,WF1_RX_ON,WF
input_qp,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b110,WF1_RX_ON,WF
input_ip,WF,tia_aux1,wf_pu_msadc,1'b1,wf_test_enable_tia_aux1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b111,WF1_RX_ON,WF
,,,,,,,,,,,,
q_vodiff_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
i_vodiff_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
q_vop_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
q_von_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
i_vop_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
i_von_rxflt0,WF,rxflt0,wf_pu_msadc,1'b1,wf_test_enable_rxflt0,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
q_vodiff_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
i_vodiff_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
q_vop_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
q_von_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
i_vop_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
i_von_rxflt1,WF,rxflt1,wf_pu_msadc,1'b1,wf_test_enable_rxflt1,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
dvdd_adc0,WF,adc0,wf_pu_msadc,1'b1,wf_test_enable_adc0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
vref_adc0,WF,adc0,wf_pu_msadc,1'b1,wf_test_enable_adc0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
vcm_adc0,WF,adc0,wf_pu_msadc,1'b1,wf_test_enable_adc0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF
vrefg_adc0,WF,adc0,wf_pu_msadc,1'b1,wf_test_enable_adc0,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
dvdd_adc1,WF,adc1,wf_pu_msadc,1'b1,wf_test_enable_adc1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF1_RX_ON,WF
vref_adc1,WF,adc1,wf_pu_msadc,1'b1,wf_test_enable_adc1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF1_RX_ON,WF
vcm_adc1,WF,adc1,wf_pu_msadc,1'b1,wf_test_enable_adc1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF1_RX_ON,WF
vrefg_adc1,WF,adc1,wf_pu_msadc,1'b1,wf_test_enable_adc1,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF1_RX_ON,WF
,,,,,,,,,,,,
