Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
1,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xCB3F4754    ,12.20,-39.73
1,5 11,1 1,40000,11,r 403422c8  [0x403422C8] = 0xCB3F475E    ,13.04,-40.24
1,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xCB3F4769    ,13.95,-40.63
1,5 11,1 1,40000,13,r 403422c8  [0x403422C8] = 0xCC3F4961    ,14.91,-40.16
1,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xCC3F496D    ,15.87,-39.79
1,5 11,1 1,40000,15,r 403422c8  [0x403422C8] = 0xCC3F497A    ,16.82,-38.46
1,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xCC3F4989    ,17.79,-35.99
1,5 11,1 1,40000,17,r 403422c8  [0x403422C8] = 0xD53F4B7D    ,18.25,-35.04
1,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xD53F4B8D    ,19.20,-33.05
1,5 11,1 1,40000,19,r 403422c8  [0x403422C8] = 0xD53F4B9E    ,20.08,-31.03
1,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xD53F4BB1    ,20.91,-29.91
1,5 11,1 1,40000,21,r 403422c8  [0x403422C8] = 0xDE3F4D96    ,21.93,-29.46
1,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xDE3F4DA8    ,22.67,-28.89
1,5 11,1 1,40000,23,r 403422c8  [0x403422C8] = 0xDE3F4DBC    ,23.32,-28.08
1,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xDE3F4DD3    ,23.87,-27.17
1,5 11,1 1,40000,25,r 403422c8  [0x403422C8] = 0xDF3F4FB8    ,23.98,-26.41
7,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xCB3F4760    ,11.31,-40.98
7,5 11,1 1,40000,11,r 403422c8  [0x403422C8] = 0xCB3F476C    ,12.42,-40.97
7,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,13.45,-39.72
7,5 11,1 1,40000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,14.45,-40.07
7,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xCC3F497A    ,15.41,-39.35
7,5 11,1 1,40000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,16.41,-38.08
7,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xD53F4B72    ,17.16,-38.04
7,5 11,1 1,40000,17,r 403422c8  [0x403422C8] = 0xD53F4B80    ,18.09,-36.72
7,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xD53F4B8F    ,18.97,-34.13
7,5 11,1 1,40000,19,r 403422c8  [0x403422C8] = 0xD53F4BA1    ,19.90,-31.33
7,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xDE3F4D7D    ,20.68,-30.19
7,5 11,1 1,40000,21,r 403422c8  [0x403422C8] = 0xDE3F4D8C    ,21.50,-29.58
7,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xDE3F4D9D    ,22.27,-29.04
7,5 11,1 1,40000,23,r 403422c8  [0x403422C8] = 0xDE3F4DB0    ,22.95,-28.30
7,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xDF3F4F9A    ,23.27,-27.18
7,5 11,1 1,40000,25,r 403422c8  [0x403422C8] = 0xDF3F4FAD    ,23.79,-26.43
13,5 11,1 1,40000,10,r 403422c8  [0x403422C8] = 0xCC3F4961    ,11.88,-39.87
13,5 11,1 1,40000,11,r 403422c8  [0x403422C8] = 0xCC3F496D    ,12.94,-39.55
13,5 11,1 1,40000,12,r 403422c8  [0x403422C8] = 0xCC3F497A    ,13.93,-39.41
13,5 11,1 1,40000,13,r 403422c8  [0x403422C8] = 0xCC3F4989    ,14.95,-38.99
13,5 11,1 1,40000,14,r 403422c8  [0x403422C8] = 0xD53F4B68    ,15.74,-39.82
13,5 11,1 1,40000,15,r 403422c8  [0x403422C8] = 0xD53F4B75    ,16.71,-39.34
13,5 11,1 1,40000,16,r 403422c8  [0x403422C8] = 0xD53F4B83    ,17.65,-37.78
13,5 11,1 1,40000,17,r 403422c8  [0x403422C8] = 0xD53F4B93    ,18.59,-35.08
13,5 11,1 1,40000,18,r 403422c8  [0x403422C8] = 0xDE3F4D6E    ,19.48,-32.17
13,5 11,1 1,40000,19,r 403422c8  [0x403422C8] = 0xDE3F4D7B    ,20.34,-30.65
13,5 11,1 1,40000,20,r 403422c8  [0x403422C8] = 0xDE3F4D8A    ,21.20,-29.81
13,5 11,1 1,40000,21,r 403422c8  [0x403422C8] = 0xDE3F4D9B    ,21.98,-29.24
13,5 11,1 1,40000,22,r 403422c8  [0x403422C8] = 0xDF3F4F82    ,22.44,-27.64
13,5 11,1 1,40000,23,r 403422c8  [0x403422C8] = 0xDF3F4F92    ,23.06,-27.41
13,5 11,1 1,40000,24,r 403422c8  [0x403422C8] = 0xDF3F4FA4    ,23.58,-26.56
13,5 11,1 1,40000,25,r 403422c8  [0x403422C8] = 0xDF3F4FB8    ,24.03,-25.70
