64,3.404727
128,9.135835
192,12.34155
256,14.51644
320,16.15635
384,17.43985
448,18.5048
512,19.44508
576,20.20514
640,20.86679
704,21.40183
768,21.91605
832,22.37486
896,22.78393
960,23.14237
1024,23.46755
1088,23.74945
1152,24.02077
1216,24.23862
1280,24.44336
1344,24.62089
1408,24.76623
1472,24.90303
1536,25.00272
1600,25.10772
1664,25.19138
1728,25.2604
1792,25.33165
1856,25.38065
1920,25.43389
1984,25.48309
2048,25.47725
2112,25.47668
2176,25.4845
2240,25.48599
2304,25.47916
2368,25.47689
2432,25.48619
2496,25.4791
2560,25.48337
2624,25.48375
2688,25.48023
2752,25.47418
2816,25.47803
2880,25.47731
2944,25.48377
3008,25.48313
3072,25.47779
3136,25.48045
3200,25.48294
3264,25.47695
3328,25.4854
3392,25.48273
3456,25.48622
3520,25.47752
3584,25.48645
3648,25.4781
3712,25.48314
3776,25.48609
3840,25.4837
3904,25.48684
3968,25.48375
4032,25.47792
